TransactionKey,Transaction Date,Customer Code,Product Key,Number Of Units
46558,01-Jul-2018,Z100132,9,1
46997,01-Jul-2018,Z100586,10,1
47169,01-Jul-2018,Z100820,16,3
48954,01-Jul-2018,Z100994,7,10
49758,01-Jul-2018,Z100115,11,2
50242,01-Jul-2018,Z100263,8,3
51112,01-Jul-2018,Z100894,13,10
53204,01-Jul-2018,Z100482,13,1
53793,01-Jul-2018,Z100178,13,1
54521,01-Jul-2018,Z100330,8,2
55771,01-Jul-2018,Z100512,9,2
56138,01-Jul-2018,Z100009,1,2
56283,01-Jul-2018,Z100992,8,3
56410,01-Jul-2018,Z100094,15,2
56830,01-Jul-2018,Z100352,9,5
59635,01-Jul-2018,Z100985,3,1
61865,01-Jul-2018,Z100948,14,1
62439,01-Jul-2018,Z100195,1,5
65629,01-Jul-2018,Z100239,5,4
66754,01-Jul-2018,Z100736,9,1
68185,01-Jul-2018,Z100790,9,1
68952,01-Jul-2018,Z100185,9,2
70405,01-Jul-2018,Z100166,8,2
72490,01-Jul-2018,Z100166,9,3
74059,01-Jul-2018,Z100089,8,3
74100,01-Jul-2018,Z100113,14,1
74721,01-Jul-2018,Z100521,10,2
77461,01-Jul-2018,Z100168,8,4
77730,01-Jul-2018,Z100150,10,4
77904,01-Jul-2018,Z100203,11,2
79780,01-Jul-2018,Z100838,12,2
80181,01-Jul-2018,Z100866,14,3
80723,01-Jul-2018,Z100678,8,1
81646,01-Jul-2018,Z100376,9,2
81830,01-Jul-2018,Z100230,12,1
82172,01-Jul-2018,Z100228,3,10
82807,01-Jul-2018,Z100566,9,1
83052,01-Jul-2018,Z100401,3,1
84054,01-Jul-2018,Z100827,11,4
86368,01-Jul-2018,Z100286,3,4
86458,01-Jul-2018,Z100464,10,1
88621,01-Jul-2018,Z100681,3,2
89317,01-Jul-2018,Z100891,3,1
89463,01-Jul-2018,Z100630,12,2
91645,01-Jul-2018,Z100132,10,4
92080,01-Jul-2018,Z100528,2,5
92759,01-Jul-2018,Z100794,7,3
97192,01-Jul-2018,Z100140,3,5
97385,01-Jul-2018,Z100100,9,5
98031,01-Jul-2018,Z100155,2,1
3937,02-Jul-2018,Z100072,7,1
4130,02-Jul-2018,Z100359,4,5
5780,02-Jul-2018,Z100650,8,1
6310,02-Jul-2018,Z100825,5,5
7253,02-Jul-2018,Z100256,16,2
8213,02-Jul-2018,Z100391,11,1
12389,02-Jul-2018,Z100445,3,5
14148,02-Jul-2018,Z100464,15,1
14853,02-Jul-2018,Z100123,7,2
15124,02-Jul-2018,Z100986,4,1
18803,02-Jul-2018,Z100159,7,1
19513,02-Jul-2018,Z100560,10,5
23422,02-Jul-2018,Z100880,9,4
24023,02-Jul-2018,Z100568,12,2
24711,02-Jul-2018,Z100397,3,4
28483,02-Jul-2018,Z100520,13,1
32331,02-Jul-2018,Z100953,1,2
32625,02-Jul-2018,Z100782,5,3
32884,02-Jul-2018,Z100161,7,2
34390,02-Jul-2018,Z100882,5,1
36331,02-Jul-2018,Z100124,10,4
38500,02-Jul-2018,Z100642,6,10
39055,02-Jul-2018,Z100096,12,3
39609,02-Jul-2018,Z100443,3,3
40667,02-Jul-2018,Z100620,14,3
40879,02-Jul-2018,Z100419,2,1
41081,02-Jul-2018,Z100036,13,3
41268,02-Jul-2018,Z100645,8,1
41966,02-Jul-2018,Z100914,2,3
42259,02-Jul-2018,Z100951,9,4
43337,02-Jul-2018,Z100680,1,3
43405,02-Jul-2018,Z100481,10,10
44329,02-Jul-2018,Z100930,5,4
44373,02-Jul-2018,Z100559,13,4
48325,02-Jul-2018,Z100879,9,10
50709,02-Jul-2018,Z100181,7,10
50751,02-Jul-2018,Z100747,14,10
51626,02-Jul-2018,Z100170,6,1
51832,02-Jul-2018,Z100993,2,2
52347,02-Jul-2018,Z100436,8,2
53293,02-Jul-2018,Z100093,13,1
54835,02-Jul-2018,Z100293,3,1
55853,02-Jul-2018,Z100852,14,2
56918,02-Jul-2018,Z100427,6,1
59390,02-Jul-2018,Z100646,1,1
64003,02-Jul-2018,Z100167,8,5
65559,02-Jul-2018,Z100780,13,2
66741,02-Jul-2018,Z100724,1,10
67049,02-Jul-2018,Z100381,7,1
67109,02-Jul-2018,Z100466,2,1
69894,02-Jul-2018,Z100386,12,5
69961,02-Jul-2018,Z100433,1,1
71411,02-Jul-2018,Z100546,13,5
73380,02-Jul-2018,Z100706,15,3
76702,02-Jul-2018,Z100216,5,3
77023,02-Jul-2018,Z100143,2,10
78525,02-Jul-2018,Z100136,5,5
79667,02-Jul-2018,Z100363,9,2
82427,02-Jul-2018,Z100789,8,4
83043,02-Jul-2018,Z100380,1,4
83254,02-Jul-2018,Z100213,10,1
87002,02-Jul-2018,Z100807,10,5
87671,02-Jul-2018,Z100263,11,3
88455,02-Jul-2018,Z100229,9,3
90631,02-Jul-2018,Z100496,10,10
92230,02-Jul-2018,Z100224,11,1
92512,02-Jul-2018,Z100439,11,3
94053,02-Jul-2018,Z100170,10,2
94209,02-Jul-2018,Z100430,7,5
94682,02-Jul-2018,Z100028,7,1
95447,02-Jul-2018,Z100348,3,1
96918,02-Jul-2018,Z100101,8,2
382,03-Jul-2018,Z100655,10,3
680,03-Jul-2018,Z100915,10,2
1962,03-Jul-2018,Z100235,8,2
2882,03-Jul-2018,Z100194,1,1
3328,03-Jul-2018,Z100744,2,4
4277,03-Jul-2018,Z100722,11,5
5788,03-Jul-2018,Z100070,3,5
7019,03-Jul-2018,Z100989,6,4
7572,03-Jul-2018,Z100175,1,1
10010,03-Jul-2018,Z100421,15,1
10243,03-Jul-2018,Z100231,1,2
11992,03-Jul-2018,Z100078,13,2
12372,03-Jul-2018,Z100207,13,3
12526,03-Jul-2018,Z100697,14,3
13839,03-Jul-2018,Z100697,8,4
15187,03-Jul-2018,Z100863,3,2
15579,03-Jul-2018,Z100634,6,3
19510,03-Jul-2018,Z100525,13,2
20960,03-Jul-2018,Z100725,11,3
22390,03-Jul-2018,Z100299,10,1
22477,03-Jul-2018,Z100020,16,2
25026,03-Jul-2018,Z100571,11,5
25191,03-Jul-2018,Z100811,6,2
26194,03-Jul-2018,Z100265,3,2
26332,03-Jul-2018,Z100494,8,3
26526,03-Jul-2018,Z100121,8,5
26661,03-Jul-2018,Z100562,10,1
31753,03-Jul-2018,Z100112,9,1
32844,03-Jul-2018,Z100197,2,5
34834,03-Jul-2018,Z100366,10,5
35769,03-Jul-2018,Z100550,13,4
36304,03-Jul-2018,Z100475,9,1
36921,03-Jul-2018,Z100026,8,1
37290,03-Jul-2018,Z100374,3,4
39542,03-Jul-2018,Z100501,3,5
39633,03-Jul-2018,Z100852,7,2
42742,03-Jul-2018,Z100285,6,2
46093,03-Jul-2018,Z100001,11,1
46578,03-Jul-2018,Z100339,6,1
47214,03-Jul-2018,Z100663,8,1
47469,03-Jul-2018,Z100446,11,1
47718,03-Jul-2018,Z100325,10,5
50411,03-Jul-2018,Z100710,9,3
51074,03-Jul-2018,Z100431,10,3
51136,03-Jul-2018,Z100027,14,1
51868,03-Jul-2018,Z100571,10,3
52427,03-Jul-2018,Z100895,3,10
52797,03-Jul-2018,Z100593,1,1
60699,03-Jul-2018,Z100281,8,1
61362,03-Jul-2018,Z100852,10,2
62310,03-Jul-2018,Z100971,2,5
64134,03-Jul-2018,Z100590,12,5
64799,03-Jul-2018,Z100075,8,1
65199,03-Jul-2018,Z100273,10,10
68521,03-Jul-2018,Z100597,9,1
70284,03-Jul-2018,Z100504,15,1
71949,03-Jul-2018,Z100222,3,10
74597,03-Jul-2018,Z100441,8,4
75747,03-Jul-2018,Z100358,10,1
76387,03-Jul-2018,Z100991,3,4
79229,03-Jul-2018,Z100832,14,4
80003,03-Jul-2018,Z100058,10,3
80270,03-Jul-2018,Z100117,11,5
82725,03-Jul-2018,Z100385,1,4
82973,03-Jul-2018,Z101000,8,3
84628,03-Jul-2018,Z100564,9,1
84959,03-Jul-2018,Z100111,7,1
86748,03-Jul-2018,Z100015,11,1
87231,03-Jul-2018,Z100774,9,1
87973,03-Jul-2018,Z100059,7,5
92091,03-Jul-2018,Z100840,15,1
93906,03-Jul-2018,Z100679,14,5
94615,03-Jul-2018,Z100035,13,1
94620,03-Jul-2018,Z100413,10,10
96224,03-Jul-2018,Z100483,7,2
99403,03-Jul-2018,Z100299,9,4
5108,04-Jul-2018,Z100933,3,2
5656,04-Jul-2018,Z100671,8,1
5771,04-Jul-2018,Z100715,10,3
7228,04-Jul-2018,Z100026,11,1
7819,04-Jul-2018,Z100516,8,1
9489,04-Jul-2018,Z100799,9,1
9939,04-Jul-2018,Z100380,7,1
10770,04-Jul-2018,Z100928,10,4
11800,04-Jul-2018,Z100465,14,1
13043,04-Jul-2018,Z100396,5,1
13099,04-Jul-2018,Z100551,1,10
16871,04-Jul-2018,Z100915,9,2
17049,04-Jul-2018,Z100923,13,2
17608,04-Jul-2018,Z100583,9,3
17701,04-Jul-2018,Z100515,14,1
21461,04-Jul-2018,Z100528,3,1
24571,04-Jul-2018,Z100665,8,4
25215,04-Jul-2018,Z100247,7,1
26950,04-Jul-2018,Z100890,5,5
30017,04-Jul-2018,Z100260,10,2
30976,04-Jul-2018,Z100775,3,5
31843,04-Jul-2018,Z100710,11,5
31851,04-Jul-2018,Z100964,6,3
33141,04-Jul-2018,Z100546,14,1
33750,04-Jul-2018,Z100726,9,2
35782,04-Jul-2018,Z100825,8,1
36151,04-Jul-2018,Z100987,9,10
37066,04-Jul-2018,Z100382,9,4
37925,04-Jul-2018,Z100854,1,1
38255,04-Jul-2018,Z100486,7,1
43397,04-Jul-2018,Z100092,13,1
43498,04-Jul-2018,Z100613,3,1
44110,04-Jul-2018,Z100229,1,4
45101,04-Jul-2018,Z100485,9,1
47455,04-Jul-2018,Z100979,9,4
49251,04-Jul-2018,Z100399,7,2
52185,04-Jul-2018,Z100310,1,1
52458,04-Jul-2018,Z100355,9,5
52460,04-Jul-2018,Z100567,7,3
54066,04-Jul-2018,Z100059,1,2
54650,04-Jul-2018,Z100867,7,2
55499,04-Jul-2018,Z100083,1,3
55690,04-Jul-2018,Z100548,9,1
56058,04-Jul-2018,Z100097,16,3
56245,04-Jul-2018,Z100029,13,1
56559,04-Jul-2018,Z100766,10,1
60052,04-Jul-2018,Z100692,3,1
60953,04-Jul-2018,Z100300,7,1
61363,04-Jul-2018,Z100890,4,3
62547,04-Jul-2018,Z100418,11,4
62613,04-Jul-2018,Z100924,11,1
62839,04-Jul-2018,Z100060,12,1
63022,04-Jul-2018,Z100432,12,4
68330,04-Jul-2018,Z100675,13,1
69371,04-Jul-2018,Z100162,9,10
72496,04-Jul-2018,Z100493,7,4
75566,04-Jul-2018,Z100243,12,1
79387,04-Jul-2018,Z100874,9,1
79772,04-Jul-2018,Z100556,1,1
83431,04-Jul-2018,Z100053,1,3
84385,04-Jul-2018,Z100799,7,2
87312,04-Jul-2018,Z100191,6,5
87657,04-Jul-2018,Z100069,7,4
88188,04-Jul-2018,Z100344,14,5
90490,04-Jul-2018,Z100415,9,2
91740,04-Jul-2018,Z100069,8,10
92359,04-Jul-2018,Z100918,11,1
92825,04-Jul-2018,Z100986,9,1
94392,04-Jul-2018,Z100519,1,4
95487,04-Jul-2018,Z100093,12,2
97137,04-Jul-2018,Z100436,7,5
97367,04-Jul-2018,Z100940,9,3
98356,04-Jul-2018,Z100172,9,4
98474,04-Jul-2018,Z100555,5,1
98802,04-Jul-2018,Z100244,10,1
99621,04-Jul-2018,Z100675,15,1
26,05-Jul-2018,Z100768,8,5
1671,05-Jul-2018,Z100846,3,1
2381,05-Jul-2018,Z100950,10,4
2873,05-Jul-2018,Z100169,3,3
4797,05-Jul-2018,Z100663,9,1
7936,05-Jul-2018,Z100254,8,2
8003,05-Jul-2018,Z100734,10,3
8131,05-Jul-2018,Z100309,1,2
9979,05-Jul-2018,Z100568,11,1
11205,05-Jul-2018,Z100965,9,2
13734,05-Jul-2018,Z100956,13,10
14154,05-Jul-2018,Z100471,7,3
16647,05-Jul-2018,Z100817,1,5
16681,05-Jul-2018,Z100791,5,1
17447,05-Jul-2018,Z100148,13,1
17819,05-Jul-2018,Z100362,1,5
18796,05-Jul-2018,Z100687,13,1
20678,05-Jul-2018,Z100190,7,3
22553,05-Jul-2018,Z100296,7,2
23027,05-Jul-2018,Z100213,11,1
24064,05-Jul-2018,Z100804,13,10
25110,05-Jul-2018,Z100496,9,2
25338,05-Jul-2018,Z100474,13,2
25756,05-Jul-2018,Z100829,9,1
26043,05-Jul-2018,Z100218,14,3
26353,05-Jul-2018,Z100132,3,1
26690,05-Jul-2018,Z100649,15,1
28548,05-Jul-2018,Z100177,10,2
31621,05-Jul-2018,Z100017,11,5
32271,05-Jul-2018,Z100015,7,1
33409,05-Jul-2018,Z100223,2,1
33928,05-Jul-2018,Z100181,9,1
34504,05-Jul-2018,Z100949,10,3
35320,05-Jul-2018,Z100253,9,1
37848,05-Jul-2018,Z100143,13,5
38363,05-Jul-2018,Z100777,13,1
40166,05-Jul-2018,Z100020,10,5
42290,05-Jul-2018,Z100678,9,3
47145,05-Jul-2018,Z100396,9,1
50933,05-Jul-2018,Z100465,8,1
51530,05-Jul-2018,Z100693,11,1
52035,05-Jul-2018,Z100223,7,5
55727,05-Jul-2018,Z100214,11,2
56391,05-Jul-2018,Z100498,7,1
61098,05-Jul-2018,Z100559,10,1
61636,05-Jul-2018,Z100306,5,5
62065,05-Jul-2018,Z100728,8,5
62238,05-Jul-2018,Z100345,5,2
64648,05-Jul-2018,Z100184,13,5
67251,05-Jul-2018,Z100436,11,1
67355,05-Jul-2018,Z100142,12,1
68223,05-Jul-2018,Z100390,8,1
70036,05-Jul-2018,Z100734,1,4
71142,05-Jul-2018,Z100629,7,4
71205,05-Jul-2018,Z100137,2,5
73869,05-Jul-2018,Z100019,3,2
75650,05-Jul-2018,Z100884,3,4
76434,05-Jul-2018,Z100766,8,2
76652,05-Jul-2018,Z100943,13,1
78136,05-Jul-2018,Z100153,6,5
81826,05-Jul-2018,Z100972,4,4
82616,05-Jul-2018,Z100878,2,2
84433,05-Jul-2018,Z100876,3,4
88465,05-Jul-2018,Z100752,16,1
91728,05-Jul-2018,Z100093,3,1
91812,05-Jul-2018,Z100442,10,1
92083,05-Jul-2018,Z100186,9,3
92196,05-Jul-2018,Z100401,8,4
92930,05-Jul-2018,Z100640,5,2
93877,05-Jul-2018,Z100557,3,1
94210,05-Jul-2018,Z100838,9,10
94713,05-Jul-2018,Z100346,15,1
95761,05-Jul-2018,Z100829,7,4
95772,05-Jul-2018,Z100763,12,1
97640,05-Jul-2018,Z100375,9,4
98712,05-Jul-2018,Z100108,3,5
99166,05-Jul-2018,Z100232,8,5
99438,05-Jul-2018,Z100308,9,1
99580,05-Jul-2018,Z100571,2,2
99693,05-Jul-2018,Z100608,6,10
2881,06-Jul-2018,Z100562,13,2
3244,06-Jul-2018,Z100628,13,2
4432,06-Jul-2018,Z100395,3,1
5514,06-Jul-2018,Z100255,9,1
7356,06-Jul-2018,Z100383,8,3
7956,06-Jul-2018,Z100859,10,1
8730,06-Jul-2018,Z100861,11,1
11594,06-Jul-2018,Z100952,6,4
12922,06-Jul-2018,Z100759,13,5
16015,06-Jul-2018,Z100011,1,1
21527,06-Jul-2018,Z100988,5,3
21622,06-Jul-2018,Z100384,3,1
21644,06-Jul-2018,Z100201,8,2
22221,06-Jul-2018,Z100740,2,4
26511,06-Jul-2018,Z100373,1,10
31141,06-Jul-2018,Z100037,3,1
33863,06-Jul-2018,Z100971,13,2
33907,06-Jul-2018,Z100667,11,1
42423,06-Jul-2018,Z100596,2,4
42942,06-Jul-2018,Z100428,9,1
47211,06-Jul-2018,Z100204,11,1
50892,06-Jul-2018,Z100368,10,10
51176,06-Jul-2018,Z100826,5,3
52177,06-Jul-2018,Z100284,10,1
52367,06-Jul-2018,Z100156,8,2
52716,06-Jul-2018,Z100802,9,2
52795,06-Jul-2018,Z100800,11,2
54569,06-Jul-2018,Z100230,9,1
55464,06-Jul-2018,Z100022,9,5
55797,06-Jul-2018,Z100560,13,4
56756,06-Jul-2018,Z100066,11,2
58408,06-Jul-2018,Z100735,5,2
59069,06-Jul-2018,Z100594,8,1
60756,06-Jul-2018,Z100792,8,4
63036,06-Jul-2018,Z100971,11,10
66683,06-Jul-2018,Z101000,9,1
67692,06-Jul-2018,Z100619,9,1
69393,06-Jul-2018,Z100651,9,1
69728,06-Jul-2018,Z100065,5,5
70429,06-Jul-2018,Z100636,3,5
72471,06-Jul-2018,Z100134,3,4
74069,06-Jul-2018,Z100099,10,2
74295,06-Jul-2018,Z100911,3,1
74547,06-Jul-2018,Z100172,8,1
77523,06-Jul-2018,Z100389,1,3
77696,06-Jul-2018,Z100220,13,1
77788,06-Jul-2018,Z100312,3,1
78078,06-Jul-2018,Z100643,4,3
82949,06-Jul-2018,Z100728,5,1
85300,06-Jul-2018,Z100412,6,10
87286,06-Jul-2018,Z100684,14,5
88531,06-Jul-2018,Z100623,10,4
89517,06-Jul-2018,Z100453,6,2
91948,06-Jul-2018,Z100490,1,10
95289,06-Jul-2018,Z100931,10,5
317,07-Jul-2018,Z100666,5,1
3814,07-Jul-2018,Z100356,9,4
4176,07-Jul-2018,Z100876,11,2
4276,07-Jul-2018,Z100874,1,1
8079,07-Jul-2018,Z100986,11,2
15896,07-Jul-2018,Z100718,8,1
18615,07-Jul-2018,Z100760,11,1
22629,07-Jul-2018,Z100001,10,10
25922,07-Jul-2018,Z100123,10,1
27387,07-Jul-2018,Z100675,8,10
27558,07-Jul-2018,Z100794,13,1
27719,07-Jul-2018,Z100687,3,1
29224,07-Jul-2018,Z100218,9,2
30558,07-Jul-2018,Z100473,2,2
30684,07-Jul-2018,Z100397,13,10
30804,07-Jul-2018,Z100948,8,3
31176,07-Jul-2018,Z100798,14,1
31296,07-Jul-2018,Z100949,10,10
32386,07-Jul-2018,Z100020,9,1
33785,07-Jul-2018,Z100847,10,3
33835,07-Jul-2018,Z100849,8,1
35609,07-Jul-2018,Z100349,2,1
38734,07-Jul-2018,Z100247,12,1
38900,07-Jul-2018,Z100949,2,1
39877,07-Jul-2018,Z100510,9,3
42023,07-Jul-2018,Z100114,8,5
42736,07-Jul-2018,Z100860,9,1
45860,07-Jul-2018,Z100709,14,4
45954,07-Jul-2018,Z100839,9,4
49204,07-Jul-2018,Z100326,9,10
53115,07-Jul-2018,Z100513,7,1
55177,07-Jul-2018,Z100095,13,1
56492,07-Jul-2018,Z100034,11,1
59097,07-Jul-2018,Z100596,5,3
62221,07-Jul-2018,Z100163,9,4
64050,07-Jul-2018,Z100187,4,2
64364,07-Jul-2018,Z100677,1,1
66368,07-Jul-2018,Z100956,10,4
72228,07-Jul-2018,Z100906,10,2
73347,07-Jul-2018,Z100006,14,10
74177,07-Jul-2018,Z100555,13,2
74968,07-Jul-2018,Z100570,11,1
80940,07-Jul-2018,Z100102,12,4
82094,07-Jul-2018,Z100151,10,5
82833,07-Jul-2018,Z100791,9,1
83000,07-Jul-2018,Z100287,10,3
86139,07-Jul-2018,Z100629,6,4
86481,07-Jul-2018,Z100223,8,1
86948,07-Jul-2018,Z100693,11,1
86969,07-Jul-2018,Z100318,13,1
88076,07-Jul-2018,Z100277,13,2
88663,07-Jul-2018,Z100555,11,1
88925,07-Jul-2018,Z100705,13,4
92093,07-Jul-2018,Z100958,11,1
93227,07-Jul-2018,Z100510,7,4
94696,07-Jul-2018,Z100192,5,1
99743,07-Jul-2018,Z100443,14,2
474,08-Jul-2018,Z100839,2,2
4215,08-Jul-2018,Z100253,2,3
6643,08-Jul-2018,Z100750,9,1
6948,08-Jul-2018,Z100382,9,3
9248,08-Jul-2018,Z100873,1,3
9280,08-Jul-2018,Z100573,5,1
11972,08-Jul-2018,Z100530,9,1
12655,08-Jul-2018,Z100994,13,1
16213,08-Jul-2018,Z100154,12,3
17987,08-Jul-2018,Z100962,11,1
20129,08-Jul-2018,Z101000,10,1
20662,08-Jul-2018,Z100491,3,5
21005,08-Jul-2018,Z100676,9,10
24827,08-Jul-2018,Z100900,11,3
29060,08-Jul-2018,Z100121,1,1
30095,08-Jul-2018,Z100558,14,2
31854,08-Jul-2018,Z100589,13,1
33468,08-Jul-2018,Z100505,10,2
34668,08-Jul-2018,Z100045,9,10
35271,08-Jul-2018,Z100354,6,2
35676,08-Jul-2018,Z100834,10,5
36074,08-Jul-2018,Z100577,10,2
37721,08-Jul-2018,Z100533,9,5
38082,08-Jul-2018,Z100457,13,2
38605,08-Jul-2018,Z100548,1,3
38951,08-Jul-2018,Z100560,7,5
39684,08-Jul-2018,Z100263,7,3
40883,08-Jul-2018,Z100528,8,1
41138,08-Jul-2018,Z100583,4,2
41935,08-Jul-2018,Z100857,4,2
42053,08-Jul-2018,Z100797,11,10
42731,08-Jul-2018,Z100281,9,1
43080,08-Jul-2018,Z100696,9,1
43721,08-Jul-2018,Z100654,8,1
44947,08-Jul-2018,Z100720,9,1
47201,08-Jul-2018,Z100304,11,1
48660,08-Jul-2018,Z100120,8,5
49504,08-Jul-2018,Z100352,15,1
49619,08-Jul-2018,Z100473,6,4
53990,08-Jul-2018,Z100654,9,1
54087,08-Jul-2018,Z100446,8,1
56363,08-Jul-2018,Z100051,11,10
56810,08-Jul-2018,Z100075,10,3
56843,08-Jul-2018,Z100522,10,1
58218,08-Jul-2018,Z100347,14,1
58726,08-Jul-2018,Z100488,10,1
59789,08-Jul-2018,Z100891,12,2
60725,08-Jul-2018,Z100852,3,2
62361,08-Jul-2018,Z100958,6,1
64170,08-Jul-2018,Z100715,2,10
64494,08-Jul-2018,Z100506,5,10
64754,08-Jul-2018,Z100593,13,2
65669,08-Jul-2018,Z100671,2,1
66521,08-Jul-2018,Z100392,1,3
69227,08-Jul-2018,Z100588,11,2
70951,08-Jul-2018,Z100483,8,1
71940,08-Jul-2018,Z100310,4,1
72280,08-Jul-2018,Z100655,11,1
72330,08-Jul-2018,Z100267,1,5
74976,08-Jul-2018,Z100174,1,1
75791,08-Jul-2018,Z100763,5,1
75849,08-Jul-2018,Z100692,10,2
77073,08-Jul-2018,Z100061,8,2
78069,08-Jul-2018,Z100753,13,10
78579,08-Jul-2018,Z100764,9,4
79531,08-Jul-2018,Z100450,10,10
80843,08-Jul-2018,Z100905,6,4
80990,08-Jul-2018,Z100163,1,10
81328,08-Jul-2018,Z100598,3,2
84415,08-Jul-2018,Z100352,3,2
85664,08-Jul-2018,Z100619,2,1
86901,08-Jul-2018,Z100030,3,5
86919,08-Jul-2018,Z100023,14,1
86946,08-Jul-2018,Z100037,8,3
88426,08-Jul-2018,Z100373,10,1
90385,08-Jul-2018,Z100607,1,2
95175,08-Jul-2018,Z100245,9,2
95732,08-Jul-2018,Z100657,2,1
1279,09-Jul-2018,Z100436,6,2
2411,09-Jul-2018,Z100979,7,1
2717,09-Jul-2018,Z100257,11,5
5692,09-Jul-2018,Z100320,8,4
7392,09-Jul-2018,Z100995,1,5
10860,09-Jul-2018,Z100678,9,5
10916,09-Jul-2018,Z100356,6,3
11130,09-Jul-2018,Z100834,1,1
11253,09-Jul-2018,Z100647,9,2
12641,09-Jul-2018,Z100334,9,4
12900,09-Jul-2018,Z100060,1,2
12996,09-Jul-2018,Z100525,7,1
13278,09-Jul-2018,Z100922,10,1
13786,09-Jul-2018,Z100840,10,1
16942,09-Jul-2018,Z100052,9,1
17181,09-Jul-2018,Z100457,1,3
17263,09-Jul-2018,Z100639,8,1
18022,09-Jul-2018,Z100791,12,2
18080,09-Jul-2018,Z100775,13,1
18222,09-Jul-2018,Z100657,10,10
19689,09-Jul-2018,Z100645,1,10
20933,09-Jul-2018,Z100425,12,1
22653,09-Jul-2018,Z100109,5,1
24534,09-Jul-2018,Z100552,11,2
24637,09-Jul-2018,Z100115,16,1
25951,09-Jul-2018,Z100955,11,5
27802,09-Jul-2018,Z100719,9,1
28571,09-Jul-2018,Z100591,8,4
30375,09-Jul-2018,Z100325,12,1
30715,09-Jul-2018,Z100267,7,1
31529,09-Jul-2018,Z100565,8,2
32455,09-Jul-2018,Z100952,6,1
33246,09-Jul-2018,Z100557,8,2
34544,09-Jul-2018,Z100429,2,5
37098,09-Jul-2018,Z100570,1,1
38510,09-Jul-2018,Z100941,3,2
38512,09-Jul-2018,Z100386,6,1
41638,09-Jul-2018,Z100161,7,4
42857,09-Jul-2018,Z100046,9,4
44830,09-Jul-2018,Z100216,10,5
48647,09-Jul-2018,Z100799,10,5
49060,09-Jul-2018,Z100893,16,1
49067,09-Jul-2018,Z100383,2,2
49372,09-Jul-2018,Z100278,9,1
49621,09-Jul-2018,Z100162,9,3
50078,09-Jul-2018,Z100295,10,1
52663,09-Jul-2018,Z100235,3,2
53401,09-Jul-2018,Z100781,3,5
54063,09-Jul-2018,Z100031,7,1
54671,09-Jul-2018,Z100730,9,3
55084,09-Jul-2018,Z100568,8,4
57072,09-Jul-2018,Z100977,9,1
59056,09-Jul-2018,Z100764,8,2
61738,09-Jul-2018,Z100374,3,5
62248,09-Jul-2018,Z100752,10,2
66227,09-Jul-2018,Z100774,1,3
66995,09-Jul-2018,Z100437,12,1
67698,09-Jul-2018,Z100154,5,4
68680,09-Jul-2018,Z100441,3,2
71066,09-Jul-2018,Z100836,7,1
72660,09-Jul-2018,Z100291,14,3
74573,09-Jul-2018,Z100970,10,1
74985,09-Jul-2018,Z100325,5,1
76514,09-Jul-2018,Z100025,2,2
76625,09-Jul-2018,Z100871,6,2
76660,09-Jul-2018,Z100268,7,10
77655,09-Jul-2018,Z100191,2,2
79320,09-Jul-2018,Z100821,14,2
80249,09-Jul-2018,Z100658,3,2
81309,09-Jul-2018,Z100111,11,1
82733,09-Jul-2018,Z100224,3,5
82992,09-Jul-2018,Z100962,7,5
84522,09-Jul-2018,Z100896,13,4
84866,09-Jul-2018,Z100982,7,1
86372,09-Jul-2018,Z100581,3,3
86661,09-Jul-2018,Z100499,9,1
87666,09-Jul-2018,Z100201,3,4
89191,09-Jul-2018,Z100508,13,1
89734,09-Jul-2018,Z100926,8,5
90917,09-Jul-2018,Z100463,11,10
93135,09-Jul-2018,Z100913,8,1
93464,09-Jul-2018,Z100627,11,3
95758,09-Jul-2018,Z100686,8,1
96200,09-Jul-2018,Z100461,11,1
96748,09-Jul-2018,Z100349,3,1
97303,09-Jul-2018,Z100930,10,1
97595,09-Jul-2018,Z100045,13,1
198,10-Jul-2018,Z100472,6,10
1025,10-Jul-2018,Z100832,1,1
2965,10-Jul-2018,Z100529,11,1
8374,10-Jul-2018,Z100854,1,2
8553,10-Jul-2018,Z100470,1,1
10430,10-Jul-2018,Z100683,11,5
12750,10-Jul-2018,Z100059,5,3
13162,10-Jul-2018,Z100201,1,2
13198,10-Jul-2018,Z100211,9,2
13459,10-Jul-2018,Z100195,8,4
13680,10-Jul-2018,Z100469,2,1
14287,10-Jul-2018,Z100712,3,2
15929,10-Jul-2018,Z100010,10,1
17026,10-Jul-2018,Z100204,9,4
17612,10-Jul-2018,Z100577,13,4
18185,10-Jul-2018,Z100706,8,2
18193,10-Jul-2018,Z100844,6,2
19000,10-Jul-2018,Z100871,1,2
21658,10-Jul-2018,Z100796,12,2
21830,10-Jul-2018,Z100076,12,1
22564,10-Jul-2018,Z100468,8,1
23799,10-Jul-2018,Z100543,12,10
24789,10-Jul-2018,Z100410,11,1
25470,10-Jul-2018,Z100486,10,2
26379,10-Jul-2018,Z100374,3,1
27200,10-Jul-2018,Z100270,13,10
30954,10-Jul-2018,Z100077,1,1
32396,10-Jul-2018,Z100733,7,5
33809,10-Jul-2018,Z100094,6,1
33910,10-Jul-2018,Z100736,7,1
34259,10-Jul-2018,Z100580,3,5
36691,10-Jul-2018,Z100588,9,1
36888,10-Jul-2018,Z100054,7,5
38599,10-Jul-2018,Z100061,3,1
