areaType,areaName,areaCode,date,hospitalCases
nation,Northern Ireland,N92000002,2020-06-16,59
nation,Northern Ireland,N92000002,2020-06-15,66
nation,Northern Ireland,N92000002,2020-06-14,67
nation,Northern Ireland,N92000002,2020-06-13,68
nation,Northern Ireland,N92000002,2020-06-12,70
nation,Northern Ireland,N92000002,2020-06-11,76
nation,Northern Ireland,N92000002,2020-06-10,82
nation,Northern Ireland,N92000002,2020-06-09,84
nation,Northern Ireland,N92000002,2020-06-08,89
nation,Northern Ireland,N92000002,2020-06-07,89
nation,Northern Ireland,N92000002,2020-06-06,89
nation,Northern Ireland,N92000002,2020-06-05,92
nation,Northern Ireland,N92000002,2020-06-04,96
nation,Northern Ireland,N92000002,2020-06-03,108
nation,Northern Ireland,N92000002,2020-06-02,119
nation,Northern Ireland,N92000002,2020-06-01,127
nation,Northern Ireland,N92000002,2020-05-31,139
nation,Northern Ireland,N92000002,2020-05-30,137
nation,Northern Ireland,N92000002,2020-05-29,136
nation,Northern Ireland,N92000002,2020-05-28,144
nation,Northern Ireland,N92000002,2020-05-27,149
nation,Northern Ireland,N92000002,2020-05-26,158
nation,Northern Ireland,N92000002,2020-05-25,159
nation,Northern Ireland,N92000002,2020-05-24,161
nation,Northern Ireland,N92000002,2020-05-23,162
nation,Northern Ireland,N92000002,2020-05-22,164
nation,Northern Ireland,N92000002,2020-05-21,172
nation,Northern Ireland,N92000002,2020-05-20,181
nation,Northern Ireland,N92000002,2020-05-19,197
nation,Northern Ireland,N92000002,2020-05-18,202
nation,Northern Ireland,N92000002,2020-05-17,208
nation,Northern Ireland,N92000002,2020-05-16,206
nation,Northern Ireland,N92000002,2020-05-15,210
nation,Northern Ireland,N92000002,2020-05-14,226
nation,Northern Ireland,N92000002,2020-05-13,245
nation,Northern Ireland,N92000002,2020-05-12,244
nation,Northern Ireland,N92000002,2020-05-11,248
nation,Northern Ireland,N92000002,2020-05-10,241
nation,Northern Ireland,N92000002,2020-05-09,232
nation,Northern Ireland,N92000002,2020-05-08,220
nation,Northern Ireland,N92000002,2020-05-07,231
nation,Northern Ireland,N92000002,2020-05-06,239
nation,Northern Ireland,N92000002,2020-05-05,243
nation,Northern Ireland,N92000002,2020-05-04,260
nation,Northern Ireland,N92000002,2020-05-03,264
nation,Northern Ireland,N92000002,2020-05-02,268
nation,Northern Ireland,N92000002,2020-05-01,269
nation,Northern Ireland,N92000002,2020-04-30,275
nation,Northern Ireland,N92000002,2020-04-29,270
nation,Northern Ireland,N92000002,2020-04-28,277
nation,Northern Ireland,N92000002,2020-04-27,286
nation,Northern Ireland,N92000002,2020-04-26,289
nation,Northern Ireland,N92000002,2020-04-25,298
nation,Northern Ireland,N92000002,2020-04-24,295
nation,Northern Ireland,N92000002,2020-04-23,301
nation,Northern Ireland,N92000002,2020-04-22,310
nation,Northern Ireland,N92000002,2020-04-21,312
nation,Northern Ireland,N92000002,2020-04-20,303
nation,Northern Ireland,N92000002,2020-04-19,297
nation,Northern Ireland,N92000002,2020-04-18,286
nation,Northern Ireland,N92000002,2020-04-17,289
nation,Northern Ireland,N92000002,2020-04-16,282
nation,Northern Ireland,N92000002,2020-04-15,277
nation,Northern Ireland,N92000002,2020-04-14,295
nation,Northern Ireland,N92000002,2020-04-13,307
nation,Northern Ireland,N92000002,2020-04-12,316
nation,Northern Ireland,N92000002,2020-04-11,318
nation,Northern Ireland,N92000002,2020-04-10,317
nation,Northern Ireland,N92000002,2020-04-09,347
nation,Northern Ireland,N92000002,2020-04-08,357
nation,Northern Ireland,N92000002,2020-04-07,354
nation,Northern Ireland,N92000002,2020-04-06,346
nation,Northern Ireland,N92000002,2020-04-05,330
nation,Northern Ireland,N92000002,2020-04-04,330
nation,Northern Ireland,N92000002,2020-04-03,306
nation,Northern Ireland,N92000002,2020-04-02,305
nation,Northern Ireland,N92000002,2020-04-01,280
nation,Northern Ireland,N92000002,2020-03-31,252
nation,Northern Ireland,N92000002,2020-03-30,227
nation,Northern Ireland,N92000002,2020-03-29,207
nation,Northern Ireland,N92000002,2020-03-28,188
nation,Northern Ireland,N92000002,2020-03-27,158
nation,Northern Ireland,N92000002,2020-03-26,140
nation,Northern Ireland,N92000002,2020-03-25,116
nation,Northern Ireland,N92000002,2020-03-24,94
nation,Northern Ireland,N92000002,2020-03-23,87
nation,Northern Ireland,N92000002,2020-03-22,77
nation,Northern Ireland,N92000002,2020-03-21,70
nation,Northern Ireland,N92000002,2020-03-20,56
nation,Northern Ireland,N92000002,2020-03-19,44
nation,Northern Ireland,N92000002,2020-03-18,43
nation,Northern Ireland,N92000002,2020-03-17,37
nation,Northern Ireland,N92000002,2020-03-16,35
nation,Northern Ireland,N92000002,2020-03-15,31
nation,Northern Ireland,N92000002,2020-03-14,31
nation,Northern Ireland,N92000002,2020-03-13,29
nation,Northern Ireland,N92000002,2020-03-12,28
nation,Northern Ireland,N92000002,2020-03-11,25
nation,Northern Ireland,N92000002,2020-03-10,21
nation,Northern Ireland,N92000002,2020-03-09,17
nation,Northern Ireland,N92000002,2020-03-08,16
nation,Northern Ireland,N92000002,2020-03-07,16
nation,Northern Ireland,N92000002,2020-03-06,16
nation,Northern Ireland,N92000002,2020-03-05,13
nation,Northern Ireland,N92000002,2020-03-04,12
nation,Northern Ireland,N92000002,2020-03-03,12
nation,Northern Ireland,N92000002,2020-03-02,12
nation,Northern Ireland,N92000002,2020-03-01,11
nation,Scotland,S92000003,2021-03-29,259
nation,Scotland,S92000003,2021-03-28,264
nation,Scotland,S92000003,2021-03-27,283
nation,Scotland,S92000003,2021-03-26,296
nation,Scotland,S92000003,2021-03-25,310
nation,Scotland,S92000003,2021-03-24,321
nation,Scotland,S92000003,2021-03-23,341
nation,Scotland,S92000003,2021-03-22,353
nation,Scotland,S92000003,2021-03-21,344
nation,Scotland,S92000003,2021-03-20,367
nation,Scotland,S92000003,2021-03-19,397
nation,Scotland,S92000003,2021-03-18,405
nation,Scotland,S92000003,2021-03-17,422
nation,Scotland,S92000003,2021-03-16,440
nation,Scotland,S92000003,2021-03-15,447
nation,Scotland,S92000003,2021-03-14,461
nation,Scotland,S92000003,2021-03-13,479
nation,Scotland,S92000003,2021-03-12,512
nation,Scotland,S92000003,2021-03-11,525
nation,Scotland,S92000003,2021-03-10,582
nation,Scotland,S92000003,2021-03-09,614
nation,Scotland,S92000003,2021-03-08,654
nation,Scotland,S92000003,2021-03-07,628
nation,Scotland,S92000003,2021-03-06,639
nation,Scotland,S92000003,2021-03-05,666
nation,Scotland,S92000003,2021-03-04,718
nation,Scotland,S92000003,2021-03-03,750
nation,Scotland,S92000003,2021-03-02,784
nation,Scotland,S92000003,2021-03-01,824
nation,Scotland,S92000003,2021-02-28,837
nation,Scotland,S92000003,2021-02-27,898
nation,Scotland,S92000003,2021-02-26,924
nation,Scotland,S92000003,2021-02-25,967
nation,Scotland,S92000003,2021-02-24,1018
nation,Scotland,S92000003,2021-02-23,1076
nation,Scotland,S92000003,2021-02-22,1141
nation,Scotland,S92000003,2021-02-21,1132
nation,Scotland,S92000003,2021-02-20,1154
nation,Scotland,S92000003,2021-02-19,1222
nation,Scotland,S92000003,2021-02-18,1261
nation,Scotland,S92000003,2021-02-17,1317
nation,Scotland,S92000003,2021-02-16,1383
nation,Scotland,S92000003,2021-02-15,1428
nation,Scotland,S92000003,2021-02-14,1443
nation,Scotland,S92000003,2021-02-13,1449
nation,Scotland,S92000003,2021-02-12,1472
nation,Scotland,S92000003,2021-02-11,1499
nation,Scotland,S92000003,2021-02-10,1542
nation,Scotland,S92000003,2021-02-09,1618
nation,Scotland,S92000003,2021-02-08,1672
nation,Scotland,S92000003,2021-02-07,1710
nation,Scotland,S92000003,2021-02-06,1729
nation,Scotland,S92000003,2021-02-05,1794
nation,Scotland,S92000003,2021-02-04,1812
nation,Scotland,S92000003,2021-02-03,1865
nation,Scotland,S92000003,2021-02-02,1934
nation,Scotland,S92000003,2021-02-01,1958
nation,Scotland,S92000003,2021-01-31,1941
nation,Scotland,S92000003,2021-01-30,1952
nation,Scotland,S92000003,2021-01-29,1958
nation,Scotland,S92000003,2021-01-28,1983
nation,Scotland,S92000003,2021-01-27,2016
nation,Scotland,S92000003,2021-01-26,2010
nation,Scotland,S92000003,2021-01-25,2016
nation,Scotland,S92000003,2021-01-24,2010
nation,Scotland,S92000003,2021-01-23,2026
nation,Scotland,S92000003,2021-01-22,2053
nation,Scotland,S92000003,2021-01-21,2004
nation,Scotland,S92000003,2021-01-20,2003
nation,Scotland,S92000003,2021-01-19,1989
nation,Scotland,S92000003,2021-01-18,1959
nation,Scotland,S92000003,2021-01-17,1918
nation,Scotland,S92000003,2021-01-16,1893
nation,Scotland,S92000003,2021-01-15,1881
nation,Scotland,S92000003,2021-01-14,1840
nation,Scotland,S92000003,2021-01-13,1794
nation,Scotland,S92000003,2021-01-12,1717
nation,Scotland,S92000003,2021-01-11,1664
nation,Scotland,S92000003,2021-01-10,1598
nation,Scotland,S92000003,2021-01-09,1596
nation,Scotland,S92000003,2021-01-08,1530
nation,Scotland,S92000003,2021-01-07,1467
nation,Scotland,S92000003,2021-01-06,1384
nation,Scotland,S92000003,2021-01-05,1347
nation,Scotland,S92000003,2021-01-04,1282
nation,Scotland,S92000003,2021-01-03,1246
nation,Scotland,S92000003,2021-01-02,1212
nation,Scotland,S92000003,2021-01-01,1189
nation,Scotland,S92000003,2020-12-31,1174
nation,Scotland,S92000003,2020-12-30,1133
nation,Scotland,S92000003,2020-12-29,1092
nation,Scotland,S92000003,2020-12-28,1040
nation,Scotland,S92000003,2020-12-27,993
nation,Scotland,S92000003,2020-12-26,985
nation,Scotland,S92000003,2020-12-25,973
nation,Scotland,S92000003,2020-12-24,1008
nation,Scotland,S92000003,2020-12-23,1025
nation,Scotland,S92000003,2020-12-22,1045
nation,Scotland,S92000003,2020-12-21,1078
nation,Scotland,S92000003,2020-12-20,1061
nation,Scotland,S92000003,2020-12-19,1033
nation,Scotland,S92000003,2020-12-18,1032
nation,Scotland,S92000003,2020-12-17,1012
nation,Scotland,S92000003,2020-12-16,1031
nation,Scotland,S92000003,2020-12-15,996
nation,Scotland,S92000003,2020-12-14,1012
nation,Scotland,S92000003,2020-12-13,1015
nation,Scotland,S92000003,2020-12-12,994
nation,Scotland,S92000003,2020-12-11,999
nation,Scotland,S92000003,2020-12-10,984
nation,Scotland,S92000003,2020-12-09,972
nation,Scotland,S92000003,2020-12-08,983
nation,Scotland,S92000003,2020-12-07,974
nation,Scotland,S92000003,2020-12-06,951
nation,Scotland,S92000003,2020-12-05,945
nation,Scotland,S92000003,2020-12-04,965
nation,Scotland,S92000003,2020-12-03,982
nation,Scotland,S92000003,2020-12-02,991
nation,Scotland,S92000003,2020-12-01,1021
nation,Scotland,S92000003,2020-11-30,1041
nation,Scotland,S92000003,2020-11-29,1049
nation,Scotland,S92000003,2020-11-28,1074
nation,Scotland,S92000003,2020-11-27,1099
nation,Scotland,S92000003,2020-11-26,1125
nation,Scotland,S92000003,2020-11-25,1156
nation,Scotland,S92000003,2020-11-24,1197
nation,Scotland,S92000003,2020-11-23,1208
nation,Scotland,S92000003,2020-11-22,1170
nation,Scotland,S92000003,2020-11-21,1194
nation,Scotland,S92000003,2020-11-20,1234
nation,Scotland,S92000003,2020-11-19,1212
nation,Scotland,S92000003,2020-11-18,1241
nation,Scotland,S92000003,2020-11-17,1249
nation,Scotland,S92000003,2020-11-16,1227
nation,Scotland,S92000003,2020-11-15,1241
nation,Scotland,S92000003,2020-11-14,1198
nation,Scotland,S92000003,2020-11-13,1228
nation,Scotland,S92000003,2020-11-12,1207
nation,Scotland,S92000003,2020-11-11,1235
nation,Scotland,S92000003,2020-11-10,1239
nation,Scotland,S92000003,2020-11-09,1226
nation,Scotland,S92000003,2020-11-08,1245
nation,Scotland,S92000003,2020-11-07,1245
nation,Scotland,S92000003,2020-11-06,1237
nation,Scotland,S92000003,2020-11-05,1252
nation,Scotland,S92000003,2020-11-04,1257
nation,Scotland,S92000003,2020-11-03,1264
nation,Scotland,S92000003,2020-11-02,1235
nation,Scotland,S92000003,2020-11-01,1193
nation,Scotland,S92000003,2020-10-31,1149
nation,Scotland,S92000003,2020-10-30,1171
nation,Scotland,S92000003,2020-10-29,1152
nation,Scotland,S92000003,2020-10-28,1117
nation,Scotland,S92000003,2020-10-27,1100
nation,Scotland,S92000003,2020-10-26,1052
nation,Scotland,S92000003,2020-10-25,1016
nation,Scotland,S92000003,2020-10-24,985
nation,Scotland,S92000003,2020-10-23,975
nation,Scotland,S92000003,2020-10-22,934
nation,Scotland,S92000003,2020-10-21,873
nation,Scotland,S92000003,2020-10-20,824
nation,Scotland,S92000003,2020-10-19,755
nation,Scotland,S92000003,2020-10-18,712
nation,Scotland,S92000003,2020-10-17,672
nation,Scotland,S92000003,2020-10-16,627
nation,Scotland,S92000003,2020-10-15,601
nation,Scotland,S92000003,2020-10-14,570
nation,Scotland,S92000003,2020-10-13,527
nation,Scotland,S92000003,2020-10-12,487
nation,Scotland,S92000003,2020-10-11,449
nation,Scotland,S92000003,2020-10-10,432
nation,Scotland,S92000003,2020-10-09,397
nation,Scotland,S92000003,2020-10-08,377
nation,Scotland,S92000003,2020-10-07,319
nation,Scotland,S92000003,2020-10-06,262
nation,Scotland,S92000003,2020-10-05,218
nation,Scotland,S92000003,2020-10-04,210
nation,Scotland,S92000003,2020-10-03,191
nation,Scotland,S92000003,2020-10-02,175
nation,Scotland,S92000003,2020-10-01,154
nation,Scotland,S92000003,2020-09-30,137
nation,Scotland,S92000003,2020-09-29,123
nation,Scotland,S92000003,2020-09-28,122
nation,Scotland,S92000003,2020-09-27,105
nation,Scotland,S92000003,2020-09-26,99
nation,Scotland,S92000003,2020-09-25,89
nation,Scotland,S92000003,2020-09-24,85
nation,Scotland,S92000003,2020-09-23,83
nation,Scotland,S92000003,2020-09-22,73
nation,Scotland,S92000003,2020-09-21,73
nation,Scotland,S92000003,2020-09-20,63
nation,Scotland,S92000003,2020-09-19,64
nation,Scotland,S92000003,2020-09-18,61
nation,Scotland,S92000003,2020-09-17,52
nation,Scotland,S92000003,2020-09-16,51
nation,Scotland,S92000003,2020-09-15,48
nation,Scotland,S92000003,2020-09-14,51
nation,Scotland,S92000003,2020-09-13,45
nation,Scotland,S92000003,2020-09-12,42
nation,Scotland,S92000003,2020-09-11,45
nation,Scotland,S92000003,2020-09-10,266
nation,Scotland,S92000003,2020-09-09,274
nation,Scotland,S92000003,2020-09-08,267
nation,Scotland,S92000003,2020-09-07,256
nation,Scotland,S92000003,2020-09-06,245
nation,Scotland,S92000003,2020-09-05,251
nation,Scotland,S92000003,2020-09-04,258
nation,Scotland,S92000003,2020-09-03,259
nation,Scotland,S92000003,2020-09-02,258
nation,Scotland,S92000003,2020-09-01,264
nation,Scotland,S92000003,2020-08-31,258
nation,Scotland,S92000003,2020-08-30,251
nation,Scotland,S92000003,2020-08-29,258
nation,Scotland,S92000003,2020-08-28,255
nation,Scotland,S92000003,2020-08-27,257
nation,Scotland,S92000003,2020-08-26,249
nation,Scotland,S92000003,2020-08-25,243
nation,Scotland,S92000003,2020-08-24,248
nation,Scotland,S92000003,2020-08-23,245
nation,Scotland,S92000003,2020-08-22,246
nation,Scotland,S92000003,2020-08-21,254
nation,Scotland,S92000003,2020-08-20,249
nation,Scotland,S92000003,2020-08-19,248
nation,Scotland,S92000003,2020-08-18,254
nation,Scotland,S92000003,2020-08-17,248
nation,Scotland,S92000003,2020-08-16,243
nation,Scotland,S92000003,2020-08-15,244
nation,Scotland,S92000003,2020-08-14,253
nation,Scotland,S92000003,2020-08-13,258
nation,Scotland,S92000003,2020-08-12,265
nation,Scotland,S92000003,2020-08-11,269
nation,Scotland,S92000003,2020-08-10,267
nation,Scotland,S92000003,2020-08-09,261
nation,Scotland,S92000003,2020-08-08,261
nation,Scotland,S92000003,2020-08-07,262
nation,Scotland,S92000003,2020-08-06,270
nation,Scotland,S92000003,2020-08-05,267
nation,Scotland,S92000003,2020-08-04,270
nation,Scotland,S92000003,2020-08-03,265
nation,Scotland,S92000003,2020-08-02,265
nation,Scotland,S92000003,2020-08-01,260
nation,Scotland,S92000003,2020-07-31,255
nation,Scotland,S92000003,2020-07-30,260
nation,Scotland,S92000003,2020-07-29,260
nation,Scotland,S92000003,2020-07-28,264
nation,Scotland,S92000003,2020-07-27,270
nation,Scotland,S92000003,2020-07-26,267
nation,Scotland,S92000003,2020-07-25,270
nation,Scotland,S92000003,2020-07-24,278
nation,Scotland,S92000003,2020-07-23,287
nation,Scotland,S92000003,2020-07-22,295
nation,Scotland,S92000003,2020-07-21,303
nation,Scotland,S92000003,2020-07-20,299
nation,Scotland,S92000003,2020-07-19,302
nation,Scotland,S92000003,2020-07-18,305
nation,Scotland,S92000003,2020-07-17,316
nation,Scotland,S92000003,2020-07-16,320
nation,Scotland,S92000003,2020-07-15,329
nation,Scotland,S92000003,2020-07-14,327
nation,Scotland,S92000003,2020-07-13,335
nation,Scotland,S92000003,2020-07-12,330
nation,Scotland,S92000003,2020-07-11,323
nation,Scotland,S92000003,2020-07-10,337
nation,Scotland,S92000003,2020-07-09,342
nation,Scotland,S92000003,2020-07-08,358
nation,Scotland,S92000003,2020-07-07,376
nation,Scotland,S92000003,2020-07-06,384
nation,Scotland,S92000003,2020-07-05,424
nation,Scotland,S92000003,2020-07-04,429
nation,Scotland,S92000003,2020-07-03,422
nation,Scotland,S92000003,2020-07-02,432
nation,Scotland,S92000003,2020-07-01,439
nation,Scotland,S92000003,2020-06-30,450
nation,Scotland,S92000003,2020-06-29,453
nation,Scotland,S92000003,2020-06-28,453
nation,Scotland,S92000003,2020-06-27,456
nation,Scotland,S92000003,2020-06-26,467
nation,Scotland,S92000003,2020-06-25,472
nation,Scotland,S92000003,2020-06-24,489
nation,Scotland,S92000003,2020-06-23,512
nation,Scotland,S92000003,2020-06-22,515
nation,Scotland,S92000003,2020-06-21,518
nation,Scotland,S92000003,2020-06-20,511
nation,Scotland,S92000003,2020-06-19,518
nation,Scotland,S92000003,2020-06-18,544
nation,Scotland,S92000003,2020-06-17,552
nation,Scotland,S92000003,2020-06-16,567
nation,Scotland,S92000003,2020-06-15,578
nation,Scotland,S92000003,2020-06-14,575
nation,Scotland,S92000003,2020-06-13,582
nation,Scotland,S92000003,2020-06-12,590
nation,Scotland,S92000003,2020-06-11,610
nation,Scotland,S92000003,2020-06-10,623
nation,Scotland,S92000003,2020-06-09,641
nation,Scotland,S92000003,2020-06-08,655
nation,Scotland,S92000003,2020-06-07,646
nation,Scotland,S92000003,2020-06-06,646
nation,Scotland,S92000003,2020-06-05,676
nation,Scotland,S92000003,2020-06-04,685
nation,Scotland,S92000003,2020-06-03,706
nation,Scotland,S92000003,2020-06-02,712
nation,Scotland,S92000003,2020-06-01,735
nation,Scotland,S92000003,2020-05-31,732
nation,Scotland,S92000003,2020-05-30,735
nation,Scotland,S92000003,2020-05-29,769
nation,Scotland,S92000003,2020-05-28,797
nation,Scotland,S92000003,2020-05-27,810
nation,Scotland,S92000003,2020-05-26,833
nation,Scotland,S92000003,2020-05-25,849
nation,Scotland,S92000003,2020-05-24,845
nation,Scotland,S92000003,2020-05-23,841
nation,Scotland,S92000003,2020-05-22,874
nation,Scotland,S92000003,2020-05-21,909
nation,Scotland,S92000003,2020-05-20,943
nation,Scotland,S92000003,2020-05-19,969
nation,Scotland,S92000003,2020-05-18,1005
nation,Scotland,S92000003,2020-05-17,1007
nation,Scotland,S92000003,2020-05-16,1011
nation,Scotland,S92000003,2020-05-15,1066
nation,Scotland,S92000003,2020-05-14,1100
nation,Scotland,S92000003,2020-05-13,1101
nation,Scotland,S92000003,2020-05-12,1131
nation,Scotland,S92000003,2020-05-11,1145
nation,Scotland,S92000003,2020-05-10,1132
nation,Scotland,S92000003,2020-05-09,1165
nation,Scotland,S92000003,2020-05-08,1168
nation,Scotland,S92000003,2020-05-07,1199
nation,Scotland,S92000003,2020-05-06,1204
nation,Scotland,S92000003,2020-05-05,1225
nation,Scotland,S92000003,2020-05-04,1279
nation,Scotland,S92000003,2020-05-03,1266
nation,Scotland,S92000003,2020-05-02,1277
nation,Scotland,S92000003,2020-05-01,1302
nation,Scotland,S92000003,2020-04-30,1324
nation,Scotland,S92000003,2020-04-29,1363
nation,Scotland,S92000003,2020-04-28,1359
nation,Scotland,S92000003,2020-04-27,1387
nation,Scotland,S92000003,2020-04-26,1382
nation,Scotland,S92000003,2020-04-25,1385
nation,Scotland,S92000003,2020-04-24,1383
nation,Scotland,S92000003,2020-04-23,1423
nation,Scotland,S92000003,2020-04-22,1432
nation,Scotland,S92000003,2020-04-21,1472
nation,Scotland,S92000003,2020-04-20,1520
nation,Scotland,S92000003,2020-04-19,1520
nation,Scotland,S92000003,2020-04-18,1501
nation,Scotland,S92000003,2020-04-17,1487
nation,Scotland,S92000003,2020-04-16,1479
nation,Scotland,S92000003,2020-04-15,1486
nation,Scotland,S92000003,2020-04-14,1514
nation,Scotland,S92000003,2020-04-13,1482
nation,Scotland,S92000003,2020-04-12,1487
nation,Scotland,S92000003,2020-04-11,1467
nation,Scotland,S92000003,2020-04-10,1461
nation,Scotland,S92000003,2020-04-09,1440
nation,Scotland,S92000003,2020-04-08,1415
nation,Scotland,S92000003,2020-04-07,1328
nation,Scotland,S92000003,2020-04-06,1262
nation,Scotland,S92000003,2020-04-05,1204
nation,Scotland,S92000003,2020-04-04,1107
nation,Scotland,S92000003,2020-04-03,1037
nation,Scotland,S92000003,2020-04-02,910
nation,Scotland,S92000003,2020-04-01,815
nation,Scotland,S92000003,2020-03-31,752
nation,Scotland,S92000003,2020-03-30,627
nation,Scotland,S92000003,2020-03-29,565
nation,Scotland,S92000003,2020-03-28,511
nation,Scotland,S92000003,2020-03-27,404
nation,Wales,W92000004,2021-03-29,320
nation,Wales,W92000004,2021-03-28,322
nation,Wales,W92000004,2021-03-27,320
nation,Wales,W92000004,2021-03-26,322
nation,Wales,W92000004,2021-03-25,344
nation,Wales,W92000004,2021-03-24,373
nation,Wales,W92000004,2021-03-23,382
nation,Wales,W92000004,2021-03-22,394
nation,Wales,W92000004,2021-03-21,415
nation,Wales,W92000004,2021-03-20,415
nation,Wales,W92000004,2021-03-19,445
nation,Wales,W92000004,2021-03-18,459
nation,Wales,W92000004,2021-03-17,557
nation,Wales,W92000004,2021-03-16,540
nation,Wales,W92000004,2021-03-15,576
nation,Wales,W92000004,2021-03-14,599
nation,Wales,W92000004,2021-03-13,614
nation,Wales,W92000004,2021-03-12,611
nation,Wales,W92000004,2021-03-11,634
nation,Wales,W92000004,2021-03-10,658
nation,Wales,W92000004,2021-03-09,700
nation,Wales,W92000004,2021-03-08,712
nation,Wales,W92000004,2021-03-07,758
nation,Wales,W92000004,2021-03-06,793
nation,Wales,W92000004,2021-03-05,793
nation,Wales,W92000004,2021-03-04,846
nation,Wales,W92000004,2021-03-03,891
nation,Wales,W92000004,2021-03-02,924
nation,Wales,W92000004,2021-03-01,971
nation,Wales,W92000004,2021-02-28,946
nation,Wales,W92000004,2021-02-27,935
nation,Wales,W92000004,2021-02-26,1023
nation,Wales,W92000004,2021-02-25,1057
nation,Wales,W92000004,2021-02-24,1119
nation,Wales,W92000004,2021-02-23,1116
nation,Wales,W92000004,2021-02-22,1149
nation,Wales,W92000004,2021-02-21,1137
nation,Wales,W92000004,2021-02-20,1122
nation,Wales,W92000004,2021-02-19,1171
nation,Wales,W92000004,2021-02-18,1165
nation,Wales,W92000004,2021-02-17,1199
nation,Wales,W92000004,2021-02-16,1246
nation,Wales,W92000004,2021-02-15,1312
nation,Wales,W92000004,2021-02-14,1294
nation,Wales,W92000004,2021-02-13,1302
nation,Wales,W92000004,2021-02-12,1317
nation,Wales,W92000004,2021-02-11,1371
nation,Wales,W92000004,2021-02-10,1366
nation,Wales,W92000004,2021-02-09,1392
nation,Wales,W92000004,2021-02-08,1413
nation,Wales,W92000004,2021-02-07,1424
nation,Wales,W92000004,2021-02-06,1470
nation,Wales,W92000004,2021-02-05,1507
nation,Wales,W92000004,2021-02-04,1544
nation,Wales,W92000004,2021-02-03,1598
nation,Wales,W92000004,2021-02-02,1638
nation,Wales,W92000004,2021-02-01,1638
nation,Wales,W92000004,2021-01-31,1678
nation,Wales,W92000004,2021-01-30,1643
nation,Wales,W92000004,2021-01-29,1686
nation,Wales,W92000004,2021-01-28,1722
nation,Wales,W92000004,2021-01-27,1745
nation,Wales,W92000004,2021-01-26,1809
nation,Wales,W92000004,2021-01-25,1832
nation,Wales,W92000004,2021-01-24,1816
nation,Wales,W92000004,2021-01-23,1784
nation,Wales,W92000004,2021-01-22,1823
nation,Wales,W92000004,2021-01-21,1832
nation,Wales,W92000004,2021-01-20,1867
nation,Wales,W92000004,2021-01-19,1840
nation,Wales,W92000004,2021-01-18,1931
nation,Wales,W92000004,2021-01-17,1853
nation,Wales,W92000004,2021-01-16,1860
nation,Wales,W92000004,2021-01-15,1872
nation,Wales,W92000004,2021-01-14,1881
nation,Wales,W92000004,2021-01-13,1949
nation,Wales,W92000004,2021-01-12,2009
nation,Wales,W92000004,2021-01-11,1970
nation,Wales,W92000004,2021-01-10,1983
nation,Wales,W92000004,2021-01-09,1975
nation,Wales,W92000004,2021-01-08,1936
nation,Wales,W92000004,2021-01-07,1940
nation,Wales,W92000004,2021-01-06,1914
nation,Wales,W92000004,2021-01-05,1964
nation,Wales,W92000004,2021-01-04,1966
nation,Wales,W92000004,2021-01-03,1937
nation,Wales,W92000004,2021-01-02,1937
nation,Wales,W92000004,2021-01-01,1838
nation,Wales,W92000004,2020-12-31,1880
nation,Wales,W92000004,2020-12-30,1901
nation,Wales,W92000004,2020-12-29,1892
nation,Wales,W92000004,2020-12-28,1843
nation,Wales,W92000004,2020-12-27,1782
nation,Wales,W92000004,2020-12-26,1716
nation,Wales,W92000004,2020-12-25,1597
nation,Wales,W92000004,2020-12-24,1712
nation,Wales,W92000004,2020-12-23,1720
nation,Wales,W92000004,2020-12-22,1727
nation,Wales,W92000004,2020-12-21,1683
nation,Wales,W92000004,2020-12-20,1652
nation,Wales,W92000004,2020-12-19,1605
nation,Wales,W92000004,2020-12-18,1585
nation,Wales,W92000004,2020-12-17,1573
nation,Wales,W92000004,2020-12-16,1513
nation,Wales,W92000004,2020-12-15,1525
nation,Wales,W92000004,2020-12-14,1529
nation,Wales,W92000004,2020-12-13,1425
nation,Wales,W92000004,2020-12-12,1370
nation,Wales,W92000004,2020-12-11,1385
nation,Wales,W92000004,2020-12-10,1328
nation,Wales,W92000004,2020-12-09,1280
nation,Wales,W92000004,2020-12-08,1231
nation,Wales,W92000004,2020-12-07,1208
nation,Wales,W92000004,2020-12-06,1199
nation,Wales,W92000004,2020-12-05,1167
nation,Wales,W92000004,2020-12-04,1175
nation,Wales,W92000004,2020-12-03,1187
nation,Wales,W92000004,2020-12-02,1180
nation,Wales,W92000004,2020-12-01,1171
nation,Wales,W92000004,2020-11-30,1151
nation,Wales,W92000004,2020-11-29,1125
nation,Wales,W92000004,2020-11-28,1106
nation,Wales,W92000004,2020-11-27,1129
nation,Wales,W92000004,2020-11-26,1134
nation,Wales,W92000004,2020-11-25,1128
nation,Wales,W92000004,2020-11-24,1114
nation,Wales,W92000004,2020-11-23,1150
nation,Wales,W92000004,2020-11-22,1105
nation,Wales,W92000004,2020-11-21,1125
nation,Wales,W92000004,2020-11-20,1100
nation,Wales,W92000004,2020-11-19,1140
nation,Wales,W92000004,2020-11-18,1121
nation,Wales,W92000004,2020-11-17,1143
nation,Wales,W92000004,2020-11-16,1127
nation,Wales,W92000004,2020-11-15,1104
nation,Wales,W92000004,2020-11-14,1080
nation,Wales,W92000004,2020-11-13,1060
nation,Wales,W92000004,2020-11-12,1066
nation,Wales,W92000004,2020-11-11,1054
