row_index,dataset,x,y
807,star,75.13071421,23.37244197
808,star,76.05801375,16.38374969
809,star,57.61467439,33.82244765
810,star,56.17139753,32.11798877
811,star,66.2878906,26.11710975
812,star,67.88171962,24.23601841
813,star,64.0280813,27.67268551
814,star,77.49665175,14.94852356
815,star,77.63465176,14.46185393
816,star,77.86372643,14.61067765
817,star,77.33815817,15.89005466
818,star,76.18041653,15.91257375
819,star,77.25265109,15.15151702
820,star,77.41337528,15.22192798
821,star,76.7318494,16.21684614
822,star,49.47110541,25.06301931
823,star,42.47653994,18.33847356
824,star,43.59511586,19.99420098
825,star,50.33996967,26.47139661
826,star,40.74898026,16.18214166
827,star,38.38652558,14.58021515
828,star,38.40401521,14.45194845
829,star,38.76427889,14.36559047
830,star,41.47014233,17.27803344
831,star,47.15540481,22.37793253
832,star,39.58256675,17.64845284
833,star,41.74024382,17.82932431
834,star,39.31187189,15.64071697
835,star,41.67984769,17.74591901
836,star,39.08746445,15.12230394
837,star,41.48150286,18.04743744
838,star,77.60608655,15.16287254
839,star,75.98266152,16.30692238
840,star,76.94575724,15.85847833
841,star,77.54372007,15.25394915
842,star,77.58473984,15.83003939
843,star,76.82230426,15.59516532
844,star,77.34857166,15.77452924
845,star,77.57315269,14.78064583
846,star,77.97261068,14.95569875
847,star,41.52891976,24.91642519
848,star,43.7225508,19.0773278
849,star,79.32607818,52.90039129
850,star,56.66397408,87.94012501
851,star,57.82178923,90.69316655
852,star,58.2431719,92.10432787
853,high_lines,57.61323355,83.9051708
854,high_lines,51.27439182,82.81798294
855,high_lines,50.75389841,76.75412895
856,high_lines,37.02118401,81.95447
857,high_lines,42.88175509,80.18477005
858,high_lines,37.15571048,84.95411141
859,high_lines,38.73185813,83.78935643
860,high_lines,31.00052541,82.5794806
861,high_lines,25.98549962,74.34938755
862,high_lines,23.71456629,75.09804908
863,high_lines,23.07731951,71.72053967
864,high_lines,24.93913687,72.58028581
865,high_lines,17.89349871,71.10968734
866,high_lines,23.67308186,64.87083914
867,high_lines,23.74907191,63.5571719
868,high_lines,32.21517863,65.60095802
869,high_lines,29.43684125,67.55452811
870,high_lines,40.0500952,71.88903357
871,high_lines,37.57479502,69.98874444
872,high_lines,49.31046863,67.16876032
873,high_lines,47.34801855,72.59161154
874,high_lines,50.15741443,71.16172582
875,high_lines,58.21000827,68.04453807
876,high_lines,56.60890766,70.40894609
877,high_lines,52.83382053,72.55188627
878,high_lines,61.81858546,76.11282402
879,high_lines,61.72763341,77.06923841
880,high_lines,62.19225208,76.15681921
881,high_lines,58.11876586,73.11896147
882,high_lines,58.27041238,35.59689504
883,high_lines,59.76653031,32.6212516
884,high_lines,52.53553472,27.17412294
885,high_lines,50.89252158,29.14528394
886,high_lines,49.96755118,28.46020333
887,high_lines,51.34788323,27.36426023
888,high_lines,37.55511629,24.53766384
889,high_lines,39.19959418,23.68049566
890,high_lines,36.3827222,25.23800523
891,high_lines,41.10069438,26.55261322
892,high_lines,28.21781182,28.28029248
893,high_lines,33.79707204,28.69975074
894,high_lines,43.91938731,27.79784459
895,high_lines,44.41640111,28.94769233
896,high_lines,28.03760277,26.80382436
897,high_lines,31.68957613,26.66640021
898,high_lines,27.27961285,19.25728097
899,high_lines,31.22187836,26.44085578
900,high_lines,33.5458051,20.0807081
901,high_lines,39.73633061,23.49480698
902,high_lines,42.84184265,20.33390044
903,high_lines,47.09372989,26.99347063
904,high_lines,51.45365835,26.02294175
905,high_lines,49.36770682,22.0055807
906,high_lines,48.25348097,29.27085553
907,high_lines,61.00295976,30.01531443
908,high_lines,60.8065608,27.86831349
909,high_lines,59.06742702,26.78828402
910,high_lines,61.41463372,31.03937506
911,high_lines,68.93436947,31.61989309
912,high_lines,63.06524386,34.23574659
913,high_lines,72.27252287,67.64444379
914,high_lines,75.35988197,75.42161458
915,high_lines,72.83362587,72.11469381
916,high_lines,70.81041484,79.35046183
917,high_lines,45.80193476,81.65826775
918,high_lines,45.83502017,82.74259199
919,high_lines,40.07880645,80.24718526
920,high_lines,51.9829247,82.20438347
921,high_lines,57.33790605,84.99951887
922,high_lines,62.33623276,83.2465679
923,high_lines,58.50591009,81.74558634
924,high_lines,56.24793514,83.51394949
925,high_lines,55.40652083,80.26667197
926,high_lines,53.28396884,84.26359922
927,high_lines,44.67676155,80.23828555
928,high_lines,30.01126425,68.14675637
929,high_lines,29.74525392,74.40452683
930,high_lines,37.30994835,72.5861552
931,high_lines,61.13594691,82.53756936
932,high_lines,61.72061919,85.70569345
933,high_lines,63.60937986,83.36002884
934,high_lines,70.72371623,87.15220752
935,high_lines,75.00639264,82.42583516
936,high_lines,75.09254978,83.43739071
937,high_lines,70.32792918,82.0293547
938,high_lines,70.86333083,79.40817475
939,high_lines,75.77990482,79.88619942
940,high_lines,78.09365907,77.75955818
941,high_lines,76.74576122,71.97336009
942,high_lines,78.46460344,69.74930082
943,high_lines,76.74568485,70.04405726
944,high_lines,85.16168219,65.51240471
945,high_lines,91.80835257,34.96559448
946,high_lines,91.88744859,34.76925386
947,high_lines,92.24840166,32.37715443
948,high_lines,91.78253274,34.38429465
949,high_lines,96.08051937,28.0536005
950,high_lines,92.24789883,28.07075149
951,high_lines,57.66227662,24.06060793
952,high_lines,59.84692489,26.17771249
953,high_lines,64.06709621,27.77650056
954,high_lines,60.9815014,23.93429816
955,high_lines,59.96705791,26.80258322
956,high_lines,62.70745411,21.99550858
957,high_lines,69.1952352,22.70979217
958,high_lines,65.59236265,20.6941731
959,high_lines,64.61709853,22.44314555
960,high_lines,59.19115913,17.76790181
961,high_lines,55.83963137,21.61856967
962,high_lines,59.00075862,21.17100749
963,high_lines,56.45937113,25.14456421
964,high_lines,52.35810536,19.41705412
965,high_lines,51.81166378,17.0334946
966,high_lines,54.22284562,19.50366554
967,high_lines,49.0187554,23.48927402
968,high_lines,35.6535812,17.51450806
969,high_lines,46.96578576,16.78920162
970,high_lines,49.58423926,16.75791601
971,high_lines,51.85629997,21.96908401
972,high_lines,55.95288863,16.7897576
973,high_lines,51.66378626,19.9251252
974,high_lines,45.85966932,17.12890368
975,high_lines,39.74037952,18.74105141
976,high_lines,52.81122164,17.85498812
977,high_lines,56.78910436,17.30611552
978,high_lines,54.11453178,17.67353439
979,high_lines,55.57111973,17.36957458
980,high_lines,65.3064625,18.19735483
981,high_lines,66.99074915,17.22287065
982,high_lines,72.15671894,16.81427479
983,high_lines,70.9805804,17.15575228
984,high_lines,72.22208221,19.3692817
985,high_lines,79.70015835,20.74021837
986,high_lines,64.24916065,14.91396246
987,high_lines,66.94329143,20.1891325
988,high_lines,66.94167666,18.24350939
989,high_lines,39.64826665,22.73136637
990,high_lines,37.94978369,26.52174923
991,high_lines,86.50439056,34.89402529
992,high_lines,50.81548536,78.95083881
993,high_lines,51.18346666,85.12885465
994,high_lines,40.86385523,82.9261453
995,dots,51.14791671,90.86741233
996,dots,50.51712581,89.10239459
997,dots,50.2074802,85.4600474
998,dots,50.06948192,83.05766953
999,dots,50.56284634,82.93782178
1000,dots,50.2885278,82.97525357
1001,dots,25.58347508,82.91489113
1002,dots,25.48358339,82.92908498
1003,dots,25.4435257,82.8742005
1004,dots,25.56511342,82.92409777
1005,dots,25.92884427,82.82118411
1006,dots,27.55147826,51.48738653
1007,dots,27.53046637,51.41484656
1008,dots,27.09557036,52.07679944
1009,dots,27.43924961,51.71207905
1010,dots,27.87826426,50.70890793
1011,dots,27.33886892,51.65304675
1012,dots,27.67840297,51.18198917
1013,dots,52.63565768,51.41855226
1014,dots,52.02521411,52.12301105
1015,dots,52.88116479,50.62155476
1016,dots,52.95260731,50.07473901
1017,dots,52.52055249,51.5024421
1018,dots,52.34282206,51.86195209
1019,dots,51.92759021,52.25779061
1020,dots,52.71377449,51.19794432
1021,dots,50.44380279,82.94182882
1022,dots,50.21669503,83.75234297
1023,dots,52.18418011,51.97525067
1024,dots,52.79209735,51.07339565
1025,dots,52.58971986,51.3380902
1026,dots,52.02884867,52.1768375
1027,dots,52.72924658,51.20176505
1028,dots,52.88431329,50.44143545
1029,dots,52.50930089,51.41620515
1030,dots,50.86268433,17.14563109
1031,dots,50.89149225,17.14132373
1032,dots,25.8551276,17.08190869
1033,dots,26.02564455,16.92501353
1034,dots,27.89317272,50.66196341
1035,dots,27.63996794,51.39909748
1036,dots,27.8926589,50.79528152
1037,dots,52.79773294,50.68603709
1038,dots,27.58063881,51.52476126
1039,dots,26.49139853,17.40539097
1040,dots,25.98531782,17.20372213
1041,dots,26.20141928,17.09382391
1042,dots,25.85756947,17.11384266
1043,dots,50.70468436,17.02374454
1044,dots,50.81197535,17.11492526
1045,dots,50.56484556,17.07777732
1046,dots,50.93930391,16.98102188
1047,dots,50.45885484,17.03857897
1048,dots,52.90136407,50.69056272
1049,dots,52.68495344,51.29446922
1050,dots,52.50008894,51.59435617
1051,dots,51.83563726,52.33576553
1052,dots,76.9954121,52.04552865
1053,dots,77.31060048,51.74673004
1054,dots,77.92604434,50.31866042
1055,dots,77.25438834,51.46182482
1056,dots,76.2431578,52.12368985
1057,dots,77.08448437,51.9671367
1058,dots,75.2280532,82.98566202
1059,dots,50.65835477,83.11447934
1060,dots,50.20336581,82.98265686
1061,dots,50.9295477,82.84604113
1062,dots,50.17867185,83.18462233
1063,dots,50.42269806,82.90990147
1064,dots,50.46422483,82.93532841
1065,dots,50.44927033,83.96992038
1066,dots,49.92838028,82.99366549
1067,dots,50.48801364,83.09951912
1068,dots,49.96490538,83.7083177
1069,dots,50.75210826,82.9019501
1070,dots,27.42242921,51.43887623
1071,dots,27.6740834,51.30411215
1072,dots,27.53739532,51.59365408
1073,dots,52.26334738,94.24932783
1074,dots,51.73728166,92.97911753
1075,dots,75.87096369,88.38644174
1076,dots,75.24432621,83.90349738
1077,dots,75.19829529,83.46230334
1078,dots,75.70104153,82.91945886
1079,dots,75.47933966,82.88405139
1080,dots,75.19456687,82.93211578
1081,dots,74.82025396,82.96238879
1082,dots,75.16434049,83.03499717
1083,dots,75.26335555,82.9452793
1084,dots,77.75641893,51.15177033
1085,dots,77.95443505,50.47557897
1086,dots,77.08333777,52.15779927
1087,dots,76.06355025,52.10465206
1088,dots,77.68201632,51.16563781
1089,dots,76.87808198,51.8675623
1090,dots,76.94850272,51.90751654
1091,dots,77.86405471,49.66254553
1092,dots,75.77145009,17.11125121
1093,dots,52.33156913,51.87886035
1094,dots,52.59281837,51.39159152
1095,dots,50.47704772,17.04828941
1096,dots,75.29647509,17.01565319
1097,dots,75.57395413,17.06219214
1098,dots,75.40052716,17.04110689
1099,dots,75.87099084,17.13489391
1100,dots,75.60588476,17.06772306
1101,dots,75.89557705,17.16994971
1102,dots,75.7465632,17.10571651
1103,dots,75.14234148,16.75492389
1104,dots,50.66177956,17.07814052
1105,dots,50.69985064,17.08518438
1106,dots,50.91894087,17.14760476
1107,dots,50.72525854,16.90746981
1108,dots,51.26387123,17.16234971
1109,dots,51.25091965,17.24045586
1110,dots,50.78515721,17.18019648
1111,dots,50.50139658,17.10577072
1112,dots,50.73367454,16.99296341
1113,dots,50.71137854,17.08831585
1114,dots,50.8127449,16.57271805
1115,dots,51.01423296,17.22109553
1116,dots,50.35352141,17.06474308
1117,dots,50.43552957,17.0651685
1118,dots,50.63098196,17.07652235
1119,dots,51.0668072,17.20885971
1120,dots,50.79235473,17.20421434
1121,dots,50.55127806,17.08465518
1122,dots,50.55975806,17.09388377
1123,dots,75.32597855,15.77189199
1124,dots,75.04472578,17.00426226
1125,dots,75.28708772,16.17493491
1126,dots,75.23996998,17.03184749
1127,dots,75.1524592,17.0049424
1128,dots,75.96184009,16.69484223
1129,dots,75.44806251,17.04514941
1130,dots,75.75938382,16.94292965
1131,dots,50.3782623,16.94627981
1132,dots,50.53363501,17.01958137
1133,dots,77.50090732,50.16698595
1134,dots,50.69112419,87.51396042
1135,dots,49.99039495,83.99735692
1136,dots,50.12718203,82.99075
1137,circle,55.99303015,79.2772637
1138,circle,50.03225379,79.0130712
1139,circle,51.28845866,82.43593984
1140,circle,51.17053689,79.16529411
1141,circle,44.37791453,78.164628
1142,circle,45.01027007,77.88086312
1143,circle,48.55981672,78.7883706
1144,circle,42.14226829,76.88063455
1145,circle,41.02697157,76.40958846
1146,circle,34.57530901,72.72484118
1147,circle,31.16860072,69.24542132
1148,circle,32.64425407,70.73255503
1149,circle,26.66664565,62.98097121
1150,circle,26.45926233,62.63467337
1151,circle,25.53800765,60.63023611
1152,circle,26.32071119,62.39628112
1153,circle,26.16338746,62.0268149
1154,circle,25.21379046,60.2733986
1155,circle,26.85952956,63.14183467
1156,circle,31.76066917,69.79765539
1157,circle,39.79329057,75.80796422
1158,circle,45.61743919,78.11997023
1159,circle,53.77146068,79.30293164
1160,circle,56.45143367,79.24710702
1161,circle,66.0937202,77.01781826
1162,circle,56.92583942,79.20631862
1163,circle,58.98825385,78.91725896
1164,circle,57.90226605,79.08086782
1165,circle,64.81286696,77.48693892
1166,circle,60.34979352,78.72944587
1167,circle,48.89055576,16.80654352
1168,circle,47.54950635,17.07140452
1169,circle,30.88943083,26.32903723
1170,circle,28.97283572,29.05046892
1171,circle,35.16136075,22.78684965
1172,circle,45.87036917,17.48939337
1173,circle,32.83142061,24.79753815
1174,circle,39.48557479,20.03305005
1175,circle,33.44618293,24.19064341
1176,circle,21.86358128,46.05259335
1177,circle,25.16587084,35.76661395
1178,circle,22.95947898,51.28770679
1179,circle,25.58605524,60.84658336
1180,circle,26.31431007,33.2971681
1181,circle,33.03730125,24.56446249
1182,circle,36.46888948,21.87611447
1183,circle,26.5135531,32.91874982
1184,circle,36.02709121,22.19543854
1185,circle,42.68104041,18.5425362
1186,circle,45.04107713,17.73451773
1187,circle,47.35241646,17.13474543
1188,circle,53.84619403,16.3873181
1189,circle,55.12963938,16.35324687
1190,circle,52.18811996,16.41821747
1191,circle,58.67266308,16.66337243
1192,circle,82.1443116,33.19522187
1193,circle,75.68657114,24.74151039
1194,circle,85.3449645,52.88641987
1195,circle,83.84465351,58.61606023
1196,circle,85.66476066,45.54275277
1197,circle,77.93100493,68.69006188
1198,circle,73.03183302,73.12057473
1199,circle,70.1028045,75.68320685
1200,circle,57.14469469,79.19410259
1201,circle,46.96246199,78.666559
1202,circle,50.56493381,79.07729855
1203,circle,53.71967657,79.30693617
1204,circle,54.20023232,79.32500234
1205,circle,47.87519834,78.67585343
1206,circle,51.47345851,79.159867
1207,circle,52.75122222,79.29365993
1208,circle,48.562223,78.78238353
1209,circle,53.08124169,79.29725077
1210,circle,56.47538337,79.1678401
1211,circle,49.57091141,79.03812388
1212,circle,37.6277033,74.55750434
1213,circle,32.26370009,70.3166389
1214,circle,32.54238034,70.70241721
1215,circle,52.82501719,85.57813388
1216,circle,58.52828954,78.97870425
1217,circle,56.26583426,79.25293949
1218,circle,57.07589242,79.19392254
1219,circle,54.25640238,79.31386485
1220,circle,62.68567125,78.17474327
1221,circle,68.08560586,76.1123175
1222,circle,65.11812196,77.39918845
1223,circle,68.7456313,75.79005545
1224,circle,63.09022514,78.0414095
1225,circle,77.20458932,69.31214977
1226,circle,82.03390848,62.68186979
1227,circle,81.57794592,63.8949255
1228,circle,85.18014328,53.78167666
1229,circle,84.28682499,57.25616809
1230,circle,85.62248671,45.02416586
1231,circle,85.60449902,50.76233791
1232,circle,84.42478583,38.76141016
1233,circle,85.57098508,44.56009644
1234,circle,84.6267242,39.48707751
1235,circle,73.39615493,22.81624794
1236,circle,73.50744773,22.85698876
1237,circle,63.35648811,17.72406884
1238,circle,72.95904687,22.51149983
1239,circle,64.02084165,17.88358125
1240,circle,61.12446324,17.11635336
1241,circle,75.67420733,24.78250097
1242,circle,69.51358316,20.27935789
1243,circle,58.57213547,16.64270381
1244,circle,70.98194099,21.1458881
1245,circle,65.2230304,18.39719512
1246,circle,65.31504391,18.3337483
1247,circle,64.01024068,17.92447819
1248,circle,57.14093593,16.59861054
1249,circle,56.36515326,16.32654637
1250,circle,43.04618324,18.40255939
1251,circle,52.08175556,16.45387453
1252,circle,42.87903652,18.48941103
1253,circle,51.5669948,16.48571364
1254,circle,58.83912512,16.63763522
1255,circle,60.75578914,17.03323151
1256,circle,54.76115612,16.3661891
1257,circle,53.569905,16.33971255
1258,circle,48.91461824,16.79863708
1259,circle,52.64613731,16.38483638
1260,circle,49.83849299,16.67633028
1261,circle,52.6840664,16.40796278
1262,circle,65.80721903,18.14076495
1263,circle,60.67392092,17.05180236
1264,circle,63.39471287,17.70053514
1265,circle,64.80200945,18.21687863
1266,circle,65.02593981,18.2878245
1267,circle,65.75555154,18.51621583
1268,circle,69.96773412,20.53898878
1269,circle,68.89278402,20.03244884
1270,circle,61.82654656,17.26965545
1271,circle,60.78797008,17.04620486
1272,circle,61.91560964,17.28219122
1273,circle,45.02899753,17.7244473
1274,circle,39.92136281,19.70184953
1275,circle,84.79427788,55.56865037
1276,circle,55.66295874,83.35647962
1277,circle,50.49224751,78.99753207
1278,circle,51.46710114,79.20184458
1279,bullseye,51.20389114,83.33977661
1280,bullseye,58.9744699,85.49981761
1281,bullseye,51.87207267,85.82973763
1282,bullseye,48.17993079,85.04511674
1283,bullseye,41.6832004,84.0179406
1284,bullseye,37.8904155,82.567493
1285,bullseye,39.54897369,80.81260177
1286,bullseye,39.64957388,82.66453387
1287,bullseye,34.75059705,80.01109099
1288,bullseye,27.56083529,72.84782559
1289,bullseye,24.63553998,71.61071483
1290,bullseye,20.95946481,66.04149838
1291,bullseye,20.68914905,62.72130521
1292,bullseye,19.28820474,62.06305936
1293,bullseye,20.02450057,61.34262387
1294,bullseye,35.469523,43.11588495
1295,bullseye,36.89432765,47.70655597
1296,bullseye,39.05554978,55.54697371
1297,bullseye,46.95708015,65.24040739
1298,bullseye,37.31045274,45.2587509
1299,bullseye,40.009672,60.98658251
1300,bullseye,48.01438668,65.71281959
1301,bullseye,53.70377593,66.38948204
1302,bullseye,63.06749989,64.03500046
1303,bullseye,62.04803251,63.84586325
1304,bullseye,59.83996671,64.47676444
1305,bullseye,55.16094182,65.23730817
1306,bullseye,61.27978658,65.7664025
1307,bullseye,60.83491753,64.60376971
1308,bullseye,61.52059065,64.79185504
1309,bullseye,36.91654386,41.09524744
1310,bullseye,38.50219967,41.56715562
1311,bullseye,48.66437073,30.68066685
1312,bullseye,50.2852524,30.33792211
1313,bullseye,42.27633267,34.52763612
1314,bullseye,54.03177562,29.67234831
1315,bullseye,37.32935526,39.60204231
1316,bullseye,41.38952255,37.29605623
1317,bullseye,40.07466666,34.6236852
1318,bullseye,35.34968062,47.14107313
1319,bullseye,34.76370042,47.62479992
1320,bullseye,37.02662945,44.46229305
1321,bullseye,36.45556953,40.79184303
1322,bullseye,35.53766421,48.72938687
1323,bullseye,20.40894789,32.20303042
1324,bullseye,23.49571047,25.32246815
1325,bullseye,29.55754336,21.36477746
1326,bullseye,33.00823391,15.98507146
1327,bullseye,53.98039918,29.35098671
1328,bullseye,52.2343086,29.71167299
1329,bullseye,59.50307661,30.66967394
1330,bullseye,41.16378107,34.31575825
1331,bullseye,48.99304012,32.03035884
1332,bullseye,59.26928032,29.64070177
1333,bullseye,45.469177,33.83119273
1334,bullseye,62.69126654,30.29037383
1335,bullseye,73.42867087,48.57785513
1336,bullseye,70.84642611,52.28225333
1337,bullseye,71.53901985,45.52180616
1338,bullseye,67.62086589,38.00655847
1339,bullseye,72.47095256,51.12213482
1340,bullseye,64.81223756,62.81091559
1341,bullseye,60.85367987,65.49914703
1342,bullseye,67.78949616,61.36370155
1343,bullseye,41.60955727,83.84868656
1344,bullseye,53.00302532,84.6747986
1345,bullseye,54.71417106,84.04312807
1346,bullseye,44.29166872,82.90944121
1347,bullseye,49.19172196,85.87622912
1348,bullseye,53.10138178,84.54765869
1349,bullseye,51.59984815,84.81982149
1350,bullseye,54.37972195,84.24035555
1351,bullseye,46.4807681,83.51821167
1352,bullseye,53.17465627,84.26056799
1353,bullseye,45.27200294,85.23707942
1354,bullseye,36.03340215,53.37168776
1355,bullseye,28.27119417,72.84023126
1356,bullseye,25.05480608,71.54859792
1357,bullseye,64.758887,82.31522364
1358,bullseye,63.14452748,85.23669633
1359,bullseye,50.42467869,85.17474759
1360,bullseye,70.64499626,82.43091876
1361,bullseye,63.14904908,83.94685535
1362,bullseye,62.82402452,84.96618595
1363,bullseye,70.23686952,82.17115106
1364,bullseye,70.04273524,80.38502135
1365,bullseye,72.57062345,80.97121843
1366,bullseye,75.13071604,79.98409314
1367,bullseye,83.29390573,70.77843179
1368,bullseye,79.66426228,73.93230972
1369,bullseye,88.43210253,64.624247
1370,bullseye,89.11555901,64.00150664
1371,bullseye,89.09219763,57.76819305
1372,bullseye,91.72600577,52.62335326
1373,bullseye,91.73553876,48.97021089
1374,bullseye,91.50788817,53.31265209
1375,bullseye,88.2390019,31.47743488
1376,bullseye,88.5305192,30.47603101
1377,bullseye,55.36516034,30.44585028
1378,bullseye,62.56025887,30.44713567
1379,bullseye,58.00666912,30.2537213
1380,bullseye,55.06711799,29.0115352
1381,bullseye,61.61477596,29.99439119
1382,bullseye,68.54314354,35.65783217
1383,bullseye,77.70610965,20.30426019
1384,bullseye,68.453046,13.03552859
1385,bullseye,68.25720644,12.38463915
1386,bullseye,70.25547467,13.25038497
1387,bullseye,65.04432528,11.00084148
1388,bullseye,60.09224661,11.87211171
1389,bullseye,52.99202897,9.906668483
1390,bullseye,50.14462898,12.21154309
1391,bullseye,46.50861419,11.20713449
1392,bullseye,43.80703196,11.31894489
1393,bullseye,57.81785469,10.94514243
1394,bullseye,50.94049266,9.691547134
1395,bullseye,63.49732308,11.91406917
1396,bullseye,50.01648295,11.93385209
1397,bullseye,58.63676508,11.97472107
1398,bullseye,54.73028909,11.41288267
1399,bullseye,65.8755478,11.73243636
1400,bullseye,57.06098271,9.920560854
1401,bullseye,46.81990795,10.49465268
1402,bullseye,38.35939487,13.43132262
1403,bullseye,47.31541578,12.85345178
1404,bullseye,55.05191654,11.94998862
1405,bullseye,50.51596026,9.765591622
1406,bullseye,49.67741465,10.38313251
1407,bullseye,67.28065952,14.12865153
1408,bullseye,66.17301826,12.03791702
1409,bullseye,61.08854414,10.08453441
1410,bullseye,66.05308577,13.38022601
1411,bullseye,72.66998927,15.23422594
1412,bullseye,61.5034725,10.82841448
1413,bullseye,68.99502863,13.99431053
1414,bullseye,78.24991617,17.88324091
1415,bullseye,36.48198057,15.16276009
1416,bullseye,50.96774838,29.67977429
1417,bullseye,91.19105361,46.67434284
1418,bullseye,55.86376849,85.33648676
1419,bullseye,49.2805948,84.04882283
1420,bullseye,43.36850154,84.3321772
1421,slant_up,47.69520089,95.24118693
1422,slant_up,44.60997591,93.07583503
1423,slant_up,43.85638148,94.08587177
1424,slant_up,41.5789294,90.30356654
1425,slant_up,49.17741856,96.61053245
1426,slant_up,42.65225098,90.56063973
1427,slant_up,30.12333182,81.14429533
1428,slant_up,31.91551999,79.79041349
1429,slant_up,27.88771936,75.44557599
1430,slant_up,27.54823445,75.16475905
1431,slant_up,20.20977816,67.5166421
1432,slant_up,24.44345283,54.47365512
1433,slant_up,24.63083013,53.3957389
1434,slant_up,21.0379689,49.82929965
1435,slant_up,27.10624293,54.71955315
1436,slant_up,28.08961766,60.51221255
1437,slant_up,31.13573492,61.43191271
1438,slant_up,37.70083752,68.41840528
1439,slant_up,43.3926884,43.59759407
1440,slant_up,51.26239748,49.66650513
1441,slant_up,43.28671292,43.05686032
1442,slant_up,55.90591623,54.25267253
1443,slant_up,50.19895895,52.22502959
1444,slant_up,55.76158737,54.03051724
1445,slant_up,58.32313965,60.03105916
1446,slant_up,70.17145753,70.28222124
1447,slant_up,60.60027647,59.75330888
1448,slant_up,63.76027502,61.18564117
1449,slant_up,54.38949526,53.81190123
1450,slant_up,55.24129699,52.59357463
1451,slant_up,49.07012675,48.89694468
1452,slant_up,46.01811902,46.25772337
1453,slant_up,44.75958744,41.97460661
1454,slant_up,51.60062413,50.03246689
1455,slant_up,36.46588202,35.52418761
1456,slant_up,33.39479873,35.01680131
1457,slant_up,37.58007157,38.8315722
1458,slant_up,36.61972206,36.81141411
1459,slant_up,36.16346644,33.8193142
1460,slant_up,33.16775703,31.24774117
1461,slant_up,42.64498293,40.15432164
1462,slant_up,47.22502527,44.57564662
1463,slant_up,48.392363,50.33152856
1464,slant_up,27.2451932,29.81950745
1465,slant_up,30.40431434,29.07953992
1466,slant_up,30.08079929,27.58802552
1467,slant_up,33.98063397,35.03305815
1468,slant_up,34.25061176,34.44158657
1469,slant_up,51.14118357,20.61832378
1470,slant_up,49.89959207,19.56408354
1471,slant_up,55.58987734,26.29924511
1472,slant_up,55.48205636,22.82746624
1473,slant_up,63.57293938,32.93861761
1474,slant_up,59.02507708,28.32208588
1475,slant_up,62.42377859,33.48659529
1476,slant_up,47.8499077,48.55662465
1477,slant_up,52.26856168,52.8052402
1478,slant_up,68.85102158,39.57343427
1479,slant_up,65.67639603,35.10931543
1480,slant_up,77.74688511,47.37182411
1481,slant_up,80.35293412,47.80029889
1482,slant_up,60.33758649,63.03495933
1483,slant_up,61.65872333,64.10002348
1484,slant_up,71.54503899,72.65771633
1485,slant_up,49.04095664,77.36258327
1486,slant_up,51.88688802,80.11360769
1487,slant_up,57.96898144,85.35604573
1488,slant_up,54.85566465,83.78339767
1489,slant_up,54.13319546,83.79399608
1490,slant_up,51.30882526,80.13639116
1491,slant_up,61.12039438,88.70405291
1492,slant_up,55.56386503,85.81037514
1493,slant_up,55.04412336,83.54141063
1494,slant_up,50.44418532,78.19588831
1495,slant_up,43.827709,71.04705221
1496,slant_up,37.79143238,66.85464103
1497,slant_up,29.29278311,59.79199693
1498,slant_up,32.19209695,60.20065091
1499,slant_up,51.43393552,99.25686729
1500,slant_up,67.46413981,95.99996391
1501,slant_up,65.15070528,92.50263374
1502,slant_up,65.5834277,93.51706094
1503,slant_up,69.28897314,99.57959113
1504,slant_up,81.26944055,80.63594493
1505,slant_up,78.57574484,76.81570309
1506,slant_up,74.1867735,74.34420415
1507,slant_up,72.62220941,74.52696565
1508,slant_up,75.14151959,73.81966846
1509,slant_up,75.16866784,73.90044488
1510,slant_up,85.32420289,55.38857883
1511,slant_up,84.0905076,56.30196801
1512,slant_up,86.25622382,55.83093038
1513,slant_up,92.54879332,42.90190791
1514,slant_up,90.34263451,37.7803861
1515,slant_up,85.8191629,37.57138618
1516,slant_up,90.44181811,40.13311342
1517,slant_up,92.01755908,39.91793113
1518,slant_up,95.26052784,46.00883027
1519,slant_up,41.2902998,42.31155241
1520,slant_up,66.43132432,36.53610974
1521,slant_up,63.98634689,32.71343161
1522,slant_up,61.26968209,29.38572405
1523,slant_up,60.74938919,28.05173634
1524,slant_up,64.65523056,16.61227651
1525,slant_up,68.63828071,18.5080129
1526,slant_up,65.77666516,16.78765607
1527,slant_up,71.13412634,19.38595753
1528,slant_up,63.7231835,14.5214212
1529,slant_up,73.00149407,24.07381254
1530,slant_up,72.4366575,20.57834511
1531,slant_up,68.41276712,19.91312654
1532,slant_up,52.85831502,20.235061
1533,slant_up,53.52995267,24.24191558
1534,slant_up,50.75974105,18.0893946
1535,slant_up,42.53480844,10.16986846
1536,slant_up,41.53039785,13.39629075
1537,slant_up,46.71451799,15.61327447
1538,slant_up,48.45061765,16.21227822
1539,slant_up,59.63261012,7.058037199
1540,slant_up,61.61856825,13.41082272
1541,slant_up,48.83398913,17.72595587
1542,slant_up,45.34265319,13.90881239
1543,slant_up,42.41501229,11.6937811
1544,slant_up,58.93476506,9.369201219
1545,slant_up,60.68362604,10.63264156
1546,slant_up,54.81179837,6.569648703
1547,slant_up,61.58684243,11.02758584
1548,slant_up,59.71600776,11.51909686
1549,slant_up,58.41638401,5.645777483
1550,slant_up,59.24380953,10.54014209
1551,slant_up,56.59436464,8.917344045
