Order ID,Order Date,Ship Date,Ship Mode
CA-2015-105634,2015-11-08 00:00:00,2015-11-14 00:00:00,Standard Class
CA-2015-105690,2015-11-21 00:00:00,2015-11-26 00:00:00,Second Class
CA-2015-105725,2015-02-18 00:00:00,2015-02-24 00:00:00,Standard Class
CA-2015-105844,2015-10-25 00:00:00,2015-10-27 00:00:00,Second Class
CA-2015-105970,2015-03-02 00:00:00,2015-03-07 00:00:00,Standard Class
CA-2015-106187,2015-06-23 00:00:00,2015-06-29 00:00:00,Standard Class
CA-2015-106208,2015-12-10 00:00:00,2015-12-15 00:00:00,Standard Class
CA-2015-106215,2015-04-16 00:00:00,2015-04-21 00:00:00,Standard Class
CA-2015-106257,2015-04-13 00:00:00,2015-04-17 00:00:00,Second Class
CA-2015-106320,2015-09-25 00:00:00,2015-09-30 00:00:00,Standard Class
CA-2015-106362,2015-12-11 00:00:00,2015-12-15 00:00:00,Standard Class
CA-2015-106565,2015-03-20 00:00:00,2015-03-23 00:00:00,First Class
CA-2015-106978,2015-09-28 00:00:00,2015-10-04 00:00:00,Standard Class
CA-2015-107020,2015-07-10 00:00:00,2015-07-14 00:00:00,Standard Class
CA-2015-107083,2015-11-21 00:00:00,2015-11-27 00:00:00,Standard Class
CA-2015-107468,2015-12-18 00:00:00,2015-12-22 00:00:00,Standard Class
CA-2015-107678,2015-04-21 00:00:00,2015-04-28 00:00:00,Standard Class
CA-2015-107685,2015-11-30 00:00:00,2015-12-02 00:00:00,Second Class
CA-2015-107741,2015-03-08 00:00:00,2015-03-10 00:00:00,First Class
CA-2015-107902,2015-08-28 00:00:00,2015-09-02 00:00:00,Standard Class
CA-2015-107937,2015-05-03 00:00:00,2015-05-08 00:00:00,Standard Class
CA-2015-108119,2015-11-01 00:00:00,2015-11-08 00:00:00,Standard Class
CA-2015-108259,2015-11-08 00:00:00,2015-11-15 00:00:00,Standard Class
CA-2015-108532,2015-08-29 00:00:00,2015-09-02 00:00:00,Standard Class
CA-2015-108588,2015-01-05 00:00:00,2015-01-10 00:00:00,Standard Class
CA-2015-108665,2015-07-06 00:00:00,2015-07-10 00:00:00,Standard Class
CA-2015-108672,2015-09-10 00:00:00,2015-09-16 00:00:00,Standard Class
CA-2015-109001,2015-03-05 00:00:00,2015-03-09 00:00:00,Standard Class
CA-2015-109113,2015-12-19 00:00:00,2015-12-23 00:00:00,Standard Class
CA-2015-109169,2015-04-20 00:00:00,2015-04-24 00:00:00,Standard Class
CA-2015-109190,2015-10-23 00:00:00,2015-10-28 00:00:00,Standard Class
CA-2015-109197,2015-12-31 00:00:00,2016-01-04 00:00:00,Standard Class
CA-2015-109337,2015-11-21 00:00:00,2015-11-23 00:00:00,Second Class
CA-2015-109386,2015-11-08 00:00:00,2015-11-13 00:00:00,Second Class
CA-2015-109470,2015-12-31 00:00:00,2016-01-03 00:00:00,Second Class
CA-2015-109512,2015-03-05 00:00:00,2015-03-05 00:00:00,Same Day
CA-2015-109575,2015-09-18 00:00:00,2015-09-23 00:00:00,Standard Class
CA-2015-109603,2015-01-26 00:00:00,2015-02-01 00:00:00,Standard Class
CA-2015-109638,2015-12-15 00:00:00,2015-12-22 00:00:00,Standard Class
CA-2015-109708,2015-05-25 00:00:00,2015-05-28 00:00:00,Second Class
CA-2015-109736,2015-10-10 00:00:00,2015-10-11 00:00:00,First Class
CA-2015-109862,2015-10-25 00:00:00,2015-10-30 00:00:00,Standard Class
CA-2015-109939,2015-05-08 00:00:00,2015-05-12 00:00:00,Standard Class
CA-2015-110016,2015-11-29 00:00:00,2015-12-04 00:00:00,Standard Class
CA-2015-110093,2015-12-03 00:00:00,2015-12-08 00:00:00,Standard Class
CA-2015-110247,2015-12-04 00:00:00,2015-12-08 00:00:00,Standard Class
CA-2015-110289,2015-10-29 00:00:00,2015-11-02 00:00:00,Standard Class
CA-2015-110324,2015-12-01 00:00:00,2015-12-05 00:00:00,Standard Class
CA-2015-110345,2015-03-09 00:00:00,2015-03-11 00:00:00,Second Class
CA-2015-110457,2015-03-02 00:00:00,2015-03-06 00:00:00,Standard Class
CA-2015-110548,2015-05-04 00:00:00,2015-05-08 00:00:00,Standard Class
CA-2015-110632,2015-03-17 00:00:00,2015-03-22 00:00:00,Second Class
CA-2015-110667,2015-04-04 00:00:00,2015-04-08 00:00:00,Standard Class
CA-2015-110744,2015-09-07 00:00:00,2015-09-12 00:00:00,Standard Class
CA-2015-110765,2015-10-16 00:00:00,2015-10-20 00:00:00,Second Class
CA-2015-110814,2015-12-05 00:00:00,2015-12-09 00:00:00,Second Class
CA-2015-110863,2015-11-17 00:00:00,2015-11-24 00:00:00,Standard Class
CA-2015-110870,2015-12-12 00:00:00,2015-12-15 00:00:00,First Class
CA-2015-110877,2015-10-23 00:00:00,2015-10-26 00:00:00,First Class
CA-2015-110891,2015-11-20 00:00:00,2015-11-24 00:00:00,Standard Class
CA-2015-110947,2015-06-09 00:00:00,2015-06-15 00:00:00,Standard Class
CA-2015-111017,2015-07-31 00:00:00,2015-08-06 00:00:00,Standard Class
CA-2015-111038,2015-12-01 00:00:00,2015-12-06 00:00:00,Standard Class
CA-2015-111073,2015-12-26 00:00:00,2015-12-30 00:00:00,Standard Class
CA-2015-111094,2015-07-09 00:00:00,2015-07-13 00:00:00,Standard Class
CA-2015-111164,2015-04-11 00:00:00,2015-04-15 00:00:00,Standard Class
CA-2015-111199,2015-11-13 00:00:00,2015-11-17 00:00:00,Standard Class
CA-2015-111206,2015-07-18 00:00:00,2015-07-22 00:00:00,Standard Class
CA-2015-111234,2015-02-18 00:00:00,2015-02-22 00:00:00,Standard Class
CA-2015-111297,2015-08-17 00:00:00,2015-08-21 00:00:00,Standard Class
CA-2015-111325,2015-02-27 00:00:00,2015-02-28 00:00:00,First Class
CA-2015-111339,2015-05-29 00:00:00,2015-05-31 00:00:00,First Class
CA-2015-111395,2015-11-23 00:00:00,2015-11-27 00:00:00,Standard Class
CA-2015-111458,2015-09-26 00:00:00,2015-09-30 00:00:00,Standard Class
CA-2015-111507,2015-02-06 00:00:00,2015-02-13 00:00:00,Standard Class
CA-2015-111514,2015-08-31 00:00:00,2015-09-02 00:00:00,First Class
CA-2015-111612,2015-11-28 00:00:00,2015-12-02 00:00:00,Standard Class
CA-2015-111703,2015-07-02 00:00:00,2015-07-09 00:00:00,Standard Class
CA-2015-111780,2015-12-25 00:00:00,2015-12-30 00:00:00,Second Class
CA-2015-111829,2015-03-19 00:00:00,2015-03-20 00:00:00,First Class
CA-2015-111864,2015-06-19 00:00:00,2015-06-19 00:00:00,Same Day
CA-2015-111948,2015-11-11 00:00:00,2015-11-11 00:00:00,Same Day
CA-2015-111990,2015-11-08 00:00:00,2015-11-13 00:00:00,Standard Class
CA-2015-112014,2015-08-13 00:00:00,2015-08-20 00:00:00,Standard Class
CA-2015-112053,2015-10-11 00:00:00,2015-10-13 00:00:00,Second Class
CA-2015-112116,2015-03-16 00:00:00,2015-03-18 00:00:00,Second Class
CA-2015-112130,2015-05-03 00:00:00,2015-05-07 00:00:00,Standard Class
CA-2015-112144,2015-06-28 00:00:00,2015-07-02 00:00:00,Standard Class
CA-2015-112214,2015-08-05 00:00:00,2015-08-11 00:00:00,Standard Class
CA-2015-112305,2015-11-20 00:00:00,2015-11-25 00:00:00,Standard Class
CA-2015-112319,2015-08-31 00:00:00,2015-09-05 00:00:00,Standard Class
CA-2015-112375,2015-12-21 00:00:00,2015-12-27 00:00:00,Standard Class
CA-2015-112452,2015-04-04 00:00:00,2015-04-04 00:00:00,Same Day
CA-2015-112522,2015-10-10 00:00:00,2015-10-17 00:00:00,Standard Class
CA-2015-112557,2015-04-25 00:00:00,2015-04-28 00:00:00,First Class
CA-2015-112571,2015-09-22 00:00:00,2015-09-22 00:00:00,Same Day
CA-2015-112711,2015-07-12 00:00:00,2015-07-18 00:00:00,Standard Class
CA-2015-112767,2015-08-02 00:00:00,2015-08-06 00:00:00,Standard Class
CA-2015-112823,2015-12-10 00:00:00,2015-12-16 00:00:00,Standard Class
CA-2015-113040,2015-08-27 00:00:00,2015-08-31 00:00:00,Standard Class
CA-2015-113110,2015-03-19 00:00:00,2015-03-23 00:00:00,Standard Class
CA-2015-113131,2015-09-24 00:00:00,2015-09-24 00:00:00,Same Day
CA-2015-113145,2015-11-01 00:00:00,2015-11-05 00:00:00,Standard Class
CA-2015-113152,2015-12-25 00:00:00,2015-12-30 00:00:00,Standard Class
CA-2015-113173,2015-11-15 00:00:00,2015-11-17 00:00:00,Second Class
CA-2015-113215,2015-09-03 00:00:00,2015-09-08 00:00:00,Standard Class
CA-2015-113222,2015-11-09 00:00:00,2015-11-09 00:00:00,Same Day
CA-2015-113404,2015-07-16 00:00:00,2015-07-16 00:00:00,Same Day
CA-2015-113523,2015-09-04 00:00:00,2015-09-08 00:00:00,Standard Class
CA-2015-113628,2015-11-12 00:00:00,2015-11-19 00:00:00,Standard Class
CA-2015-113740,2015-08-24 00:00:00,2015-08-28 00:00:00,Second Class
CA-2015-113901,2015-10-19 00:00:00,2015-10-24 00:00:00,Standard Class
CA-2015-113971,2015-05-08 00:00:00,2015-05-14 00:00:00,Standard Class
CA-2015-114048,2015-12-14 00:00:00,2015-12-18 00:00:00,Standard Class
CA-2015-114069,2015-07-13 00:00:00,2015-07-15 00:00:00,Second Class
CA-2015-114237,2015-03-13 00:00:00,2015-03-15 00:00:00,First Class
CA-2015-114300,2015-10-13 00:00:00,2015-10-17 00:00:00,Standard Class
CA-2015-114468,2015-08-23 00:00:00,2015-08-23 00:00:00,Same Day
CA-2015-114503,2015-11-13 00:00:00,2015-11-17 00:00:00,Standard Class
CA-2015-114811,2015-11-08 00:00:00,2015-11-08 00:00:00,Same Day
CA-2015-114923,2015-02-08 00:00:00,2015-02-13 00:00:00,Standard Class
CA-2015-115091,2015-10-05 00:00:00,2015-10-09 00:00:00,Standard Class
CA-2015-115168,2015-06-05 00:00:00,2015-06-09 00:00:00,Standard Class
CA-2015-115392,2015-10-01 00:00:00,2015-10-04 00:00:00,Second Class
CA-2015-115399,2015-12-19 00:00:00,2015-12-22 00:00:00,First Class
CA-2015-115420,2015-04-25 00:00:00,2015-05-02 00:00:00,Standard Class
CA-2015-115511,2015-11-21 00:00:00,2015-11-25 00:00:00,Standard Class
CA-2015-115567,2015-09-13 00:00:00,2015-09-18 00:00:00,Standard Class
CA-2015-115693,2015-12-10 00:00:00,2015-12-15 00:00:00,Standard Class
CA-2015-115742,2015-04-18 00:00:00,2015-04-22 00:00:00,Standard Class
CA-2015-115798,2015-11-13 00:00:00,2015-11-19 00:00:00,Standard Class
CA-2015-115847,2015-09-19 00:00:00,2015-09-24 00:00:00,Second Class
CA-2015-115924,2015-09-14 00:00:00,2015-09-18 00:00:00,Second Class
CA-2015-115938,2015-06-26 00:00:00,2015-06-30 00:00:00,Standard Class
CA-2015-115945,2015-06-25 00:00:00,2015-07-01 00:00:00,Standard Class
CA-2015-116092,2015-02-15 00:00:00,2015-02-18 00:00:00,Second Class
CA-2015-116260,2015-07-06 00:00:00,2015-07-12 00:00:00,Standard Class
CA-2015-116484,2015-11-20 00:00:00,2015-11-26 00:00:00,Standard Class
CA-2015-116512,2015-04-09 00:00:00,2015-04-14 00:00:00,Standard Class
CA-2015-116638,2015-01-28 00:00:00,2015-01-31 00:00:00,Second Class
CA-2015-116687,2015-05-02 00:00:00,2015-05-07 00:00:00,Standard Class
CA-2015-116750,2015-07-05 00:00:00,2015-07-10 00:00:00,Second Class
CA-2015-116841,2015-04-14 00:00:00,2015-04-18 00:00:00,Standard Class
CA-2015-116876,2015-02-14 00:00:00,2015-02-21 00:00:00,Standard Class
CA-2015-117086,2015-11-08 00:00:00,2015-11-12 00:00:00,Standard Class
CA-2015-117415,2015-12-27 00:00:00,2015-12-31 00:00:00,Standard Class
CA-2015-117611,2015-11-08 00:00:00,2015-11-10 00:00:00,Second Class
CA-2015-117772,2015-09-10 00:00:00,2015-09-12 00:00:00,Second Class
CA-2015-117800,2015-09-21 00:00:00,2015-09-26 00:00:00,Standard Class
CA-2015-117828,2015-12-23 00:00:00,2015-12-26 00:00:00,First Class
CA-2015-117884,2015-03-22 00:00:00,2015-03-22 00:00:00,Same Day
CA-2015-117898,2015-12-05 00:00:00,2015-12-11 00:00:00,Standard Class
CA-2015-117961,2015-11-26 00:00:00,2015-11-30 00:00:00,Standard Class
CA-2015-118227,2015-04-24 00:00:00,2015-04-28 00:00:00,Standard Class
CA-2015-118423,2015-03-24 00:00:00,2015-03-27 00:00:00,First Class
CA-2015-118444,2015-11-05 00:00:00,2015-11-09 00:00:00,Standard Class
CA-2015-118738,2015-10-24 00:00:00,2015-10-30 00:00:00,Standard Class
CA-2015-118843,2015-09-13 00:00:00,2015-09-20 00:00:00,Standard Class
CA-2015-118871,2015-12-04 00:00:00,2015-12-09 00:00:00,Second Class
CA-2015-118948,2015-05-28 00:00:00,2015-06-03 00:00:00,Standard Class
CA-2015-118955,2015-06-16 00:00:00,2015-06-20 00:00:00,Standard Class
CA-2015-119102,2015-05-23 00:00:00,2015-05-27 00:00:00,Standard Class
CA-2015-119214,2015-01-23 00:00:00,2015-01-27 00:00:00,Standard Class
CA-2015-119291,2015-05-14 00:00:00,2015-05-17 00:00:00,First Class
CA-2015-119480,2015-01-09 00:00:00,2015-01-13 00:00:00,Standard Class
CA-2015-119508,2015-12-04 00:00:00,2015-12-09 00:00:00,Standard Class
CA-2015-119550,2015-12-26 00:00:00,2015-12-31 00:00:00,Standard Class
CA-2015-119592,2015-12-14 00:00:00,2015-12-16 00:00:00,Second Class
CA-2015-119627,2015-08-17 00:00:00,2015-08-23 00:00:00,Standard Class
CA-2015-119634,2015-08-11 00:00:00,2015-08-16 00:00:00,Standard Class
CA-2015-119690,2015-06-25 00:00:00,2015-06-28 00:00:00,First Class
CA-2015-119697,2015-12-28 00:00:00,2015-12-31 00:00:00,Second Class
CA-2015-119879,2015-11-21 00:00:00,2015-11-25 00:00:00,Standard Class
CA-2015-119907,2015-12-01 00:00:00,2015-12-08 00:00:00,Standard Class
CA-2015-119942,2015-04-05 00:00:00,2015-04-07 00:00:00,First Class
CA-2015-120103,2015-12-24 00:00:00,2015-12-29 00:00:00,Standard Class
CA-2015-120320,2015-03-05 00:00:00,2015-03-09 00:00:00,Standard Class
CA-2015-120341,2015-09-26 00:00:00,2015-09-29 00:00:00,Second Class
CA-2015-120362,2015-09-14 00:00:00,2015-09-19 00:00:00,Standard Class
CA-2015-120397,2015-07-02 00:00:00,2015-07-02 00:00:00,Same Day
CA-2015-120439,2015-06-14 00:00:00,2015-06-18 00:00:00,Standard Class
CA-2015-120446,2015-11-16 00:00:00,2015-11-18 00:00:00,First Class
CA-2015-120516,2015-08-13 00:00:00,2015-08-17 00:00:00,Standard Class
CA-2015-120551,2015-04-13 00:00:00,2015-04-20 00:00:00,Standard Class
CA-2015-120621,2015-03-21 00:00:00,2015-03-26 00:00:00,Standard Class
CA-2015-120677,2015-05-31 00:00:00,2015-06-04 00:00:00,Standard Class
CA-2015-120782,2015-04-28 00:00:00,2015-05-01 00:00:00,First Class
CA-2015-120810,2015-07-23 00:00:00,2015-07-27 00:00:00,Standard Class
CA-2015-120845,2015-09-25 00:00:00,2015-10-02 00:00:00,Standard Class
CA-2015-120880,2015-05-29 00:00:00,2015-06-03 00:00:00,Standard Class
CA-2015-120901,2015-12-31 00:00:00,2016-01-04 00:00:00,Standard Class
CA-2015-120915,2015-09-28 00:00:00,2015-10-03 00:00:00,Second Class
CA-2015-121041,2015-11-03 00:00:00,2015-11-10 00:00:00,Standard Class
CA-2015-121097,2015-01-03 00:00:00,2015-01-08 00:00:00,Standard Class
CA-2015-121132,2015-07-17 00:00:00,2015-07-24 00:00:00,Standard Class
CA-2015-121188,2015-08-28 00:00:00,2015-09-04 00:00:00,Standard Class
CA-2015-121272,2015-03-29 00:00:00,2015-04-04 00:00:00,Standard Class
CA-2015-121391,2015-10-04 00:00:00,2015-10-07 00:00:00,First Class
CA-2015-121405,2015-03-30 00:00:00,2015-04-04 00:00:00,Standard Class
CA-2015-121552,2015-03-22 00:00:00,2015-03-27 00:00:00,Standard Class
CA-2015-121608,2015-09-03 00:00:00,2015-09-05 00:00:00,First Class
CA-2015-121650,2015-12-10 00:00:00,2015-12-16 00:00:00,Standard Class
CA-2015-121699,2015-08-10 00:00:00,2015-08-14 00:00:00,Standard Class
CA-2015-121720,2015-06-11 00:00:00,2015-06-12 00:00:00,First Class
CA-2015-121776,2015-02-16 00:00:00,2015-02-21 00:00:00,Standard Class
CA-2015-121783,2015-11-10 00:00:00,2015-11-14 00:00:00,Standard Class
CA-2015-121797,2015-01-30 00:00:00,2015-02-06 00:00:00,Standard Class
CA-2015-121965,2015-06-19 00:00:00,2015-06-23 00:00:00,Standard Class
CA-2015-122168,2015-08-21 00:00:00,2015-08-26 00:00:00,Standard Class
CA-2015-122210,2015-11-30 00:00:00,2015-12-04 00:00:00,Standard Class
CA-2015-122259,2015-10-31 00:00:00,2015-11-04 00:00:00,Standard Class
CA-2015-122266,2015-04-26 00:00:00,2015-04-30 00:00:00,Standard Class
CA-2015-122287,2015-06-18 00:00:00,2015-06-23 00:00:00,Standard Class
CA-2015-122371,2015-09-26 00:00:00,2015-10-01 00:00:00,Standard Class
CA-2015-122406,2015-08-02 00:00:00,2015-08-05 00:00:00,Second Class
CA-2015-122623,2015-09-07 00:00:00,2015-09-11 00:00:00,Standard Class
CA-2015-122756,2015-12-03 00:00:00,2015-12-07 00:00:00,Standard Class
CA-2015-122826,2015-06-23 00:00:00,2015-06-25 00:00:00,Second Class
CA-2015-122973,2015-07-18 00:00:00,2015-07-20 00:00:00,Second Class
CA-2015-123092,2015-12-03 00:00:00,2015-12-07 00:00:00,Standard Class
CA-2015-123113,2015-11-23 00:00:00,2015-11-27 00:00:00,Second Class
CA-2015-123141,2015-11-14 00:00:00,2015-11-19 00:00:00,Standard Class
CA-2015-123155,2015-03-09 00:00:00,2015-03-12 00:00:00,First Class
CA-2015-123232,2015-12-14 00:00:00,2015-12-16 00:00:00,Second Class
CA-2015-123330,2015-06-21 00:00:00,2015-06-27 00:00:00,Standard Class
CA-2015-123456,2015-07-09 00:00:00,2015-07-13 00:00:00,Standard Class
CA-2015-123505,2015-11-22 00:00:00,2015-11-26 00:00:00,Standard Class
CA-2015-123568,2015-11-08 00:00:00,2015-11-14 00:00:00,Standard Class
CA-2015-123673,2015-10-30 00:00:00,2015-11-01 00:00:00,Second Class
CA-2015-123939,2015-08-24 00:00:00,2015-08-26 00:00:00,Second Class
CA-2015-124044,2015-07-23 00:00:00,2015-07-26 00:00:00,Second Class
CA-2015-124058,2015-11-20 00:00:00,2015-11-24 00:00:00,Standard Class
CA-2015-124107,2015-10-09 00:00:00,2015-10-12 00:00:00,Second Class
CA-2015-124268,2015-07-04 00:00:00,2015-07-08 00:00:00,Standard Class
CA-2015-124450,2015-04-27 00:00:00,2015-05-03 00:00:00,Standard Class
CA-2015-124499,2015-10-09 00:00:00,2015-10-13 00:00:00,Standard Class
CA-2015-124541,2015-04-06 00:00:00,2015-04-10 00:00:00,Standard Class
CA-2015-124653,2015-12-24 00:00:00,2015-12-26 00:00:00,First Class
CA-2015-124800,2015-09-26 00:00:00,2015-09-30 00:00:00,Standard Class
CA-2015-124891,2015-07-31 00:00:00,2015-07-31 00:00:00,Same Day
CA-2015-124919,2015-05-31 00:00:00,2015-06-02 00:00:00,First Class
CA-2015-124933,2015-12-26 00:00:00,2015-12-30 00:00:00,Second Class
CA-2015-124975,2015-06-22 00:00:00,2015-06-25 00:00:00,First Class
CA-2015-125066,2015-12-14 00:00:00,2015-12-18 00:00:00,Standard Class
CA-2015-125178,2015-10-03 00:00:00,2015-10-09 00:00:00,Standard Class
CA-2015-125185,2015-03-05 00:00:00,2015-03-07 00:00:00,Second Class
CA-2015-125234,2015-11-27 00:00:00,2015-12-01 00:00:00,Standard Class
CA-2015-125395,2015-06-26 00:00:00,2015-06-29 00:00:00,Second Class
CA-2015-125416,2015-11-02 00:00:00,2015-11-02 00:00:00,Same Day
CA-2015-125423,2015-12-13 00:00:00,2015-12-15 00:00:00,Second Class
CA-2015-125563,2015-04-11 00:00:00,2015-04-17 00:00:00,Standard Class
CA-2015-125696,2015-10-02 00:00:00,2015-10-06 00:00:00,Standard Class
CA-2015-125710,2015-10-08 00:00:00,2015-10-13 00:00:00,Standard Class
CA-2015-125934,2015-09-11 00:00:00,2015-09-18 00:00:00,Standard Class
CA-2015-125976,2015-09-27 00:00:00,2015-10-02 00:00:00,Standard Class
CA-2015-126137,2015-10-03 00:00:00,2015-10-08 00:00:00,Standard Class
CA-2015-126186,2015-09-11 00:00:00,2015-09-12 00:00:00,First Class
CA-2015-126347,2015-12-14 00:00:00,2015-12-19 00:00:00,Second Class
CA-2015-126445,2015-08-27 00:00:00,2015-08-31 00:00:00,Standard Class
CA-2015-126466,2015-11-09 00:00:00,2015-11-13 00:00:00,Standard Class
CA-2015-126557,2015-07-12 00:00:00,2015-07-17 00:00:00,Second Class
CA-2015-126669,2015-11-07 00:00:00,2015-11-13 00:00:00,Standard Class
CA-2015-126697,2015-09-21 00:00:00,2015-09-24 00:00:00,First Class
CA-2015-126725,2015-11-17 00:00:00,2015-11-21 00:00:00,Standard Class
CA-2015-126739,2015-11-01 00:00:00,2015-11-03 00:00:00,Second Class
CA-2015-126970,2015-09-20 00:00:00,2015-09-24 00:00:00,Standard Class
CA-2015-127019,2015-12-21 00:00:00,2015-12-25 00:00:00,Standard Class
CA-2015-127110,2015-06-25 00:00:00,2015-07-01 00:00:00,Standard Class
CA-2015-127173,2015-09-26 00:00:00,2015-10-03 00:00:00,Standard Class
CA-2015-127327,2015-02-03 00:00:00,2015-02-07 00:00:00,Standard Class
CA-2015-127418,2015-06-13 00:00:00,2015-06-14 00:00:00,First Class
CA-2015-127453,2015-12-19 00:00:00,2015-12-20 00:00:00,First Class
CA-2015-127481,2015-12-12 00:00:00,2015-12-15 00:00:00,Second Class
CA-2015-127502,2015-12-10 00:00:00,2015-12-14 00:00:00,Standard Class
CA-2015-127509,2015-11-09 00:00:00,2015-11-13 00:00:00,Standard Class
CA-2015-127544,2015-08-08 00:00:00,2015-08-12 00:00:00,Standard Class
CA-2015-127593,2015-09-21 00:00:00,2015-09-21 00:00:00,Same Day
CA-2015-127607,2015-03-20 00:00:00,2015-03-26 00:00:00,Standard Class
CA-2015-127754,2015-07-26 00:00:00,2015-07-31 00:00:00,Standard Class
CA-2015-127824,2015-10-18 00:00:00,2015-10-22 00:00:00,Standard Class
CA-2015-128013,2015-08-09 00:00:00,2015-08-16 00:00:00,Standard Class
CA-2015-128027,2015-09-14 00:00:00,2015-09-17 00:00:00,Second Class
CA-2015-128083,2015-03-12 00:00:00,2015-03-17 00:00:00,Standard Class
CA-2015-128125,2015-03-31 00:00:00,2015-04-05 00:00:00,Standard Class
CA-2015-128139,2015-07-03 00:00:00,2015-07-09 00:00:00,Standard Class
CA-2015-128167,2015-06-22 00:00:00,2015-06-26 00:00:00,Second Class
CA-2015-128356,2015-10-02 00:00:00,2015-10-07 00:00:00,Standard Class
CA-2015-128608,2015-01-12 00:00:00,2015-01-17 00:00:00,Standard Class
CA-2015-128860,2015-06-29 00:00:00,2015-07-05 00:00:00,Standard Class
CA-2015-128958,2015-01-24 00:00:00,2015-01-28 00:00:00,Standard Class
CA-2015-128993,2015-09-12 00:00:00,2015-09-17 00:00:00,Second Class
CA-2015-129042,2015-12-12 00:00:00,2015-12-17 00:00:00,Standard Class
CA-2015-129098,2015-10-09 00:00:00,2015-10-13 00:00:00,Standard Class
CA-2015-129112,2015-11-29 00:00:00,2015-11-30 00:00:00,First Class
CA-2015-129217,2015-05-10 00:00:00,2015-05-10 00:00:00,Same Day
CA-2015-129322,2015-08-08 00:00:00,2015-08-10 00:00:00,Second Class
CA-2015-129392,2015-07-08 00:00:00,2015-07-08 00:00:00,Same Day
CA-2015-129476,2015-10-15 00:00:00,2015-10-20 00:00:00,Standard Class
CA-2015-129525,2015-11-15 00:00:00,2015-11-20 00:00:00,Standard Class
CA-2015-129532,2015-12-08 00:00:00,2015-12-12 00:00:00,Standard Class
CA-2015-129546,2015-09-28 00:00:00,2015-10-05 00:00:00,Standard Class
CA-2015-129700,2015-05-04 00:00:00,2015-05-05 00:00:00,First Class
CA-2015-129770,2015-02-21 00:00:00,2015-02-23 00:00:00,Second Class
CA-2015-129854,2015-08-22 00:00:00,2015-08-26 00:00:00,Standard Class
CA-2015-129896,2015-06-15 00:00:00,2015-06-20 00:00:00,Standard Class
CA-2015-129917,2015-10-02 00:00:00,2015-10-03 00:00:00,First Class
CA-2015-130022,2015-08-10 00:00:00,2015-08-16 00:00:00,Standard Class
CA-2015-130113,2015-12-27 00:00:00,2015-12-31 00:00:00,Standard Class
CA-2015-130183,2015-11-13 00:00:00,2015-11-17 00:00:00,Standard Class
CA-2015-130204,2015-09-03 00:00:00,2015-09-09 00:00:00,Standard Class
CA-2015-130218,2015-03-23 00:00:00,2015-03-26 00:00:00,First Class
CA-2015-130253,2015-12-14 00:00:00,2015-12-18 00:00:00,Standard Class
CA-2015-130365,2015-04-25 00:00:00,2015-04-29 00:00:00,Standard Class
CA-2015-130456,2015-08-21 00:00:00,2015-08-26 00:00:00,Standard Class
CA-2015-130554,2015-04-07 00:00:00,2015-04-09 00:00:00,First Class
CA-2015-130610,2015-07-05 00:00:00,2015-07-10 00:00:00,Standard Class
CA-2015-130659,2015-12-04 00:00:00,2015-12-09 00:00:00,Second Class
CA-2015-130736,2015-12-07 00:00:00,2015-12-09 00:00:00,First Class
CA-2015-130785,2015-09-05 00:00:00,2015-09-09 00:00:00,Standard Class
CA-2015-130792,2015-04-28 00:00:00,2015-05-05 00:00:00,Standard Class
CA-2015-130848,2015-10-25 00:00:00,2015-10-25 00:00:00,Same Day
CA-2015-130855,2015-12-29 00:00:00,2016-01-05 00:00:00,Standard Class
CA-2015-130876,2015-05-12 00:00:00,2015-05-16 00:00:00,Second Class
CA-2015-130883,2015-09-26 00:00:00,2015-10-02 00:00:00,Standard Class
CA-2015-130890,2015-11-02 00:00:00,2015-11-06 00:00:00,Standard Class
CA-2015-130974,2015-11-27 00:00:00,2015-11-29 00:00:00,Second Class
CA-2015-130995,2015-11-01 00:00:00,2015-11-06 00:00:00,Standard Class
CA-2015-131072,2015-11-05 00:00:00,2015-11-05 00:00:00,Same Day
CA-2015-131128,2015-10-19 00:00:00,2015-10-20 00:00:00,First Class
CA-2015-131338,2015-08-09 00:00:00,2015-08-12 00:00:00,First Class
CA-2015-131352,2015-10-08 00:00:00,2015-10-13 00:00:00,Standard Class
CA-2015-131422,2015-11-05 00:00:00,2015-11-09 00:00:00,Standard Class
CA-2015-131457,2015-10-31 00:00:00,2015-11-06 00:00:00,Standard Class
CA-2015-131534,2015-03-28 00:00:00,2015-04-02 00:00:00,Standard Class
CA-2015-131597,2015-09-14 00:00:00,2015-09-18 00:00:00,Standard Class
CA-2015-131758,2015-05-28 00:00:00,2015-06-01 00:00:00,Standard Class
CA-2015-131779,2015-06-12 00:00:00,2015-06-17 00:00:00,Standard Class
CA-2015-131856,2015-05-12 00:00:00,2015-05-17 00:00:00,Standard Class
CA-2015-131884,2015-12-06 00:00:00,2015-12-06 00:00:00,Same Day
CA-2015-132080,2015-08-22 00:00:00,2015-08-25 00:00:00,First Class
CA-2015-132101,2015-03-19 00:00:00,2015-03-25 00:00:00,Standard Class
CA-2015-132136,2015-03-08 00:00:00,2015-03-12 00:00:00,Standard Class
CA-2015-132276,2015-02-23 00:00:00,2015-02-28 00:00:00,Standard Class
CA-2015-132318,2015-10-30 00:00:00,2015-11-02 00:00:00,First Class
