Date,DateKey,MonthKey,Month,Quarter,Year,Year-Quarter,Year-Month,Year-MonthKey,WeekDayKey,WeekDay,Day Of Month
23-Sep-2018,20180923,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,1,Sun,23
24-Sep-2018,20180924,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,2,Mon,24
25-Sep-2018,20180925,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,3,Tue,25
26-Sep-2018,20180926,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,4,Wed,26
27-Sep-2018,20180927,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,5,Thu,27
28-Sep-2018,20180928,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,6,Fri,28
29-Sep-2018,20180929,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,7,Sat,29
30-Sep-2018,20180930,9,Sep,Q3,2018,2018-Q3,2018-Sep,2018-09,1,Sun,30
01-Oct-2018,20181001,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,2,Mon,1
02-Oct-2018,20181002,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,3,Tue,2
03-Oct-2018,20181003,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,4,Wed,3
04-Oct-2018,20181004,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,5,Thu,4
05-Oct-2018,20181005,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,6,Fri,5
06-Oct-2018,20181006,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,7,Sat,6
07-Oct-2018,20181007,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,1,Sun,7
08-Oct-2018,20181008,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,2,Mon,8
09-Oct-2018,20181009,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,3,Tue,9
10-Oct-2018,20181010,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,4,Wed,10
11-Oct-2018,20181011,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,5,Thu,11
12-Oct-2018,20181012,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,6,Fri,12
13-Oct-2018,20181013,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,7,Sat,13
14-Oct-2018,20181014,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,1,Sun,14
15-Oct-2018,20181015,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,2,Mon,15
16-Oct-2018,20181016,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,3,Tue,16
17-Oct-2018,20181017,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,4,Wed,17
18-Oct-2018,20181018,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,5,Thu,18
19-Oct-2018,20181019,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,6,Fri,19
20-Oct-2018,20181020,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,7,Sat,20
21-Oct-2018,20181021,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,1,Sun,21
22-Oct-2018,20181022,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,2,Mon,22
23-Oct-2018,20181023,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,3,Tue,23
24-Oct-2018,20181024,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,4,Wed,24
25-Oct-2018,20181025,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,5,Thu,25
26-Oct-2018,20181026,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,6,Fri,26
27-Oct-2018,20181027,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,7,Sat,27
28-Oct-2018,20181028,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,1,Sun,28
29-Oct-2018,20181029,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,2,Mon,29
30-Oct-2018,20181030,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,3,Tue,30
31-Oct-2018,20181031,10,Oct,Q4,2018,2018-Q4,2018-Oct,2018-10,4,Wed,31
01-Nov-2018,20181101,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,5,Thu,1
02-Nov-2018,20181102,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,6,Fri,2
03-Nov-2018,20181103,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,7,Sat,3
04-Nov-2018,20181104,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,1,Sun,4
05-Nov-2018,20181105,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,2,Mon,5
06-Nov-2018,20181106,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,3,Tue,6
07-Nov-2018,20181107,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,4,Wed,7
08-Nov-2018,20181108,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,5,Thu,8
09-Nov-2018,20181109,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,6,Fri,9
10-Nov-2018,20181110,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,7,Sat,10
11-Nov-2018,20181111,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,1,Sun,11
12-Nov-2018,20181112,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,2,Mon,12
13-Nov-2018,20181113,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,3,Tue,13
14-Nov-2018,20181114,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,4,Wed,14
15-Nov-2018,20181115,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,5,Thu,15
16-Nov-2018,20181116,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,6,Fri,16
17-Nov-2018,20181117,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,7,Sat,17
18-Nov-2018,20181118,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,1,Sun,18
19-Nov-2018,20181119,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,2,Mon,19
20-Nov-2018,20181120,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,3,Tue,20
21-Nov-2018,20181121,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,4,Wed,21
22-Nov-2018,20181122,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,5,Thu,22
23-Nov-2018,20181123,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,6,Fri,23
24-Nov-2018,20181124,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,7,Sat,24
25-Nov-2018,20181125,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,1,Sun,25
26-Nov-2018,20181126,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,2,Mon,26
27-Nov-2018,20181127,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,3,Tue,27
28-Nov-2018,20181128,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,4,Wed,28
29-Nov-2018,20181129,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,5,Thu,29
30-Nov-2018,20181130,11,Nov,Q4,2018,2018-Q4,2018-Nov,2018-11,6,Fri,30
01-Dec-2018,20181201,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,7,Sat,1
02-Dec-2018,20181202,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,1,Sun,2
03-Dec-2018,20181203,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,2,Mon,3
04-Dec-2018,20181204,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,3,Tue,4
05-Dec-2018,20181205,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,4,Wed,5
06-Dec-2018,20181206,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,5,Thu,6
07-Dec-2018,20181207,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,6,Fri,7
08-Dec-2018,20181208,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,7,Sat,8
09-Dec-2018,20181209,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,1,Sun,9
10-Dec-2018,20181210,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,2,Mon,10
11-Dec-2018,20181211,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,3,Tue,11
12-Dec-2018,20181212,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,4,Wed,12
13-Dec-2018,20181213,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,5,Thu,13
14-Dec-2018,20181214,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,6,Fri,14
15-Dec-2018,20181215,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,7,Sat,15
16-Dec-2018,20181216,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,1,Sun,16
17-Dec-2018,20181217,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,2,Mon,17
18-Dec-2018,20181218,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,3,Tue,18
19-Dec-2018,20181219,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,4,Wed,19
20-Dec-2018,20181220,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,5,Thu,20
21-Dec-2018,20181221,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,6,Fri,21
22-Dec-2018,20181222,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,7,Sat,22
23-Dec-2018,20181223,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,1,Sun,23
24-Dec-2018,20181224,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,2,Mon,24
25-Dec-2018,20181225,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,3,Tue,25
26-Dec-2018,20181226,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,4,Wed,26
27-Dec-2018,20181227,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,5,Thu,27
28-Dec-2018,20181228,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,6,Fri,28
29-Dec-2018,20181229,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,7,Sat,29
30-Dec-2018,20181230,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,1,Sun,30
31-Dec-2018,20181231,12,Dec,Q4,2018,2018-Q4,2018-Dec,2018-12,2,Mon,31
01-Jan-2019,20190101,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,3,Tue,1
02-Jan-2019,20190102,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,4,Wed,2
03-Jan-2019,20190103,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,5,Thu,3
04-Jan-2019,20190104,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,6,Fri,4
05-Jan-2019,20190105,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,7,Sat,5
06-Jan-2019,20190106,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,1,Sun,6
07-Jan-2019,20190107,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,2,Mon,7
08-Jan-2019,20190108,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,3,Tue,8
09-Jan-2019,20190109,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,4,Wed,9
10-Jan-2019,20190110,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,5,Thu,10
11-Jan-2019,20190111,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,6,Fri,11
12-Jan-2019,20190112,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,7,Sat,12
13-Jan-2019,20190113,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,1,Sun,13
14-Jan-2019,20190114,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,2,Mon,14
15-Jan-2019,20190115,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,3,Tue,15
16-Jan-2019,20190116,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,4,Wed,16
17-Jan-2019,20190117,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,5,Thu,17
18-Jan-2019,20190118,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,6,Fri,18
19-Jan-2019,20190119,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,7,Sat,19
20-Jan-2019,20190120,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,1,Sun,20
21-Jan-2019,20190121,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,2,Mon,21
22-Jan-2019,20190122,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,3,Tue,22
23-Jan-2019,20190123,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,4,Wed,23
24-Jan-2019,20190124,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,5,Thu,24
25-Jan-2019,20190125,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,6,Fri,25
26-Jan-2019,20190126,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,7,Sat,26
27-Jan-2019,20190127,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,1,Sun,27
28-Jan-2019,20190128,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,2,Mon,28
29-Jan-2019,20190129,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,3,Tue,29
30-Jan-2019,20190130,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,4,Wed,30
31-Jan-2019,20190131,1,Jan,Q1,2019,2019-Q1,2019-Jan,2019-01,5,Thu,31
01-Feb-2019,20190201,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,6,Fri,1
02-Feb-2019,20190202,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,7,Sat,2
03-Feb-2019,20190203,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,1,Sun,3
04-Feb-2019,20190204,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,2,Mon,4
05-Feb-2019,20190205,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,3,Tue,5
06-Feb-2019,20190206,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,4,Wed,6
07-Feb-2019,20190207,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,5,Thu,7
08-Feb-2019,20190208,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,6,Fri,8
09-Feb-2019,20190209,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,7,Sat,9
10-Feb-2019,20190210,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,1,Sun,10
11-Feb-2019,20190211,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,2,Mon,11
12-Feb-2019,20190212,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,3,Tue,12
13-Feb-2019,20190213,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,4,Wed,13
14-Feb-2019,20190214,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,5,Thu,14
15-Feb-2019,20190215,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,6,Fri,15
16-Feb-2019,20190216,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,7,Sat,16
17-Feb-2019,20190217,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,1,Sun,17
18-Feb-2019,20190218,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,2,Mon,18
19-Feb-2019,20190219,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,3,Tue,19
20-Feb-2019,20190220,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,4,Wed,20
21-Feb-2019,20190221,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,5,Thu,21
22-Feb-2019,20190222,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,6,Fri,22
23-Feb-2019,20190223,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,7,Sat,23
24-Feb-2019,20190224,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,1,Sun,24
25-Feb-2019,20190225,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,2,Mon,25
26-Feb-2019,20190226,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,3,Tue,26
27-Feb-2019,20190227,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,4,Wed,27
28-Feb-2019,20190228,2,Feb,Q1,2019,2019-Q1,2019-Feb,2019-02,5,Thu,28
01-Mar-2019,20190301,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,6,Fri,1
02-Mar-2019,20190302,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,7,Sat,2
03-Mar-2019,20190303,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,1,Sun,3
04-Mar-2019,20190304,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,2,Mon,4
05-Mar-2019,20190305,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,3,Tue,5
06-Mar-2019,20190306,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,4,Wed,6
07-Mar-2019,20190307,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,5,Thu,7
08-Mar-2019,20190308,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,6,Fri,8
09-Mar-2019,20190309,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,7,Sat,9
10-Mar-2019,20190310,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,1,Sun,10
11-Mar-2019,20190311,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,2,Mon,11
12-Mar-2019,20190312,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,3,Tue,12
13-Mar-2019,20190313,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,4,Wed,13
14-Mar-2019,20190314,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,5,Thu,14
15-Mar-2019,20190315,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,6,Fri,15
16-Mar-2019,20190316,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,7,Sat,16
17-Mar-2019,20190317,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,1,Sun,17
18-Mar-2019,20190318,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,2,Mon,18
19-Mar-2019,20190319,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,3,Tue,19
20-Mar-2019,20190320,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,4,Wed,20
21-Mar-2019,20190321,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,5,Thu,21
22-Mar-2019,20190322,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,6,Fri,22
23-Mar-2019,20190323,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,7,Sat,23
24-Mar-2019,20190324,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,1,Sun,24
25-Mar-2019,20190325,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,2,Mon,25
26-Mar-2019,20190326,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,3,Tue,26
27-Mar-2019,20190327,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,4,Wed,27
28-Mar-2019,20190328,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,5,Thu,28
29-Mar-2019,20190329,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,6,Fri,29
30-Mar-2019,20190330,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,7,Sat,30
31-Mar-2019,20190331,3,Mar,Q1,2019,2019-Q1,2019-Mar,2019-03,1,Sun,31
01-Apr-2019,20190401,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,2,Mon,1
02-Apr-2019,20190402,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,3,Tue,2
03-Apr-2019,20190403,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,4,Wed,3
04-Apr-2019,20190404,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,5,Thu,4
05-Apr-2019,20190405,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,6,Fri,5
06-Apr-2019,20190406,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,7,Sat,6
07-Apr-2019,20190407,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,1,Sun,7
08-Apr-2019,20190408,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,2,Mon,8
09-Apr-2019,20190409,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,3,Tue,9
10-Apr-2019,20190410,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,4,Wed,10
11-Apr-2019,20190411,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,5,Thu,11
12-Apr-2019,20190412,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,6,Fri,12
13-Apr-2019,20190413,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,7,Sat,13
14-Apr-2019,20190414,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,1,Sun,14
15-Apr-2019,20190415,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,2,Mon,15
16-Apr-2019,20190416,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,3,Tue,16
17-Apr-2019,20190417,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,4,Wed,17
18-Apr-2019,20190418,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,5,Thu,18
19-Apr-2019,20190419,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,6,Fri,19
20-Apr-2019,20190420,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,7,Sat,20
21-Apr-2019,20190421,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,1,Sun,21
22-Apr-2019,20190422,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,2,Mon,22
23-Apr-2019,20190423,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,3,Tue,23
24-Apr-2019,20190424,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,4,Wed,24
25-Apr-2019,20190425,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,5,Thu,25
26-Apr-2019,20190426,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,6,Fri,26
27-Apr-2019,20190427,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,7,Sat,27
28-Apr-2019,20190428,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,1,Sun,28
29-Apr-2019,20190429,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,2,Mon,29
30-Apr-2019,20190430,4,Apr,Q2,2019,2019-Q2,2019-Apr,2019-04,3,Tue,30
01-May-2019,20190501,5,May,Q2,2019,2019-Q2,2019-May,2019-05,4,Wed,1
02-May-2019,20190502,5,May,Q2,2019,2019-Q2,2019-May,2019-05,5,Thu,2
03-May-2019,20190503,5,May,Q2,2019,2019-Q2,2019-May,2019-05,6,Fri,3
04-May-2019,20190504,5,May,Q2,2019,2019-Q2,2019-May,2019-05,7,Sat,4
05-May-2019,20190505,5,May,Q2,2019,2019-Q2,2019-May,2019-05,1,Sun,5
06-May-2019,20190506,5,May,Q2,2019,2019-Q2,2019-May,2019-05,2,Mon,6
07-May-2019,20190507,5,May,Q2,2019,2019-Q2,2019-May,2019-05,3,Tue,7
08-May-2019,20190508,5,May,Q2,2019,2019-Q2,2019-May,2019-05,4,Wed,8
09-May-2019,20190509,5,May,Q2,2019,2019-Q2,2019-May,2019-05,5,Thu,9
10-May-2019,20190510,5,May,Q2,2019,2019-Q2,2019-May,2019-05,6,Fri,10
11-May-2019,20190511,5,May,Q2,2019,2019-Q2,2019-May,2019-05,7,Sat,11
12-May-2019,20190512,5,May,Q2,2019,2019-Q2,2019-May,2019-05,1,Sun,12
13-May-2019,20190513,5,May,Q2,2019,2019-Q2,2019-May,2019-05,2,Mon,13
14-May-2019,20190514,5,May,Q2,2019,2019-Q2,2019-May,2019-05,3,Tue,14
15-May-2019,20190515,5,May,Q2,2019,2019-Q2,2019-May,2019-05,4,Wed,15
16-May-2019,20190516,5,May,Q2,2019,2019-Q2,2019-May,2019-05,5,Thu,16
17-May-2019,20190517,5,May,Q2,2019,2019-Q2,2019-May,2019-05,6,Fri,17
18-May-2019,20190518,5,May,Q2,2019,2019-Q2,2019-May,2019-05,7,Sat,18
19-May-2019,20190519,5,May,Q2,2019,2019-Q2,2019-May,2019-05,1,Sun,19
20-May-2019,20190520,5,May,Q2,2019,2019-Q2,2019-May,2019-05,2,Mon,20
21-May-2019,20190521,5,May,Q2,2019,2019-Q2,2019-May,2019-05,3,Tue,21
22-May-2019,20190522,5,May,Q2,2019,2019-Q2,2019-May,2019-05,4,Wed,22
23-May-2019,20190523,5,May,Q2,2019,2019-Q2,2019-May,2019-05,5,Thu,23
24-May-2019,20190524,5,May,Q2,2019,2019-Q2,2019-May,2019-05,6,Fri,24
25-May-2019,20190525,5,May,Q2,2019,2019-Q2,2019-May,2019-05,7,Sat,25
26-May-2019,20190526,5,May,Q2,2019,2019-Q2,2019-May,2019-05,1,Sun,26
27-May-2019,20190527,5,May,Q2,2019,2019-Q2,2019-May,2019-05,2,Mon,27
28-May-2019,20190528,5,May,Q2,2019,2019-Q2,2019-May,2019-05,3,Tue,28
29-May-2019,20190529,5,May,Q2,2019,2019-Q2,2019-May,2019-05,4,Wed,29
30-May-2019,20190530,5,May,Q2,2019,2019-Q2,2019-May,2019-05,5,Thu,30
31-May-2019,20190531,5,May,Q2,2019,2019-Q2,2019-May,2019-05,6,Fri,31
01-Jun-2019,20190601,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,7,Sat,1
02-Jun-2019,20190602,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,1,Sun,2
03-Jun-2019,20190603,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,2,Mon,3
04-Jun-2019,20190604,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,3,Tue,4
05-Jun-2019,20190605,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,4,Wed,5
06-Jun-2019,20190606,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,5,Thu,6
07-Jun-2019,20190607,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,6,Fri,7
08-Jun-2019,20190608,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,7,Sat,8
09-Jun-2019,20190609,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,1,Sun,9
10-Jun-2019,20190610,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,2,Mon,10
11-Jun-2019,20190611,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,3,Tue,11
12-Jun-2019,20190612,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,4,Wed,12
13-Jun-2019,20190613,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,5,Thu,13
14-Jun-2019,20190614,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,6,Fri,14
15-Jun-2019,20190615,6,Jun,Q2,2019,2019-Q2,2019-Jun,2019-06,7,Sat,15
