Date,BookId,P&L,VaRLower
15/06/2018,26,-59.36525285,
15/06/2018,27,54.12811897,
16/06/2018,1,9.212740406,
16/06/2018,2,5.88271359,
16/06/2018,3,-10.09393794,
16/06/2018,4,11.26124026,
16/06/2018,5,0.157610663,
16/06/2018,6,31.64169889,
16/06/2018,7,-6.155739696,
16/06/2018,8,8.089100742,
16/06/2018,9,-14.99096285,
16/06/2018,10,6.837497597,
16/06/2018,11,5.704211463,
16/06/2018,12,69.64653579,
16/06/2018,13,24.1095216,
16/06/2018,14,-2.242457497,
16/06/2018,15,93.61045908,
16/06/2018,16,-21.6754456,
16/06/2018,17,82.18100664,
16/06/2018,18,-36.66113961,
16/06/2018,19,14.41563732,
16/06/2018,20,-35.75407457,
16/06/2018,21,-2.53029701,
16/06/2018,22,63.14273698,
16/06/2018,23,38.96294718,
16/06/2018,24,-216.6158905,
16/06/2018,25,-29.32700207,
16/06/2018,26,-96.0317971,
16/06/2018,27,107.7760876,
17/06/2018,1,12.35215064,
17/06/2018,2,0.414977338,
17/06/2018,3,-1.166737052,
17/06/2018,4,-4.719410926,
17/06/2018,5,14.40927347,
17/06/2018,6,-7.659270462,
17/06/2018,7,-16.1731341,
17/06/2018,8,-37.55935625,
17/06/2018,9,8.696549061,
17/06/2018,10,-15.60641053,
17/06/2018,11,1.735962857,
17/06/2018,12,12.0233955,
17/06/2018,13,8.211922385,
17/06/2018,14,21.50273116,
17/06/2018,15,40.13862857,
17/06/2018,16,21.11236131,
17/06/2018,17,-25.63012661,
17/06/2018,18,3.313089574,
17/06/2018,19,17.65637082,
17/06/2018,20,-31.81643048,
17/06/2018,21,31.29069162,
17/06/2018,22,-44.13230286,
17/06/2018,23,66.61267471,
17/06/2018,24,58.70342698,
17/06/2018,25,-68.33848772,
17/06/2018,26,-120.692077,
17/06/2018,27,-142.5022493,
18/06/2018,1,5.167505618,
18/06/2018,2,12.1667612,
18/06/2018,3,-9.270156251,
18/06/2018,4,11.79302785,
18/06/2018,5,7.486018021,
18/06/2018,6,10.1254093,
18/06/2018,7,-19.71791853,
18/06/2018,8,34.15643939,
18/06/2018,9,-2.726257665,
18/06/2018,10,20.09647188,
18/06/2018,11,19.60128146,
18/06/2018,12,37.97424285,
18/06/2018,13,-1.507274621,
18/06/2018,14,-21.51765141,
18/06/2018,15,-21.42164534,
18/06/2018,16,39.57613727,
18/06/2018,17,40.29509854,
18/06/2018,18,2.879832909,
18/06/2018,19,73.86389013,
18/06/2018,20,-62.3217005,
18/06/2018,21,-25.28440344,
18/06/2018,22,-56.76629926,
18/06/2018,23,43.48149775,
18/06/2018,24,28.5453307,
18/06/2018,25,-34.42126499,
18/06/2018,26,135.8876954,
18/06/2018,27,-33.58281477,
19/06/2018,1,-20.95804525,
19/06/2018,2,-16.4144682,
19/06/2018,3,-9.045657565,
19/06/2018,4,7.574438205,
19/06/2018,5,15.18825017,
19/06/2018,6,-15.0480421,
19/06/2018,7,-35.81784545,
19/06/2018,8,-2.532174984,
19/06/2018,9,-11.89465992,
19/06/2018,10,-47.29972382,
19/06/2018,11,-0.27415183,
19/06/2018,12,-5.782702862,
19/06/2018,13,-1.304159397,
19/06/2018,14,14.61704768,
19/06/2018,15,-36.36061575,
19/06/2018,16,41.85550956,
19/06/2018,17,16.00172426,
19/06/2018,18,-12.37763072,
19/06/2018,19,44.50554587,
19/06/2018,20,-74.95629282,
19/06/2018,21,-14.17435852,
19/06/2018,22,-29.3242692,
19/06/2018,23,62.26303987,
19/06/2018,24,87.26329509,
19/06/2018,25,-188.704962,
19/06/2018,26,-9.417037986,
19/06/2018,27,-69.88113816,
20/06/2018,1,-3.702016511,
20/06/2018,2,-3.668373163,
20/06/2018,3,-12.00070006,
20/06/2018,4,5.875836551,
20/06/2018,5,-0.289776637,
20/06/2018,6,-1.277675107,
20/06/2018,7,-6.586066082,
20/06/2018,8,-24.53376838,
20/06/2018,9,32.30836027,
20/06/2018,10,-11.0330247,
20/06/2018,11,8.911832116,
20/06/2018,12,-24.24780842,
20/06/2018,13,0.114447758,
20/06/2018,14,9.876869917,
20/06/2018,15,-10.49720391,
20/06/2018,16,38.19238649,
20/06/2018,17,-61.83682384,
20/06/2018,18,1.183842396,
20/06/2018,19,-13.3598661,
20/06/2018,20,-19.459957,
20/06/2018,21,56.71274772,
20/06/2018,22,27.20682941,
20/06/2018,23,-24.33086657,
20/06/2018,24,132.5635844,
20/06/2018,25,114.3134825,
20/06/2018,26,139.2013943,
20/06/2018,27,47.66096199,
21/06/2018,1,10.01627092,
21/06/2018,2,-5.17838458,
21/06/2018,3,-9.543998325,
21/06/2018,4,11.76836196,
21/06/2018,5,8.655165753,
21/06/2018,6,-22.36143347,
21/06/2018,7,32.21330474,
21/06/2018,8,-2.424644344,
21/06/2018,9,-18.0359416,
21/06/2018,10,-1.694594167,
21/06/2018,11,-25.62461564,
21/06/2018,12,-68.63633076,
21/06/2018,13,28.77307969,
21/06/2018,14,8.330351492,
21/06/2018,15,10.82444062,
21/06/2018,16,-57.28140355,
21/06/2018,17,-2.79109284,
21/06/2018,18,39.71070858,
21/06/2018,19,-1.491182247,
21/06/2018,20,37.77413602,
21/06/2018,21,45.7142771,
21/06/2018,22,-21.0064313,
21/06/2018,23,5.528132427,
21/06/2018,24,31.43125881,
21/06/2018,25,-103.1554852,
21/06/2018,26,8.47654981,
21/06/2018,27,-85.67838227,
22/06/2018,1,-3.953347625,
22/06/2018,2,-0.416380643,
22/06/2018,3,6.897300335,
22/06/2018,4,3.505672966,
22/06/2018,5,-7.458455685,
22/06/2018,6,23.94225014,
22/06/2018,7,13.26007395,
22/06/2018,8,-2.174260922,
22/06/2018,9,-1.119684557,
22/06/2018,10,-10.98126428,
22/06/2018,11,-7.253658092,
22/06/2018,12,-3.605332377,
22/06/2018,13,-26.5161486,
22/06/2018,14,33.25333778,
22/06/2018,15,-25.62541733,
22/06/2018,16,6.878602383,
22/06/2018,17,-30.15378256,
22/06/2018,18,13.54765891,
22/06/2018,19,12.10047707,
22/06/2018,20,24.73069291,
22/06/2018,21,-24.42280162,
22/06/2018,22,-2.030546672,
22/06/2018,23,-30.14808146,
22/06/2018,24,79.45745804,
22/06/2018,25,-71.87851693,
22/06/2018,26,-2.686359765,
22/06/2018,27,6.642416019,
23/06/2018,1,-7.969346206,
23/06/2018,2,11.14437055,
23/06/2018,3,5.542395916,
23/06/2018,4,8.394391631,
23/06/2018,5,20.28197186,
23/06/2018,6,3.705247378,
23/06/2018,7,-31.00570299,
23/06/2018,8,25.34605438,
23/06/2018,9,8.012255061,
23/06/2018,10,-43.5705723,
23/06/2018,11,-10.417092,
23/06/2018,12,41.55226244,
23/06/2018,13,29.93870605,
23/06/2018,14,-2.411627476,
23/06/2018,15,56.67040739,
23/06/2018,16,-1.024648142,
23/06/2018,17,-0.834129072,
23/06/2018,18,-3.724037624,
23/06/2018,19,-4.637368861,
23/06/2018,20,-59.59731652,
23/06/2018,21,20.81532488,
23/06/2018,22,1.501386145,
23/06/2018,23,44.97739346,
23/06/2018,24,88.4172093,
23/06/2018,25,-85.78487267,
23/06/2018,26,40.97252346,
23/06/2018,27,178.1909003,
24/06/2018,1,-9.200823286,
24/06/2018,2,-3.490956851,
24/06/2018,3,-3.541569124,
24/06/2018,4,-3.764196071,
24/06/2018,5,19.5912293,
24/06/2018,6,-4.646639311,
24/06/2018,7,36.85143536,
24/06/2018,8,-9.574890108,
24/06/2018,9,43.36312402,
24/06/2018,10,11.45018513,
24/06/2018,11,-31.29578298,
24/06/2018,12,-32.8547049,
24/06/2018,13,18.28034787,
24/06/2018,14,-24.84764723,
24/06/2018,15,48.25765141,
24/06/2018,16,20.70872954,
24/06/2018,17,56.30033365,
24/06/2018,18,-34.86131556,
24/06/2018,19,61.3438979,
24/06/2018,20,-34.65996897,
24/06/2018,21,82.17908381,
24/06/2018,22,82.46723137,
24/06/2018,23,-1.52658827,
24/06/2018,24,234.773689,
24/06/2018,25,127.946852,
24/06/2018,26,-39.6094673,
24/06/2018,27,-73.57845711,
25/06/2018,1,7.247769985,
25/06/2018,2,4.475265961,
25/06/2018,3,-1.398460249,
25/06/2018,4,4.971690277,
25/06/2018,5,24.52944464,
25/06/2018,6,-19.53022202,
25/06/2018,7,22.36192376,
25/06/2018,8,-6.818768086,
25/06/2018,9,27.80869208,
25/06/2018,10,-11.07278949,
25/06/2018,11,16.06377275,
25/06/2018,12,-42.37257967,
25/06/2018,13,-49.33899441,
25/06/2018,14,3.915086483,
25/06/2018,15,5.415486923,
25/06/2018,16,1.139321454,
25/06/2018,17,22.4096349,
25/06/2018,18,6.745677414,
25/06/2018,19,9.350573994,
25/06/2018,20,-27.06146455,
25/06/2018,21,-76.38165679,
25/06/2018,22,42.38102465,
25/06/2018,23,28.23412307,
25/06/2018,24,-121.4022004,
25/06/2018,25,0.328710132,
25/06/2018,26,-65.58397562,
25/06/2018,27,225.8991135,
26/06/2018,1,4.569012163,
26/06/2018,2,-1.604027271,
26/06/2018,3,3.451917862,
26/06/2018,4,-8.406065614,
26/06/2018,5,3.25066125,
26/06/2018,6,-8.941413597,
26/06/2018,7,19.26402163,
26/06/2018,8,30.06401395,
26/06/2018,9,-12.36992511,
26/06/2018,10,-26.63074898,
26/06/2018,11,-3.268629958,
26/06/2018,12,-33.10297578,
26/06/2018,13,-36.41461145,
26/06/2018,14,-45.83715886,
26/06/2018,15,28.86475518,
26/06/2018,16,-8.89423056,
26/06/2018,17,14.56099506,
26/06/2018,18,-50.73377731,
26/06/2018,19,-7.586229769,
26/06/2018,20,9.364909423,
26/06/2018,21,-76.56299074,
26/06/2018,22,-9.12027489,
26/06/2018,23,42.41028592,
26/06/2018,24,-74.09393292,
26/06/2018,25,84.8715911,
26/06/2018,26,-1.437470361,
26/06/2018,27,-16.72286784,
27/06/2018,1,-3.497513827,
27/06/2018,2,-4.408636368,
27/06/2018,3,-10.91235067,
27/06/2018,4,7.090194051,
27/06/2018,5,-8.814898245,
27/06/2018,6,-17.64957658,
27/06/2018,7,32.16329423,
27/06/2018,8,12.70501071,
27/06/2018,9,-6.930489506,
27/06/2018,10,16.37522465,
27/06/2018,11,-12.66666419,
27/06/2018,12,-27.48496538,
27/06/2018,13,-6.307313985,
27/06/2018,14,27.17997255,
27/06/2018,15,-4.259675067,
27/06/2018,16,-28.65424581,
27/06/2018,17,26.59443561,
27/06/2018,18,-39.49231404,
27/06/2018,19,-26.6479002,
27/06/2018,20,34.68534326,
27/06/2018,21,8.017222008,
27/06/2018,22,27.07663525,
27/06/2018,23,-31.49079209,
27/06/2018,24,38.83024559,
27/06/2018,25,-219.2336453,
27/06/2018,26,332.0380341,
27/06/2018,27,-70.24973428,
28/06/2018,1,4.220452753,
28/06/2018,2,-5.207632666,
28/06/2018,3,1.085778576,
28/06/2018,4,3.903249696,
28/06/2018,5,14.20867557,
28/06/2018,6,-35.269827,
28/06/2018,7,-31.53617336,
28/06/2018,8,-15.90271547,
28/06/2018,9,27.64331612,
28/06/2018,10,38.29596981,
28/06/2018,11,17.96953733,
28/06/2018,12,-2.166550061,
28/06/2018,13,-9.42040026,
28/06/2018,14,-50.90974086,
28/06/2018,15,-0.475609564,
28/06/2018,16,-13.13986699,
28/06/2018,17,-13.18172674,
28/06/2018,18,31.3325751,
28/06/2018,19,-55.59305661,
28/06/2018,20,-53.64531303,
28/06/2018,21,-34.07152605,
28/06/2018,22,-26.37033814,
28/06/2018,23,16.81049855,
28/06/2018,24,132.7752252,
28/06/2018,25,230.0595688,
28/06/2018,26,-196.0483464,
28/06/2018,27,8.30098971,
29/06/2018,1,13.49229707,
29/06/2018,2,8.116016744,
29/06/2018,3,13.43511391,
29/06/2018,4,-0.173190132,
29/06/2018,5,9.965292394,
29/06/2018,6,2.107428401,
29/06/2018,7,3.060589145,
29/06/2018,8,0.051744025,
29/06/2018,9,0.961219708,
29/06/2018,10,-14.12358905,
29/06/2018,11,1.800521666,
29/06/2018,12,-39.09585136,
29/06/2018,13,-1.84566994,
29/06/2018,14,25.75182125,
29/06/2018,15,-3.350241332,
29/06/2018,16,-35.424474,
29/06/2018,17,-1.636659685,
29/06/2018,18,1.513477201,
29/06/2018,19,31.68490704,
29/06/2018,20,21.81027316,
29/06/2018,21,-37.40342363,
29/06/2018,22,-34.65240213,
29/06/2018,23,-62.82776114,
29/06/2018,24,-104.6200275,
29/06/2018,25,50.61825149,
29/06/2018,26,-1.543979445,
29/06/2018,27,37.1758909,
30/06/2018,1,-3.782475219,
30/06/2018,2,5.760448121,
30/06/2018,3,4.249088059,
30/06/2018,4,4.325985846,
30/06/2018,5,1.972847307,
30/06/2018,6,6.387822057,
30/06/2018,7,7.11629466,
30/06/2018,8,19.5196859,
30/06/2018,9,-5.478442496,
30/06/2018,10,4.376898609,
30/06/2018,11,22.26977258,
30/06/2018,12,-41.95319593,
30/06/2018,13,16.50849318,
30/06/2018,14,-12.04721248,
30/06/2018,15,-1.139160961,
30/06/2018,16,-14.64158702,
30/06/2018,17,-4.319685258,
30/06/2018,18,-66.68573828,
30/06/2018,19,-36.54347711,
30/06/2018,20,-9.907617892,
30/06/2018,21,33.33838553,
30/06/2018,22,-31.85952972,
30/06/2018,23,46.9711211,
30/06/2018,24,56.34740983,
30/06/2018,25,-120.8756078,
30/06/2018,26,4.891289226,
30/06/2018,27,8.585464753,
01/07/2018,1,9.21197765,
01/07/2018,2,7.513179863,
01/07/2018,3,-2.198106096,
01/07/2018,4,-5.23543584,
01/07/2018,5,14.1112028,
01/07/2018,6,-14.69003967,
01/07/2018,7,-49.21180594,
01/07/2018,8,24.42541764,
01/07/2018,9,-5.874754582,
01/07/2018,10,-1.514850745,
01/07/2018,11,20.62211581,
01/07/2018,12,-30.60934848,
01/07/2018,13,-20.45307334,
01/07/2018,14,-6.848834398,
01/07/2018,15,11.79768755,
01/07/2018,16,-1.046204888,
01/07/2018,17,21.8317961,
01/07/2018,18,2.346615316,
01/07/2018,19,3.89553333,
01/07/2018,20,-13.8198965,
01/07/2018,21,51.44467232,
01/07/2018,22,-44.22631314,
01/07/2018,23,-0.845175944,
01/07/2018,24,104.4847482,
01/07/2018,25,78.91690767,
01/07/2018,26,113.2647398,
01/07/2018,27,-186.8225498,
02/07/2018,1,1.57736673,
02/07/2018,2,20.59277979,
02/07/2018,3,10.21826019,
02/07/2018,4,4.851936715,
02/07/2018,5,11.46010245,
02/07/2018,6,4.856675378,
02/07/2018,7,-26.35360718,
02/07/2018,8,4.35479686,
02/07/2018,9,9.095547035,
02/07/2018,10,25.02847886,
02/07/2018,11,13.55284814,
02/07/2018,12,-30.68758894,
02/07/2018,13,25.64570432,
02/07/2018,14,-54.84234266,
02/07/2018,15,23.46157654,
02/07/2018,16,-3.894877771,
02/07/2018,17,-21.26312859,
02/07/2018,18,-53.50979648,
02/07/2018,19,25.07572667,
02/07/2018,20,-0.138386663,
02/07/2018,21,53.85700347,
02/07/2018,22,30.523887,
02/07/2018,23,36.96572979,
02/07/2018,24,-96.04829869,
02/07/2018,25,12.75828205,
02/07/2018,26,92.50736807,
02/07/2018,27,80.16725788,
03/07/2018,1,1.370365306,
03/07/2018,2,10.56374412,
03/07/2018,3,18.3276554,
03/07/2018,4,16.86963252,
03/07/2018,5,17.52217818,
03/07/2018,6,6.35807924,
03/07/2018,7,-7.30876395,
03/07/2018,8,6.293563698,
03/07/2018,9,15.38143836,
03/07/2018,10,9.818553741,
03/07/2018,11,-8.070404506,
03/07/2018,12,18.16306809,
03/07/2018,13,1.744074834,
03/07/2018,14,-41.73168257,
03/07/2018,15,9.48174232,
03/07/2018,16,-23.5544141,
03/07/2018,17,42.43699359,
03/07/2018,18,9.707947888,
03/07/2018,19,-46.21614913,
03/07/2018,20,57.09025829,
03/07/2018,21,11.16936174,
03/07/2018,22,-14.02963361,
03/07/2018,23,40.99926869,
03/07/2018,24,6.474569695,
03/07/2018,25,-12.47272741,
03/07/2018,26,68.21815192,
03/07/2018,27,-65.20597899,
04/07/2018,1,2.023810499,
04/07/2018,2,10.84843209,
04/07/2018,3,14.88248235,
04/07/2018,4,0.161073738,
04/07/2018,5,7.58824838,
04/07/2018,6,-16.65460091,
04/07/2018,7,-10.03243695,
04/07/2018,8,-1.116075351,
04/07/2018,9,8.107172553,
04/07/2018,10,39.60209884,
04/07/2018,11,16.31631763,
04/07/2018,12,8.851456842,
04/07/2018,13,-51.21051781,
04/07/2018,14,-21.24017561,
04/07/2018,15,21.70471111,
04/07/2018,16,38.02176883,
04/07/2018,17,-13.42705339,
04/07/2018,18,19.44541848,
04/07/2018,19,-5.434846315,
04/07/2018,20,-56.90852771,
04/07/2018,21,17.11825312,
04/07/2018,22,0.653809376,
04/07/2018,23,-47.6572155,
04/07/2018,24,20.32273431,
04/07/2018,25,52.87577072,
04/07/2018,26,-148.5573317,
04/07/2018,27,170.3828651,
05/07/2018,1,1.85698396,
05/07/2018,2,-10.14966685,
05/07/2018,3,6.839113296,
05/07/2018,4,2.786473884,
05/07/2018,5,18.87791588,
05/07/2018,6,-0.777184953,
05/07/2018,7,20.38409741,
05/07/2018,8,-37.97793236,
05/07/2018,9,4.67568126,
05/07/2018,10,33.13185515,
05/07/2018,11,-16.81843561,
05/07/2018,12,31.3698778,
05/07/2018,13,33.39086861,
05/07/2018,14,-34.20097528,
05/07/2018,15,-36.37047576,
05/07/2018,16,-58.26314735,
05/07/2018,17,-5.733825963,
05/07/2018,18,77.73392604,
05/07/2018,19,-30.20820056,
05/07/2018,20,8.328370722,
05/07/2018,21,-58.25506314,
05/07/2018,22,-40.39799811,
05/07/2018,23,3.454871946,
05/07/2018,24,97.39763795,
05/07/2018,25,52.78284497,
05/07/2018,26,-34.94986444,
05/07/2018,27,-70.12304285,
06/07/2018,1,-5.286106353,
06/07/2018,2,18.20569116,
06/07/2018,3,2.02420021,
06/07/2018,4,11.6562388,
06/07/2018,5,-10.25154021,
06/07/2018,6,13.32207443,
06/07/2018,7,-19.55324624,
06/07/2018,8,6.657818356,
06/07/2018,9,-55.21453183,
06/07/2018,10,-19.35864028,
06/07/2018,11,0.252657153,
06/07/2018,12,-11.0572781,
06/07/2018,13,15.03825891,
06/07/2018,14,14.12979243,
06/07/2018,15,-1.824378896,
06/07/2018,16,6.221175118,
06/07/2018,17,11.90095536,
06/07/2018,18,21.72952356,
06/07/2018,19,-24.32277769,
06/07/2018,20,15.01497418,
06/07/2018,21,4.215729662,
06/07/2018,22,22.6399426,
06/07/2018,23,-96.18636328,
06/07/2018,24,-45.15121481,
06/07/2018,25,44.20885246,
06/07/2018,26,23.0034596,
06/07/2018,27,29.71504223,
07/07/2018,1,-9.058230243,
07/07/2018,2,-7.699405269,
07/07/2018,3,-6.757651404,
07/07/2018,4,-13.44247858,
07/07/2018,5,-2.16832103,
07/07/2018,6,4.598080238,
07/07/2018,7,-27.89517671,
07/07/2018,8,-0.195743074,
07/07/2018,9,20.24430242,
07/07/2018,10,6.719504103,
07/07/2018,11,0.926495876,
07/07/2018,12,-7.763283153,
07/07/2018,13,36.34200421,
07/07/2018,14,-19.23866218,
07/07/2018,15,10.41571496,
07/07/2018,16,-72.13551585,
07/07/2018,17,23.53748638,
07/07/2018,18,9.863309096,
07/07/2018,19,86.02706592,
07/07/2018,20,-58.44428198,
07/07/2018,21,0.105616323,
07/07/2018,22,23.76650425,
07/07/2018,23,-38.29028889,
07/07/2018,24,0.159505752,
07/07/2018,25,-195.1737934,
07/07/2018,26,34.83648682,
07/07/2018,27,-109.1392095,
08/07/2018,1,-3.22446696,
08/07/2018,2,12.25786806,
08/07/2018,3,21.1663586,
08/07/2018,4,11.56649818,
08/07/2018,5,12.92356412,
08/07/2018,6,-29.17909955,
08/07/2018,7,24.99036328,
08/07/2018,8,-44.84411925,
08/07/2018,9,23.97946491,
08/07/2018,10,-15.76957848,
08/07/2018,11,60.10351195,
08/07/2018,12,-13.9146525,
08/07/2018,13,-30.73526576,
08/07/2018,14,48.77025146,
08/07/2018,15,64.71985613,
08/07/2018,16,36.39230462,
08/07/2018,17,27.67938327,
08/07/2018,18,-17.76244418,
08/07/2018,19,24.18843089,
08/07/2018,20,-39.60077111,
08/07/2018,21,-76.48543969,
08/07/2018,22,53.37463698,
08/07/2018,23,-4.9129135,
08/07/2018,24,57.80459353,
08/07/2018,25,-23.51100434,
08/07/2018,26,-176.2143114,
08/07/2018,27,-77.16691282,
09/07/2018,1,-7.410340552,
09/07/2018,2,-18.74426944,
09/07/2018,3,-4.301492303,
09/07/2018,4,7.270382558,
09/07/2018,5,11.53276316,
09/07/2018,6,-12.547869,
09/07/2018,7,25.24971969,
09/07/2018,8,7.73181891,
09/07/2018,9,10.07532525,
09/07/2018,10,39.00791263,
09/07/2018,11,-7.861470339,
09/07/2018,12,22.47991743,
09/07/2018,13,12.80163821,
09/07/2018,14,26.75256203,
09/07/2018,15,16.58336074,
09/07/2018,16,-41.47401771,
09/07/2018,17,10.35041828,
09/07/2018,18,-9.26393271,
09/07/2018,19,-26.57724329,
09/07/2018,20,-1.449143982,
09/07/2018,21,-5.87064601,
09/07/2018,22,39.77898659,
09/07/2018,23,-2.649743917,
09/07/2018,24,119.8911583,
09/07/2018,25,43.32482632,
09/07/2018,26,41.84734818,
09/07/2018,27,4.930382781,
10/07/2018,1,-7.26269342,
10/07/2018,2,-1.287678278,
10/07/2018,3,11.26038097,
10/07/2018,4,-9.4301908,
10/07/2018,5,14.91000387,
10/07/2018,6,-13.74550891,
10/07/2018,7,-1.687426735,
10/07/2018,8,-4.259890017,
10/07/2018,9,-3.750167721,
10/07/2018,10,-13.11463257,
10/07/2018,11,-2.828820958,
10/07/2018,12,29.16331655,
10/07/2018,13,3.359443935,
10/07/2018,14,12.1635015,
10/07/2018,15,-38.68887409,
10/07/2018,16,3.511606925,
10/07/2018,17,28.82759683,
10/07/2018,18,15.01410478,
10/07/2018,19,32.50891545,
10/07/2018,20,6.857278825,
10/07/2018,21,-40.85357245,
10/07/2018,22,31.56327931,
10/07/2018,23,33.92705715,
10/07/2018,24,-52.64311171,
10/07/2018,25,12.62314116,
10/07/2018,26,130.1603717,
10/07/2018,27,-45.94228775,
11/07/2018,1,-6.938056911,
11/07/2018,2,-4.707363803,
11/07/2018,3,-10.86873146,
11/07/2018,4,17.44490192,
11/07/2018,5,11.24557227,
11/07/2018,6,-42.50955657,
11/07/2018,7,-14.66984845,
11/07/2018,8,22.24411155,
11/07/2018,9,4.975418935,
11/07/2018,10,6.021766255,
11/07/2018,11,34.3265241,
11/07/2018,12,0.731061176,
11/07/2018,13,-28.45343943,
11/07/2018,14,-48.44520265,
11/07/2018,15,2.661634256,
11/07/2018,16,12.16882131,
11/07/2018,17,-7.882418015,
11/07/2018,18,-12.1317279,
11/07/2018,19,26.31011693,
11/07/2018,20,14.5518734,
11/07/2018,21,36.94339913,
11/07/2018,22,-29.63619316,
11/07/2018,23,54.20519506,
11/07/2018,24,-177.9572331,
11/07/2018,25,2.06269307,
11/07/2018,26,-135.320981,
11/07/2018,27,73.86499015,
12/07/2018,1,3.312120272,
12/07/2018,2,-3.88374227,
12/07/2018,3,-7.543670026,
12/07/2018,4,15.30265369,
12/07/2018,5,5.184728953,
12/07/2018,6,-19.35258336,
12/07/2018,7,-9.456901536,
12/07/2018,8,-16.10449675,
12/07/2018,9,17.0025007,
12/07/2018,10,-7.245533913,
12/07/2018,11,-1.135730376,
12/07/2018,12,-19.37167285,
12/07/2018,13,40.03605865,
12/07/2018,14,25.86599947,
12/07/2018,15,27.64683141,
12/07/2018,16,-27.20509787,
12/07/2018,17,71.9127695,
12/07/2018,18,-38.39077791,
12/07/2018,19,9.876612846,
12/07/2018,20,-40.54877171,
12/07/2018,21,49.0616669,
12/07/2018,22,-44.28588106,
12/07/2018,23,33.82526354,
12/07/2018,24,-79.85409972,
12/07/2018,25,-105.9905263,
12/07/2018,26,43.89325571,
12/07/2018,27,42.83206599,
13/07/2018,1,-12.06516378,
13/07/2018,2,-3.664202326,
13/07/2018,3,-3.563133348,
13/07/2018,4,8.035564371,
13/07/2018,5,20.10819789,
13/07/2018,6,-20.76894089,
13/07/2018,7,-6.831519817,
13/07/2018,8,-15.67507874,
13/07/2018,9,-13.88830834,
13/07/2018,10,-5.720623533,
13/07/2018,11,-8.988299464,
13/07/2018,12,15.12835303,
13/07/2018,13,-23.83824703,
13/07/2018,14,-3.931626027,
13/07/2018,15,21.79353765,
13/07/2018,16,2.679790895,
13/07/2018,17,19.79439266,
13/07/2018,18,-47.6473333,
13/07/2018,19,-26.70311879,
13/07/2018,20,-37.9589882,
13/07/2018,21,10.43845817,
13/07/2018,22,-10.67849854,
13/07/2018,23,-49.28041456,
13/07/2018,24,-52.90127614,
13/07/2018,25,-14.77998724,
13/07/2018,26,-88.77156654,
13/07/2018,27,-15.74140738,
14/07/2018,1,16.36872725,
14/07/2018,2,-8.309794654,
14/07/2018,3,5.055966716,
14/07/2018,4,0.496134501,
14/07/2018,5,9.23823229,
14/07/2018,6,-0.29004643,
14/07/2018,7,-54.50460627,
14/07/2018,8,-26.23346816,
14/07/2018,9,10.58672278,
14/07/2018,10,13.54763264,
14/07/2018,11,-17.87516569,
14/07/2018,12,-37.91759741,
14/07/2018,13,-8.164450885,
14/07/2018,14,14.35339242,
14/07/2018,15,60.94021334,
14/07/2018,16,25.7964176,
14/07/2018,17,8.538013516,
14/07/2018,18,-34.1369651,
14/07/2018,19,34.75017121,
14/07/2018,20,65.72024751,
14/07/2018,21,19.95409238,
14/07/2018,22,-41.25963361,
14/07/2018,23,17.98305137,
14/07/2018,24,44.59096438,
14/07/2018,25,85.44384957,
14/07/2018,26,17.96544479,
14/07/2018,27,112.4125406,
15/07/2018,1,-20.42732789,
15/07/2018,2,6.438520436,
15/07/2018,3,28.88647957,
15/07/2018,4,-14.70190493,
15/07/2018,5,1.471780064,
15/07/2018,6,26.67134727,
15/07/2018,7,-30.56026987,
15/07/2018,8,-3.516356449,
15/07/2018,9,-23.4617814,
15/07/2018,10,22.44380188,
15/07/2018,11,27.95541231,
15/07/2018,12,56.03773171,
15/07/2018,13,-26.64308352,
15/07/2018,14,22.65105614,
15/07/2018,15,-13.35540229,
15/07/2018,16,9.763958585,
15/07/2018,17,27.42930809,
15/07/2018,18,2.324192247,
15/07/2018,19,17.60456916,
15/07/2018,20,3.785290549,
15/07/2018,21,45.1161545,
15/07/2018,22,-32.38363078,
15/07/2018,23,64.61493038,
15/07/2018,24,-35.31531552,
15/07/2018,25,-105.5908336,
15/07/2018,26,-72.05590882,
15/07/2018,27,-81.23407172,
16/07/2018,1,3.397046618,
16/07/2018,2,1.918353491,
16/07/2018,3,4.035741051,
16/07/2018,4,-24.83064172,
16/07/2018,5,3.023322841,
16/07/2018,6,-1.600564548,
16/07/2018,7,-34.86328456,
16/07/2018,8,-17.85408017,
16/07/2018,9,-37.78194425,
16/07/2018,10,27.24893119,
16/07/2018,11,32.5883578,
16/07/2018,12,4.579942052,
16/07/2018,13,46.30868991,
16/07/2018,14,19.78811183,
16/07/2018,15,8.133491284,
16/07/2018,16,-29.69915284,
16/07/2018,17,25.59254125,
16/07/2018,18,-35.21895331,
16/07/2018,19,-6.676443916,
16/07/2018,20,58.77487343,
16/07/2018,21,-55.40565885,
16/07/2018,22,-30.88565988,
16/07/2018,23,-69.04535536,
16/07/2018,24,-143.9818856,
16/07/2018,25,4.722487513,
16/07/2018,26,-88.2802969,
16/07/2018,27,44.39212769,
17/07/2018,1,9.157891934,
17/07/2018,2,16.88542074,
17/07/2018,3,-10.37570608,
17/07/2018,4,-8.807261537,
17/07/2018,5,8.673333171,
17/07/2018,6,3.92837484,
17/07/2018,7,-21.58445882,
17/07/2018,8,8.191415372,
17/07/2018,9,33.56679101,
17/07/2018,10,-24.96441364,
