Name,Gender,Year,Rank
Chelsea,girls,1996,34
Chelsea,girls,1997,35
Chelsea,girls,1998,39
Chelsea,girls,1999,43
Chelsea,girls,2000,51
Chelsea,girls,2001,66
Chelsea,girls,2002,78
Chelsea,girls,2003,75
Chelsea,girls,2004,86
Cheryl,girls,1954,92
Cheryl,girls,1964,84
Cheryl,girls,1974,66
Cheryl,girls,1984,68
Chloe,girls,1984,97
Chloe,girls,1994,11
Chloe,girls,1996,2
Chloe,girls,1997,1
Chloe,girls,1998,1
Chloe,girls,1999,1
Chloe,girls,2000,1
Chloe,girls,2001,1
Chloe,girls,2002,1
Chloe,girls,2003,3
Chloe,girls,2004,5
Chloe,girls,2005,6
Chloe,girls,2006,7
Chloe,girls,2007,7
Chloe,girls,2008,6
Chloe,girls,2009,3
Chloe,girls,2010,8
Chloe,girls,2011,12
Chloe,girls,2012,16
Chloe,girls,2013,18
Chloe,girls,2014,19
Chloe,girls,2015,18
Chloe,girls,2016,23
Chloe,girls,2017,32
Christian,boys,1974,49
Christian,boys,1994,92
Christian,boys,1996,90
Christian,boys,1997,93
Christian,boys,1998,93
Christina,girls,1904,99
Christina,girls,1944,74
Christina,girls,1954,81
Christine,girls,1924,94
Christine,girls,1934,56
Christine,girls,1944,3
Christine,girls,1954,3
Christine,girls,1964,26
Christine,girls,1974,63
Christine,girls,1984,89
Christopher,boys,1904,61
Christopher,boys,1914,66
Christopher,boys,1924,69
Christopher,boys,1934,57
Christopher,boys,1944,16
Christopher,boys,1954,9
Christopher,boys,1964,11
Christopher,boys,1974,6
Christopher,boys,1984,1
Christopher,boys,1994,14
Christopher,boys,1996,25
Christopher,boys,1997,26
Christopher,boys,1998,32
Christopher,boys,1999,38
Christopher,boys,2000,42
Christopher,boys,2001,48
Christopher,boys,2002,56
Christopher,boys,2003,59
Christopher,boys,2004,65
Christopher,boys,2005,76
Christopher,boys,2006,83
Christopher,boys,2007,86
Christopher,boys,2008,94
Christopher,boys,2009,94
Clair,girls,1974,94
Claire,girls,1964,55
Claire,girls,1974,2
Claire,girls,1984,6
Claire,girls,1994,63
Claire,girls,1996,90
Clara,girls,1904,59
Clara,girls,1914,76
Clara,girls,2015,91
Clara,girls,2016,88
Clara,girls,2017,86
Clare,girls,1964,72
Clare,girls,1974,15
Clare,girls,1984,30
Clarence,boys,1904,77
Clarence,boys,1914,90
Claude,boys,1904,83
Claude,boys,1914,97
Clifford,boys,1904,43
Clifford,boys,1914,45
Clifford,boys,1924,48
Clifford,boys,1934,60
Clifford,boys,1944,68
Clifford,boys,1954,81
Clive,boys,1934,70
Clive,boys,1944,50
Clive,boys,1954,44
Clive,boys,1964,58
Colin,boys,1904,96
Colin,boys,1914,82
Colin,boys,1924,61
Colin,boys,1934,26
Colin,boys,1944,15
Colin,boys,1954,22
Colin,boys,1964,25
Colin,boys,1974,44
Colin,boys,1984,67
Connor,boys,1994,28
Connor,boys,1996,13
Connor,boys,1997,12
Connor,boys,1998,11
Connor,boys,1999,22
Connor,boys,2000,23
Connor,boys,2001,25
Connor,boys,2002,26
Connor,boys,2003,25
Connor,boys,2004,28
Connor,boys,2005,30
Connor,boys,2006,35
Connor,boys,2007,37
Connor,boys,2008,41
Connor,boys,2009,46
Connor,boys,2010,44
Connor,boys,2011,48
Connor,boys,2012,58
Connor,boys,2013,66
Connor,boys,2014,79
Connor,boys,2015,100
Conor,boys,1994,68
Conor,boys,1996,63
Conor,boys,1997,64
Conor,boys,1998,57
Conor,boys,1999,66
Conor,boys,2000,88
Conor,boys,2001,93
Constance,girls,1904,41
Constance,girls,1914,44
Constance,girls,1924,45
Constance,girls,1934,86
Corey,boys,1997,90
Corey,boys,1998,98
Corey,boys,2003,99
Corey,boys,2005,91
Corey,boys,2006,80
Corey,boys,2007,93
Corey,boys,2008,86
Courtney,girls,1994,87
Courtney,girls,1996,52
Courtney,girls,1997,18
Courtney,girls,1998,17
Courtney,girls,1999,18
Courtney,girls,2000,22
Courtney,girls,2001,29
Courtney,girls,2002,32
Courtney,girls,2003,34
Courtney,girls,2004,46
Courtney,girls,2005,58
Courtney,girls,2006,66
Courtney,girls,2007,79
Courtney,girls,2008,98
Craig,boys,1964,60
Craig,boys,1974,28
Craig,boys,1984,19
Craig,boys,1994,61
Craig,boys,1996,81
Craig,boys,1997,91
Curtis,boys,1996,78
Curtis,boys,1997,85
Cynthia,girls,1934,65
Cynthia,girls,1944,64
Cyril,boys,1904,26
Cyril,boys,1914,29
Cyril,boys,1924,35
Cyril,boys,1934,61
Cyril,boys,1944,98
Daisy,girls,1904,47
Daisy,girls,1914,54
Daisy,girls,1924,88
Daisy,girls,1994,85
Daisy,girls,1996,71
Daisy,girls,1997,69
Daisy,girls,1998,65
Daisy,girls,1999,68
Daisy,girls,2000,48
Daisy,girls,2001,47
Daisy,girls,2002,40
Daisy,girls,2003,31
Daisy,girls,2004,32
Daisy,girls,2005,28
Daisy,girls,2006,26
Daisy,girls,2007,25
Daisy,girls,2008,25
Daisy,girls,2009,18
Daisy,girls,2010,15
Daisy,girls,2011,20
Daisy,girls,2012,22
Daisy,girls,2013,23
Daisy,girls,2014,24
Daisy,girls,2015,20
Daisy,girls,2016,22
Daisy,girls,2017,18
Dale,boys,1984,76
Dale,boys,1994,63
Damian,boys,1974,64
Damien,boys,1984,97
Daniel,boys,1904,57
Daniel,boys,1914,59
Daniel,boys,1924,72
Daniel,boys,1934,71
Daniel,boys,1944,82
Daniel,boys,1954,73
Daniel,boys,1964,53
Daniel,boys,1974,16
Daniel,boys,1984,4
Daniel,boys,1994,4
Daniel,boys,1996,2
Daniel,boys,1997,4
Daniel,boys,1998,4
Daniel,boys,1999,5
Daniel,boys,2000,5
Daniel,boys,2001,5
Daniel,boys,2002,5
Daniel,boys,2003,5
Daniel,boys,2004,5
Daniel,boys,2005,6
Daniel,boys,2006,8
Daniel,boys,2007,6
Daniel,boys,2008,8
Daniel,boys,2009,10
Daniel,boys,2010,11
Daniel,boys,2011,14
Daniel,boys,2012,16
Daniel,boys,2013,22
Daniel,boys,2014,24
Daniel,boys,2015,24
Daniel,boys,2016,28
Daniel,boys,2017,32
Danielle,girls,1984,27
Danielle,girls,1994,21
Danielle,girls,1996,20
Danielle,girls,1997,29
Danielle,girls,1998,34
Danielle,girls,1999,45
Danielle,girls,2000,55
Danielle,girls,2001,73
Danielle,girls,2002,83
Danny,boys,1984,86
Danny,boys,1994,91
Danny,boys,1996,98
Daphne,girls,1924,72
Daphne,girls,1934,54
Daphne,girls,1944,94
Darcey,girls,2012,89
Darcey,girls,2013,84
Darcey,girls,2014,72
Darcey,girls,2015,77
Darcey,girls,2016,82
Darcey,girls,2017,92
Darcie,girls,2014,80
Darcie,girls,2015,74
Darcie,girls,2016,71
Darcie,girls,2017,66
Darcy,girls,2013,93
Darcy,girls,2014,93
Darcy,girls,2015,89
Darcy,girls,2016,98
Darcy,girls,2017,97
Darren,boys,1964,66
Darren,boys,1974,15
Darren,boys,1984,33
Darren,boys,1994,100
David,boys,1904,30
David,boys,1914,32
David,boys,1924,21
David,boys,1934,5
David,boys,1944,2
David,boys,1954,1
David,boys,1964,1
David,boys,1974,3
David,boys,1984,3
David,boys,1994,24
David,boys,1996,32
David,boys,1997,35
David,boys,1998,39
David,boys,1999,42
David,boys,2000,43
David,boys,2001,46
David,boys,2002,47
David,boys,2003,49
David,boys,2004,55
David,boys,2005,61
David,boys,2006,67
David,boys,2007,63
David,boys,2008,64
David,boys,2009,64
David,boys,2010,64
David,boys,2011,57
David,boys,2012,59
David,boys,2013,50
David,boys,2014,50
David,boys,2015,43
David,boys,2016,43
David,boys,2017,44
Dawn,girls,1954,86
Dawn,girls,1964,25
Dawn,girls,1974,35
Dawn,girls,1984,90
Dean,boys,1964,44
Dean,boys,1974,37
Dean,boys,1984,39
Dean,boys,1994,67
Dean,boys,1996,80
Dean,boys,1997,99
Debbie,girls,1964,92
Debbie,girls,1974,96
Deborah,girls,1954,59
Deborah,girls,1964,5
Deborah,girls,1974,24
Deborah,girls,1984,77
Debra,girls,1964,32
Debra,girls,1974,100
Declan,boys,1994,94
Declan,boys,1996,84
Declan,boys,1997,69
Declan,boys,1998,85
Declan,boys,1999,73
Declan,boys,2000,66
Declan,boys,2001,81
Declan,boys,2002,89
Declan,boys,2003,92
Declan,boys,2004,92
Demi,girls,1994,86
Demi,girls,1996,79
Demi,girls,1997,80
Demi,girls,2005,78
Demi,girls,2006,95
Denis,boys,1904,98
Denis,boys,1914,69
Denis,boys,1924,58
Denis,boys,1934,64
Denis,boys,1944,85
Denis,boys,1954,97
Denise,girls,1944,79
Denise,girls,1954,29
Denise,girls,1964,38
Denise,girls,1974,92
Dennis,boys,1904,87
Dennis,boys,1914,56
Dennis,boys,1924,20
Dennis,boys,1934,19
Dennis,boys,1944,34
Dennis,boys,1954,55
Dennis,boys,1964,96
Derek,boys,1924,52
Derek,boys,1934,14
Derek,boys,1944,27
Derek,boys,1954,37
Derek,boys,1964,43
Derek,boys,1974,100
Derrick,boys,1924,74
Derrick,boys,1934,77
Desmond,boys,1924,65
Desmond,boys,1934,88
Dexter,boys,2010,98
Dexter,boys,2011,78
Dexter,boys,2012,70
Dexter,boys,2013,63
Dexter,boys,2014,73
Dexter,boys,2015,79
Dexter,boys,2016,83
Dexter,boys,2017,86
Diana,girls,1934,80
Diana,girls,1944,51
Diana,girls,1954,79
Diane,girls,1944,35
Diane,girls,1954,33
Diane,girls,1964,9
Diane,girls,1974,71
Dominic,boys,1964,100
Dominic,boys,1974,69
Dominic,boys,1984,80
Dominic,boys,1994,52
Dominic,boys,1996,51
Dominic,boys,1997,53
Dominic,boys,1998,52
Dominic,boys,1999,60
Dominic,boys,2000,61
Dominic,boys,2001,70
Dominic,boys,2002,75
Dominic,boys,2003,71
Dominic,boys,2004,84
Dominic,boys,2005,86
Dominic,boys,2006,92
Dominic,boys,2007,98
Donald,boys,1904,51
Donald,boys,1914,41
Donald,boys,1924,29
Donald,boys,1934,18
Donald,boys,1944,53
Donald,boys,1954,64
Donald,boys,1964,99
Donna,girls,1964,42
Donna,girls,1974,25
Donna,girls,1984,28
Dora,girls,1904,54
Dora,girls,1914,59
Dora,girls,1924,93
Doreen,girls,1914,78
Doreen,girls,1924,15
Doreen,girls,1934,8
Doreen,girls,1944,38
Doreen,girls,1954,90
Doris,girls,1904,3
Doris,girls,1914,3
Doris,girls,1924,7
Doris,girls,1934,33
Doris,girls,1944,99
Dorothy,girls,1904,5
Dorothy,girls,1914,4
Dorothy,girls,1924,5
Dorothy,girls,1934,11
Dorothy,girls,1944,31
Dorothy,girls,1954,67
Douglas,boys,1904,54
Douglas,boys,1914,57
Douglas,boys,1924,38
Douglas,boys,1934,44
Douglas,boys,1944,52
Douglas,boys,1954,69
Douglas,boys,1964,81
Duncan,boys,1964,75
Duncan,boys,1974,66
Dylan,boys,1994,83
Dylan,boys,1996,57
Dylan,boys,1997,52
Dylan,boys,1998,45
Dylan,boys,1999,46
Dylan,boys,2000,37
Dylan,boys,2001,27
Dylan,boys,2002,28
Dylan,boys,2003,28
Dylan,boys,2004,21
Dylan,boys,2005,24
Dylan,boys,2006,23
Dylan,boys,2007,19
Dylan,boys,2008,17
Dylan,boys,2009,19
Dylan,boys,2010,16
Dylan,boys,2011,21
Dylan,boys,2012,28
Dylan,boys,2013,31
Dylan,boys,2014,34
Dylan,boys,2015,39
Dylan,boys,2016,38
Dylan,boys,2017,40
Edgar,boys,1904,49
Edgar,boys,1914,65
Edgar,boys,1924,84
Edith,girls,1904,4
Edith,girls,1914,8
Edith,girls,1924,22
Edith,girls,1934,46
Edith,girls,2017,93
Edmund,boys,1904,76
Edmund,boys,1914,80
Edmund,boys,1924,96
Edna,girls,1904,42
Edna,girls,1914,22
Edna,girls,1924,20
Edna,girls,1934,39
Edward,boys,1904,12
Edward,boys,1914,11
Edward,boys,1924,12
Edward,boys,1934,20
Edward,boys,1944,29
Edward,boys,1954,45
Edward,boys,1964,49
Edward,boys,1974,52
Edward,boys,1984,51
Edward,boys,1994,47
Edward,boys,1996,45
Edward,boys,1997,44
Edward,boys,1998,44
Edward,boys,1999,43
Edward,boys,2000,45
Edward,boys,2001,44
Edward,boys,2002,46
Edward,boys,2003,45
Edward,boys,2004,43
Edward,boys,2005,46
Edward,boys,2006,42
Edward,boys,2007,40
Edward,boys,2008,42
Edward,boys,2009,44
Edward,boys,2010,43
Edward,boys,2011,40
Edward,boys,2012,36
Edward,boys,2013,33
Edward,boys,2014,31
Edward,boys,2015,26
Edward,boys,2016,23
Edward,boys,2017,23
Edwin,boys,1904,40
Edwin,boys,1914,50
Edwin,boys,1924,56
Edwin,boys,1934,74
Edwin,boys,1944,89
Eileen,girls,1904,70
Eileen,girls,1914,27
Eileen,girls,1924,10
Eileen,girls,1934,19
Eileen,girls,1944,28
Eileen,girls,1954,58
Elaine,girls,1944,50
Elaine,girls,1954,18
Elaine,girls,1964,43
Elaine,girls,1974,78
Eleanor,girls,1904,52
Eleanor,girls,1914,67
Eleanor,girls,1924,89
Eleanor,girls,1984,76
Eleanor,girls,1994,32
Eleanor,girls,1996,22
Eleanor,girls,1997,20
Eleanor,girls,1998,19
Eleanor,girls,1999,19
Eleanor,girls,2000,25
Eleanor,girls,2001,27
Eleanor,girls,2002,26
Eleanor,girls,2003,29
Eleanor,girls,2004,29
Eleanor,girls,2005,43
Eleanor,girls,2006,42
Eleanor,girls,2007,48
Eleanor,girls,2008,54
Eleanor,girls,2009,56
Eleanor,girls,2010,61
Eleanor,girls,2011,59
Eleanor,girls,2012,63
Eleanor,girls,2013,57
Eleanor,girls,2014,60
Eleanor,girls,2015,54
Eleanor,girls,2016,47
Eleanor,girls,2017,54
Elijah,boys,2011,91
Elijah,boys,2012,82
Elijah,boys,2013,69
Elijah,boys,2014,53
Elijah,boys,2015,46
Elijah,boys,2016,44
Elijah,boys,2017,41
Elise,girls,2001,100
Elise,girls,2002,96
Elise,girls,2004,97
Eliza,girls,1904,83
Eliza,girls,2010,93
Eliza,girls,2011,62
Eliza,girls,2012,61
Eliza,girls,2013,59
Eliza,girls,2014,47
Eliza,girls,2015,49
Eliza,girls,2016,45
Eliza,girls,2017,41
Elizabeth,girls,1904,9
Elizabeth,girls,1914,9
Elizabeth,girls,1924,9
Elizabeth,girls,1934,14
Elizabeth,girls,1944,15
Elizabeth,girls,1954,8
Elizabeth,girls,1964,20
Elizabeth,girls,1974,23
Elizabeth,girls,1984,25
Elizabeth,girls,1994,26
Elizabeth,girls,1996,26
Elizabeth,girls,1997,30
Elizabeth,girls,1998,30
Elizabeth,girls,1999,33
Elizabeth,girls,2000,33
Elizabeth,girls,2001,33
Elizabeth,girls,2002,30
Elizabeth,girls,2003,32
Elizabeth,girls,2004,35
Elizabeth,girls,2005,42
Elizabeth,girls,2006,41
Elizabeth,girls,2007,36
Elizabeth,girls,2008,40
Elizabeth,girls,2009,43
Elizabeth,girls,2010,48
Elizabeth,girls,2011,44
Elizabeth,girls,2012,38
Elizabeth,girls,2013,39
Elizabeth,girls,2014,37
Elizabeth,girls,2015,39
Elizabeth,girls,2016,38
Elizabeth,girls,2017,44
Ella,girls,1904,97
Ella,girls,1994,81
Ella,girls,1996,56
Ella,girls,1997,44
Ella,girls,1998,38
Ella,girls,1999,27
Ella,girls,2000,27
Ella,girls,2001,19
Ella,girls,2002,16
Ella,girls,2003,12
Ella,girls,2004,14
Ella,girls,2005,10
Ella,girls,2006,11
Ella,girls,2007,9
Ella,girls,2008,12
Ella,girls,2009,13
Ella,girls,2010,18
Ella,girls,2011,16
Ella,girls,2012,18
Ella,girls,2013,16
Ella,girls,2014,16
Ella,girls,2015,6
Ella,girls,2016,9
Ella,girls,2017,9
Elle,girls,2002,93
Ellen,girls,1904,19
Ellen,girls,1914,24
Ellen,girls,1924,41
Ellen,girls,1934,72
Ellen,girls,1994,84
Ellen,girls,1996,63
Ellen,girls,1997,66
Ellen,girls,1998,78
Ellen,girls,1999,78
Ellen,girls,2000,87
Ellen,girls,2001,85
Ellen,girls,2002,98
Ellie,girls,1994,68
Ellie,girls,1996,30
Ellie,girls,1997,27
Ellie,girls,1998,21
Ellie,girls,1999,16
Ellie,girls,2000,15
Ellie,girls,2001,11
Ellie,girls,2002,4
Ellie,girls,2003,2
Ellie,girls,2004,2
Ellie,girls,2005,5
Ellie,girls,2006,10
Ellie,girls,2007,14
Ellie,girls,2008,16
Ellie,girls,2009,27
Ellie,girls,2010,29
Ellie,girls,2011,28
Ellie,girls,2012,35
Ellie,girls,2013,43
Ellie,girls,2014,43
Ellie,girls,2015,47
Ellie,girls,2016,48
Ellie,girls,2017,50
Elliot,boys,1994,70
Elliot,boys,1996,70
Elliot,boys,1997,61
Elliot,boys,1998,65
Elliot,boys,1999,67
Elliot,boys,2000,65
Elliot,boys,2001,68
Elliot,boys,2002,76
Elliot,boys,2003,78
Elliot,boys,2004,85
Elliot,boys,2005,82
Elliot,boys,2006,87
Elliot,boys,2007,91
Elliot,boys,2008,82
Elliot,boys,2009,87
Elliot,boys,2010,85
Elliot,boys,2011,85
Elliot,boys,2012,75
Elliot,boys,2013,76
Elliot,boys,2014,83
Elliot,boys,2015,73
Elliot,boys,2016,66
Elliot,boys,2017,69
Elliott,boys,1994,85
Elliott,boys,1996,88
Elliott,boys,1997,87
Elliott,boys,1998,90
Elliott,boys,1999,96
Elliott,boys,2012,95
Elliott,boys,2013,84
Elliott,boys,2014,72
Elliott,boys,2015,71
Elliott,boys,2016,74
Elliott,boys,2017,80
Ellis,boys,1998,99
Ellis,boys,1999,90
Ellis,boys,2000,96
Ellis,boys,2001,91
Ellis,boys,2002,83
Ellis,boys,2003,85
Ellis,boys,2004,82
Ellis,boys,2005,87
Ellis,boys,2006,77
Ellis,boys,2007,83
Ellis,boys,2008,89
Ellis,boys,2009,85
Ellis,boys,2012,100
Ellis,boys,2014,94
Ellis,boys,2015,90
Ellis,boys,2016,89
Ellis,boys,2017,89
Eloise,girls,2000,93
Eloise,girls,2002,95
Eloise,girls,2003,82
Eloise,girls,2004,83
Eloise,girls,2005,93
Eloise,girls,2006,100
Elsie,girls,1904,10
Elsie,girls,1914,7
Elsie,girls,1924,17
Elsie,girls,1934,51
Elsie,girls,2011,87
Elsie,girls,2012,70
Elsie,girls,2013,47
Elsie,girls,2014,32
Elsie,girls,2015,33
Elsie,girls,2016,31
Elsie,girls,2017,28
Emilia,girls,2008,97
Emilia,girls,2009,90
Emilia,girls,2010,71
Emilia,girls,2011,61
Emilia,girls,2012,56
Emilia,girls,2013,63
Emilia,girls,2014,56
Emilia,girls,2015,45
Emilia,girls,2016,41
Emilia,girls,2017,36
Emily,girls,1904,23
Emily,girls,1914,38
Emily,girls,1924,70
Emily,girls,1974,80
Emily,girls,1984,36
Emily,girls,1994,8
Emily,girls,1996,4
Emily,girls,1997,2
Emily,girls,1998,2
Emily,girls,1999,2
Emily,girls,2000,2
Emily,girls,2001,2
Emily,girls,2002,2
Emily,girls,2003,1
Emily,girls,2004,1
Emily,girls,2005,2
Emily,girls,2006,5
Emily,girls,2007,4
Emily,girls,2008,3
Emily,girls,2009,4
Emily,girls,2010,3
Emily,girls,2011,5
Emily,girls,2012,4
Emily,girls,2013,3
Emily,girls,2014,4
Emily,girls,2015,3
Emily,girls,2016,3
Emily,girls,2017,5
Emma,girls,1904,51
Emma,girls,1914,79
Emma,girls,1974,4
Emma,girls,1984,4
Emma,girls,1994,10
Emma,girls,1996,14
Emma,girls,1997,13
Emma,girls,1998,15
Emma,girls,1999,17
Emma,girls,2000,17
Emma,girls,2001,20
Emma,girls,2002,27
Emma,girls,2003,19
Emma,girls,2004,20
Emma,girls,2005,23
Emma,girls,2006,27
Emma,girls,2007,29
Emma,girls,2008,31
Emma,girls,2009,41
Emma,girls,2010,48
Emma,girls,2011,48
Emma,girls,2012,50
Emma,girls,2013,55
Emma,girls,2014,57
Emma,girls,2015,60
Emma,girls,2016,53
Emma,girls,2017,52
Enid,girls,1914,94
Enid,girls,1924,77
Enid,girls,1934,68
Eric,boys,1904,35
Eric,boys,1914,27
Eric,boys,1924,18
Eric,boys,1934,27
Eric,boys,1944,39
Eric,boys,1954,62
Eric,boys,1964,88
Erin,girls,1996,100
Erin,girls,1997,97
Erin,girls,1998,79
Erin,girls,1999,69
Erin,girls,2000,52
Erin,girls,2001,42
Erin,girls,2002,38
Erin,girls,2003,36
Erin,girls,2004,36
Erin,girls,2005,32
Erin,girls,2006,28
Erin,girls,2007,27
Erin,girls,2008,30
Erin,girls,2009,33
Erin,girls,2010,35
Erin,girls,2011,39
Erin,girls,2012,36
Erin,girls,2013,40
Erin,girls,2014,42
Erin,girls,2015,43
Erin,girls,2016,46
Erin,girls,2017,45
Ernest,boys,1904,10
Ernest,boys,1914,13
Ernest,boys,1924,23
Ernest,boys,1934,47
Ernest,boys,1944,72
Esme,girls,2008,100
Esme,girls,2009,95
Esme,girls,2010,74
Esme,girls,2011,72
Esme,girls,2012,65
Esme,girls,2013,58
Esme,girls,2014,50
Esme,girls,2015,38
Esme,girls,2016,35
Esme,girls,2017,42
Esther,girls,1904,76
Esther,girls,1914,83
Ethan,boys,1996,92
Ethan,boys,1997,62
Ethan,boys,1998,47
Ethan,boys,1999,40
Ethan,boys,2000,32
Ethan,boys,2001,21
Ethan,boys,2002,18
Ethan,boys,2003,15
Ethan,boys,2004,13
Ethan,boys,2005,18
Ethan,boys,2006,18
Ethan,boys,2007,15
Ethan,boys,2008,15
Ethan,boys,2009,13
Ethan,boys,2010,13
Ethan,boys,2011,11
Ethan,boys,2012,13
Ethan,boys,2013,14
Ethan,boys,2014,18
Ethan,boys,2015,18
Ethan,boys,2016,19
Ethan,boys,2017,26
Ethel,girls,1904,13
Ethel,girls,1914,19
Ethel,girls,1924,38
Ethel,girls,1934,91
Eva,girls,1904,40
Eva,girls,1914,48
Eva,girls,1924,65
Eva,girls,2005,76
Eva,girls,2006,75
Eva,girls,2007,52
Eva,girls,2008,41
Eva,girls,2009,38
Eva,girls,2010,37
Eva,girls,2011,33
Eva,girls,2012,24
Eva,girls,2013,26
Eva,girls,2014,27
Eva,girls,2015,29
Eva,girls,2016,30
Eva,girls,2017,33
Evan,boys,1904,88
Evan,boys,1914,96
Evan,boys,2004,99
Evan,boys,2005,97
Evan,boys,2006,85
Evan,boys,2007,81
Evan,boys,2008,80
Evan,boys,2009,70
Evan,boys,2010,76
Evan,boys,2011,82
Evan,boys,2012,86
Evan,boys,2013,83
Eve,girls,1999,86
Eve,girls,2000,78
Eve,girls,2001,50
Eve,girls,2002,57
Eve,girls,2003,65
Eve,girls,2004,61
Eve,girls,2005,55
Eve,girls,2006,63
Eve,girls,2007,75
Eve,girls,2008,84
Eve,girls,2009,92
Evelyn,girls,1904,31
Evelyn,girls,1914,28
Evelyn,girls,1924,35
Evelyn,girls,1934,45
Evelyn,girls,1944,71
Evelyn,girls,2007,100
Evelyn,girls,2008,89
Evelyn,girls,2009,85
Evelyn,girls,2010,87
Evelyn,girls,2011,65
Evelyn,girls,2012,57
Evelyn,girls,2013,45
Evelyn,girls,2014,31
Evelyn,girls,2015,28
Evelyn,girls,2016,27
Evelyn,girls,2017,22
Evie,girls,2001,92
Evie,girls,2002,81
Evie,girls,2003,60
Evie,girls,2004,38
Evie,girls,2005,29
Evie,girls,2006,21
Evie,girls,2007,15
Evie,girls,2008,10
Evie,girls,2009,10
Evie,girls,2010,10
Evie,girls,2011,11
Evie,girls,2012,11
Evie,girls,2013,14
Evie,girls,2014,14
Evie,girls,2015,15
Evie,girls,2016,16
Evie,girls,2017,13
Ewan,boys,1999,86
Ewan,boys,2000,100
Ewan,boys,2001,84
Ewan,boys,2002,86
Ewan,boys,2003,95
Ewan,boys,2005,90
Ewan,boys,2006,100
Ewan,boys,2008,95
Ewan,boys,2009,95
Ezra,boys,2016,91
Ezra,boys,2017,81
Faith,girls,2003,98
Faith,girls,2004,82
Faith,girls,2005,69
Faith,girls,2006,61
Faith,girls,2007,73
Faith,girls,2008,80
Faith,girls,2009,73
Faith,girls,2010,65
Faith,girls,2011,63
Faith,girls,2012,74
Faith,girls,2013,74
Faith,girls,2014,88
Fanny,girls,1904,89
Felicity,girls,2016,97
Felix,boys,2013,91
Felix,boys,2014,98
Felix,boys,2015,95
Felix,boys,2016,99
Felix,boys,2017,100
Finlay,boys,2002,77
Finlay,boys,2003,68
Finlay,boys,2004,63
Finlay,boys,2005,57
Finlay,boys,2006,59
Finlay,boys,2007,59
Finlay,boys,2008,60
Finlay,boys,2009,61
Finlay,boys,2010,68
Finlay,boys,2011,66
Finlay,boys,2012,83
Finlay,boys,2013,87
Finlay,boys,2014,99
Finley,boys,2002,91
Finley,boys,2003,83
Finley,boys,2004,72
Finley,boys,2005,64
Finley,boys,2006,60
Finley,boys,2007,46
Finley,boys,2008,43
Finley,boys,2009,43
Finley,boys,2010,35
Finley,boys,2011,34
Finley,boys,2012,34
Finley,boys,2013,34
Finley,boys,2014,36
Finley,boys,2015,36
Finley,boys,2016,35
Finley,boys,2017,31
Finn,boys,2016,100
Finn,boys,2017,96
Fiona,girls,1954,91
Fiona,girls,1964,44
Fiona,girls,1974,46
Fiona,girls,1984,61
Florence,girls,1904,2
Florence,girls,1914,6
Florence,girls,1924,23
Florence,girls,1934,49
Florence,girls,2008,94
Florence,girls,2009,80
Florence,girls,2010,54
Florence,girls,2011,43
Florence,girls,2012,34
Florence,girls,2013,29
Florence,girls,2014,26
Florence,girls,2015,23
Florence,girls,2016,20
Florence,girls,2017,19
Frances,girls,1904,37
Frances,girls,1914,37
Frances,girls,1924,46
Frances,girls,1934,55
Frances,girls,1944,48
Frances,girls,1954,69
Frances,girls,1964,89
Francesca,girls,1994,59
Francesca,girls,1996,62
Francesca,girls,1997,60
Francesca,girls,1998,53
Francesca,girls,1999,56
Francesca,girls,2000,67
Francesca,girls,2001,76
Francesca,girls,2002,88
Francesca,girls,2003,80
Francesca,girls,2004,79
Francesca,girls,2005,75
Francesca,girls,2006,85
Francesca,girls,2007,89
Francesca,girls,2008,92
Francesca,girls,2009,98
Francesca,girls,2011,99
Francesca,girls,2012,90
Francesca,girls,2013,81
Francesca,girls,2014,87
Francesca,girls,2015,83
Francesca,girls,2016,88
Francesca,girls,2017,89
Francis,boys,1904,28
Francis,boys,1914,34
Francis,boys,1924,43
Francis,boys,1934,42
Francis,boys,1944,54
Francis,boys,1954,61
Francis,boys,1964,82
Frank,boys,1904,16
Frank,boys,1914,15
Frank,boys,1924,19
Frank,boys,1934,34
Frank,boys,1944,46
Frank,boys,1954,65
Frankie,boys,2011,84
Frankie,boys,2012,67
Frankie,boys,2013,62
Frankie,boys,2014,64
Frankie,boys,2015,57
Frankie,boys,2016,63
Frankie,boys,2017,60
Fred,boys,1904,38
Fred,boys,1914,47
Fred,boys,1924,63
Fred,boys,1934,97
Freda,girls,1904,86
Freda,girls,1914,52
Freda,girls,1924,48
Freda,girls,1934,71
Freddie,boys,2004,96
Freddie,boys,2005,79
Freddie,boys,2006,65
Freddie,boys,2007,64
Freddie,boys,2008,61
Freddie,boys,2009,53
Freddie,boys,2010,45
Freddie,boys,2011,42
Freddie,boys,2012,38
Freddie,boys,2013,35
Freddie,boys,2014,20
Freddie,boys,2015,17
Freddie,boys,2016,17
Freddie,boys,2017,16
Frederick,boys,1904,8
Frederick,boys,1914,7
Frederick,boys,1924,10
Frederick,boys,1934,24
Frederick,boys,1944,42
Frederick,boys,1954,67
Frederick,boys,2005,98
Frederick,boys,2006,99
Frederick,boys,2007,100
Frederick,boys,2009,96
Frederick,boys,2010,95
Frederick,boys,2011,96
Frederick,boys,2012,87
Frederick,boys,2013,82
Frederick,boys,2014,81
Frederick,boys,2015,76
Frederick,boys,2016,76
Frederick,boys,2017,72
