Index,Date,North,South,East,West
427,2023-03-03,96.0500762,78.09313968,111.3696749,122.2053005
428,2023-03-04,102.0624276,94.94259298,94.9487714,66.00350795
429,2023-03-05,93.7053952,99.47115435,106.8036681,86.39899762
430,2023-03-06,99.31329254,108.8227494,108.4018917,108.6557307
431,2023-03-07,105.9762808,131.1256015,92.48416365,92.10835713
432,2023-03-08,106.6039216,96.71952862,106.6809423,87.91071485
433,2023-03-09,107.9891235,70.79418465,117.5657078,91.72621621
434,2023-03-10,97.80472653,134.4753717,93.99545807,102.0546801
435,2023-03-11,102.3371169,91.40999971,93.91622826,101.8001435
436,2023-03-12,104.6499158,113.9743886,100.1321949,118.0455954
437,2023-03-13,92.76268999,114.8264433,116.5110132,107.1564496
438,2023-03-14,98.1629483,123.3083888,107.5068541,107.4479346
439,2023-03-15,97.03423476,109.0197653,93.18411166,76.27757378
440,2023-03-16,88.24644367,93.65644336,107.5181686,118.6404852
441,2023-03-17,96.9024234,119.1125226,112.0636898,129.8164057
442,2023-03-18,126.9776504,99.70140085,105.2849276,87.23188737
443,2023-03-19,102.9740418,121.1834649,110.7511302,131.3334041
444,2023-03-20,107.3555666,113.2986369,92.96011924,103.6201631
445,2023-03-21,117.9910152,98.15090496,95.361765,127.8548082
446,2023-03-22,103.6390248,97.63565939,117.4583415,88.01506821
447,2023-03-23,105.3256904,110.9473032,98.50377261,86.50467312
448,2023-03-24,102.3674918,122.5663331,116.1802692,127.0008443
449,2023-03-25,103.2144447,109.8526269,104.6568478,84.52447026
450,2023-03-26,116.5087242,91.61341232,100.6384622,108.2578491
451,2023-03-27,85.86440118,73.55607822,111.699845,83.60070323
452,2023-03-28,94.64345549,119.715,100.1994615,96.73618777
453,2023-03-29,96.2782274,92.86667872,97.42576702,110.7620375
454,2023-03-30,100.2249578,103.5869244,100.0840521,113.9815879
455,2023-03-31,84.65088451,103.2631088,110.8296813,100.4211879
456,2023-04-01,96.45630756,105.529385,87.65283763,87.05361602
457,2023-04-02,99.36295525,71.82779533,98.95428532,85.98351583
458,2023-04-03,66.8832599,136.7139924,103.764012,117.2311247
459,2023-04-04,91.42213111,107.4628658,122.2417056,118.0014429
460,2023-04-05,85.85893364,73.09152631,127.7923628,103.8254621
461,2023-04-06,98.0101486,72.6124722,106.0749429,94.81892472
462,2023-04-07,94.45025122,107.4769184,85.0389155,66.20197899
463,2023-04-08,97.34387268,59.93129854,102.5770025,91.89498745
464,2023-04-09,79.9305705,120.6236266,96.78478965,80.28389949
465,2023-04-10,109.8822866,128.2892894,85.55869994,114.4176484
466,2023-04-11,95.99118887,93.89687466,109.1710625,123.8526314
467,2023-04-12,106.2265563,126.6362708,86.40472069,110.9712171
468,2023-04-13,112.6964202,93.69976301,115.4387105,86.1489885
469,2023-04-14,87.95001196,94.38954297,113.236267,99.8073112
470,2023-04-15,79.51829138,101.3346892,109.0969691,90.25483819
471,2023-04-16,101.3103103,123.7279695,114.3628714,116.0632088
472,2023-04-17,108.5656558,99.7155448,99.88187918,88.15093707
473,2023-04-18,93.65481237,85.78632602,91.21417706,102.8266252
474,2023-04-19,92.88138981,36.03953952,107.6398407,93.45083925
475,2023-04-20,103.4789358,90.61950548,105.2231005,94.39653008
476,2023-04-21,73.73520197,110.3260018,111.6904148,90.87605283
477,2023-04-22,99.76313004,115.5808411,104.9957039,103.4868115
478,2023-04-23,126.9570126,67.23588433,114.7970136,100.4689244
479,2023-04-24,90.14996909,76.01516535,110.7966868,110.1538274
480,2023-04-25,87.5234333,128.5883434,92.31175794,127.4668845
481,2023-04-26,98.53261695,123.4401722,104.5559156,96.30773266
482,2023-04-27,96.24032484,93.31435893,102.5633077,106.4075081
483,2023-04-28,107.6335133,108.4926919,102.5241644,110.0273706
484,2023-04-29,83.41209707,112.7741548,99.1059367,91.9619493
485,2023-04-30,119.4014152,109.514259,107.1674456,82.52092677
486,2023-05-01,83.27347058,68.22830436,105.0099226,86.19979106
487,2023-05-02,89.29473218,139.0428079,101.4739585,111.1344122
